Rb1,5s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
612.62000,-468.78,0.60,0.00,0.00
612.64000,-468.86,0.60,0.00,0.00
612.66000,-468.94,0.60,0.00,0.00
612.68000,-469.02,0.60,0.00,0.00
612.70000,-469.10,0.60,0.00,0.00
612.72000,-469.18,0.60,0.00,0.00
612.74000,-469.26,0.60,0.00,0.00
612.76000,-469.34,0.60,0.00,0.00
612.78000,-469.43,0.60,0.00,0.00
612.80000,-469.51,0.60,0.00,0.00
612.82000,-469.59,0.60,0.00,0.00
612.84000,-469.67,0.60,0.00,0.00
612.86000,-469.75,0.60,0.00,0.00
612.88000,-469.83,0.60,0.00,0.00
612.90000,-469.91,0.60,0.00,0.00
612.92000,-469.99,0.60,0.00,0.00
612.94000,-470.07,0.60,0.00,0.00
612.96000,-470.15,0.60,0.00,0.00
612.98000,-470.23,0.60,0.00,0.00
613.00000,-470.31,0.60,0.00,0.00
613.02000,-470.39,0.60,0.00,0.00
613.04000,-470.47,0.60,0.00,0.00
613.06000,-470.56,0.60,0.00,0.00
613.08000,-470.64,0.60,0.00,0.00
613.10000,-470.72,0.60,0.00,0.00
613.12000,-470.80,0.60,0.00,0.00
613.14000,-470.88,0.60,0.00,0.00
613.16000,-470.96,0.60,0.00,0.00
613.18000,-471.04,0.60,0.00,0.00
613.20000,-471.12,0.60,0.00,0.00
613.22000,-471.20,0.60,0.00,0.00
613.24000,-471.28,0.60,0.00,0.00
613.26000,-471.36,0.60,0.00,0.00
613.28000,-471.45,0.60,0.00,0.00
613.30000,-471.53,0.60,0.00,0.00
613.32000,-471.61,0.60,0.00,0.00
613.34000,-471.69,0.60,0.00,0.00
613.36000,-471.77,0.60,0.00,0.00
613.38000,-471.85,0.60,0.00,0.00
613.40000,-471.93,0.60,0.00,0.00
613.42000,-472.01,0.60,0.00,0.00
613.44000,-472.10,0.60,0.00,0.00
613.46000,-472.18,0.60,0.00,0.00
613.48000,-472.26,0.60,0.00,0.00
613.50000,-472.34,0.60,0.00,0.00
613.52000,-472.42,0.60,0.00,0.00
613.54000,-472.50,0.60,0.00,0.00
613.56000,-472.58,0.60,0.00,0.00
613.58000,-472.66,0.60,0.00,0.00
613.60000,-472.75,0.60,0.00,0.00
613.62000,-472.83,0.60,0.00,0.00
613.64000,-472.91,0.60,0.00,0.00
613.66000,-472.99,0.60,0.00,0.00
613.68000,-473.07,0.60,0.00,0.00
613.70000,-473.15,0.60,0.00,0.00
613.72000,-473.23,0.60,0.00,0.00
613.74000,-473.32,0.60,0.00,0.00
613.76000,-473.40,0.60,0.00,0.00
613.78000,-473.48,0.60,0.00,0.00
613.80000,-473.56,0.60,0.00,0.00
613.82000,-473.64,0.60,0.00,0.00
613.84000,-473.72,0.60,0.00,0.00
613.86000,-473.80,0.60,0.00,0.00
613.88000,-473.89,0.60,0.00,0.00
613.90000,-473.97,0.61,0.00,0.00
613.92000,-474.05,0.61,0.00,0.00
613.94000,-474.13,0.61,0.00,0.00
613.96000,-474.21,0.61,0.00,0.00
613.98000,-474.30,0.61,0.00,0.00
614.00000,-474.38,0.61,0.00,0.00
614.02000,-474.46,0.61,0.00,0.00
614.04000,-474.54,0.61,0.00,0.00
614.06000,-474.62,0.61,0.00,0.00
614.08000,-474.70,0.61,0.00,0.00
614.10000,-474.79,0.61,0.00,0.00
614.12000,-474.87,0.61,0.00,0.00
614.14000,-474.95,0.61,0.00,0.00
614.16000,-475.03,0.61,0.00,0.00
614.18000,-475.11,0.61,0.00,0.00
614.20000,-475.20,0.61,0.00,0.00
614.22000,-475.28,0.61,0.00,0.00
614.24000,-475.36,0.61,0.00,0.00
614.26000,-475.44,0.61,0.00,0.00
614.28000,-475.52,0.61,0.00,0.00
614.30000,-475.61,0.61,0.00,0.00
614.32000,-475.69,0.61,0.00,0.00
614.34000,-475.77,0.61,0.00,0.00
614.36000,-475.85,0.61,0.00,0.00
614.38000,-475.93,0.61,0.00,0.00
614.40000,-476.02,0.61,0.00,0.00
614.42000,-476.10,0.61,0.00,0.00
614.44000,-476.18,0.61,0.00,0.00
614.46000,-476.26,0.61,0.00,0.00
614.48000,-476.34,0.61,0.00,0.00
614.50000,-476.43,0.61,0.00,0.00
614.52000,-476.51,0.61,0.00,0.00
614.54000,-476.59,0.61,0.00,0.00
614.56000,-476.67,0.61,0.00,0.00
614.58000,-476.76,0.61,0.00,0.00
614.60000,-476.84,0.61,0.00,0.00
614.62000,-476.92,0.61,0.00,0.00
614.64000,-477.00,0.61,0.00,0.00
614.66000,-477.09,0.61,0.00,0.00
614.68000,-477.17,0.61,0.00,0.00
614.70000,-477.25,0.61,0.00,0.00
614.72000,-477.33,0.61,0.00,0.00
614.74000,-477.42,0.61,0.00,0.00
614.76000,-477.50,0.61,0.00,0.00
614.78000,-477.58,0.61,0.00,0.00
614.80000,-477.66,0.61,0.00,0.00
614.82000,-477.75,0.61,0.00,0.00
614.84000,-477.83,0.61,0.00,0.00
614.86000,-477.91,0.61,0.00,0.00
614.88000,-477.99,0.61,0.00,0.00
614.90000,-478.08,0.61,0.00,0.00
614.92000,-478.16,0.61,0.00,0.00
614.94000,-478.24,0.61,0.00,0.00
614.96000,-478.32,0.61,0.00,0.00
614.98000,-478.41,0.61,0.00,0.00
615.00000,-478.49,0.61,0.00,0.00
615.02000,-478.57,0.61,0.00,0.00
615.04000,-478.66,0.61,0.00,0.00
615.06000,-478.74,0.61,0.00,0.00
615.08000,-478.82,0.61,0.00,0.00
615.10000,-478.90,0.61,0.00,0.00
615.12000,-478.99,0.61,0.00,0.00
615.14000,-479.07,0.61,0.00,0.00
615.16000,-479.15,0.61,0.00,0.00
615.18000,-479.23,0.61,0.00,0.00
615.20000,-479.32,0.61,0.00,0.00
615.22000,-479.40,0.61,0.00,0.00
615.24000,-479.48,0.61,0.00,0.00
615.26000,-479.57,0.61,0.00,0.00
615.28000,-479.65,0.61,0.00,0.00
615.30000,-479.73,0.61,0.00,0.00
615.32000,-479.82,0.61,0.00,0.00
615.34000,-479.90,0.61,0.00,0.00
615.36000,-479.98,0.61,0.00,0.00
615.38000,-480.07,0.61,0.00,0.00
615.40000,-480.15,0.61,0.00,0.00
615.42000,-480.23,0.61,0.00,0.00
615.44000,-480.31,0.61,0.00,0.00
615.46000,-480.40,0.61,0.00,0.00
615.48000,-480.48,0.61,0.00,0.00
615.50000,-480.56,0.61,0.00,0.00
615.52000,-480.65,0.61,0.00,0.00
615.54000,-480.73,0.61,0.00,0.00
615.56000,-480.81,0.61,0.00,0.00
615.58000,-480.90,0.61,0.00,0.00
615.60000,-480.98,0.61,0.00,0.00
615.62000,-481.06,0.61,0.00,0.00
615.64000,-481.15,0.61,0.00,0.00
615.66000,-481.23,0.61,0.00,0.00
615.68000,-481.31,0.61,0.00,0.00
615.70000,-481.40,0.61,0.00,0.00
615.72000,-481.48,0.61,0.00,0.00
615.74000,-481.56,0.61,0.00,0.00
615.76000,-481.65,0.61,0.00,0.00
615.78000,-481.73,0.61,0.00,0.00
615.80000,-481.82,0.61,0.00,0.00
615.82000,-481.90,0.61,0.00,0.00
615.84000,-481.98,0.61,0.00,0.00
615.86000,-482.07,0.61,0.00,0.00
615.88000,-482.15,0.62,0.00,0.00
615.90000,-482.23,0.62,0.00,0.00
615.92000,-482.32,0.62,0.00,0.00
615.94000,-482.40,0.62,0.00,0.00
615.96000,-482.48,0.62,0.00,0.00
615.98000,-482.57,0.62,0.00,0.00
616.00000,-482.65,0.62,0.00,0.00
616.02000,-482.74,0.62,0.00,0.00
616.04000,-482.82,0.62,0.00,0.00
616.06000,-482.90,0.62,0.00,0.00
616.08000,-482.99,0.62,0.00,0.00
616.10000,-483.07,0.62,0.00,0.00
616.12000,-483.15,0.62,0.00,0.00
616.14000,-483.24,0.62,0.00,0.00
616.16000,-483.32,0.62,0.00,0.00
616.18000,-483.41,0.62,0.00,0.00
616.20000,-483.49,0.62,0.00,0.00
616.22000,-483.57,0.62,0.00,0.00
616.24000,-483.66,0.62,0.00,0.00
616.26000,-483.74,0.62,0.00,0.00
616.28000,-483.83,0.62,0.00,0.00
616.30000,-483.91,0.62,0.00,0.00
616.32000,-483.99,0.62,0.00,0.00
616.34000,-484.08,0.62,0.00,0.00
616.36000,-484.16,0.62,0.00,0.00
616.38000,-484.25,0.62,0.00,0.00
616.40000,-484.33,0.62,0.00,0.00
616.42000,-484.41,0.62,0.00,0.00
616.44000,-484.50,0.62,0.00,0.00
616.46000,-484.58,0.62,0.00,0.00
616.48000,-484.67,0.62,0.00,0.00
616.50000,-484.75,0.62,0.00,0.00
616.52000,-484.84,0.62,0.00,0.00
616.54000,-484.92,0.62,0.00,0.00
616.56000,-485.00,0.62,0.00,0.00
616.58000,-485.09,0.62,0.00,0.00
616.60000,-485.17,0.62,0.00,0.00
616.62000,-485.26,0.62,0.00,0.00
616.64000,-485.34,0.62,0.00,0.00
616.66000,-485.43,0.62,0.00,0.00
616.68000,-485.51,0.62,0.00,0.00
616.70000,-485.60,0.62,0.00,0.00
616.72000,-485.68,0.62,0.00,0.00
616.74000,-485.76,0.62,0.00,0.00
616.76000,-485.85,0.62,0.00,0.00
616.78000,-485.93,0.62,0.00,0.00
616.80000,-486.02,0.62,0.00,0.00
616.82000,-486.10,0.62,0.00,0.00
616.84000,-486.19,0.62,0.00,0.00
616.86000,-486.27,0.62,0.00,0.00
616.88000,-486.36,0.62,0.00,0.00
616.90000,-486.44,0.62,0.00,0.00
616.92000,-486.53,0.62,0.00,0.00
616.94000,-486.61,0.62,0.00,0.00
616.96000,-486.69,0.62,0.00,0.00
616.98000,-486.78,0.62,0.00,0.00
617.00000,-486.86,0.62,0.00,0.00
617.02000,-486.95,0.62,0.00,0.00
617.04000,-487.03,0.62,0.00,0.00
617.06000,-487.12,0.62,0.00,0.00
617.08000,-487.20,0.62,0.00,0.00
617.10000,-487.29,0.62,0.00,0.00
617.12000,-487.37,0.62,0.00,0.00
617.14000,-487.46,0.62,0.00,0.00
617.16000,-487.54,0.62,0.00,0.00
617.18000,-487.63,0.62,0.00,0.00
617.20000,-487.71,0.62,0.00,0.00
617.22000,-487.80,0.62,0.00,0.00
617.24000,-487.88,0.62,0.00,0.00
617.26000,-487.97,0.62,0.00,0.00
617.28000,-488.05,0.62,0.00,0.00
617.30000,-488.14,0.62,0.00,0.00
617.32000,-488.22,0.62,0.00,0.00
617.34000,-488.31,0.62,0.00,0.00
617.36000,-488.39,0.62,0.00,0.00
617.38000,-488.48,0.62,0.00,0.00
617.40000,-488.56,0.62,0.00,0.00
617.42000,-488.65,0.62,0.00,0.00
617.44000,-488.73,0.62,0.00,0.00
617.46000,-488.82,0.62,0.00,0.00
617.48000,-488.90,0.62,0.00,0.00
617.50000,-488.99,0.62,0.00,0.00
617.52000,-489.07,0.62,0.00,0.00
617.54000,-489.16,0.62,0.00,0.00
617.56000,-489.25,0.62,0.00,0.00
617.58000,-489.33,0.62,0.00,0.00
617.60000,-489.42,0.62,0.00,0.00
617.62000,-489.50,0.62,0.00,0.00
617.64000,-489.59,0.62,0.00,0.00
617.66000,-489.67,0.62,0.00,0.00
617.68000,-489.76,0.62,0.00,0.00
617.70000,-489.84,0.62,0.00,0.00
617.72000,-489.93,0.62,0.00,0.00
617.74000,-490.01,0.62,0.00,0.00
617.76000,-490.10,0.62,0.00,0.00
617.78000,-490.19,0.62,0.00,0.00
617.80000,-490.27,0.62,0.00,0.00
617.82000,-490.36,0.63,0.00,0.00
617.84000,-490.44,0.63,0.00,0.00
617.86000,-490.53,0.63,0.00,0.00
617.88000,-490.61,0.63,0.00,0.00
617.90000,-490.70,0.63,0.00,0.00
617.92000,-490.78,0.63,0.00,0.00
617.94000,-490.87,0.63,0.00,0.00
617.96000,-490.96,0.63,0.00,0.00
617.98000,-491.04,0.63,0.00,0.00
618.00000,-491.13,0.63,0.00,0.00
618.02000,-491.21,0.63,0.00,0.00
618.04000,-491.30,0.63,0.00,0.00
618.06000,-491.39,0.63,0.00,0.00
618.08000,-491.47,0.63,0.00,0.00
618.10000,-491.56,0.63,0.00,0.00
618.12000,-491.64,0.63,0.00,0.00
618.14000,-491.73,0.63,0.00,0.00
618.16000,-491.81,0.63,0.00,0.00
618.18000,-491.90,0.63,0.00,0.00
618.20000,-491.99,0.63,0.00,0.00
618.22000,-492.07,0.63,0.00,0.00
618.24000,-492.16,0.63,0.00,0.00
618.26000,-492.25,0.63,0.00,0.00
618.28000,-492.33,0.63,0.00,0.00
618.30000,-492.42,0.63,0.00,0.00
618.32000,-492.50,0.63,0.00,0.00
618.34000,-492.59,0.63,0.00,0.00
618.36000,-492.68,0.63,0.00,0.00
618.38000,-492.76,0.63,0.00,0.00
618.40000,-492.85,0.63,0.00,0.00
618.42000,-492.93,0.63,0.00,0.00
618.44000,-493.02,0.63,0.00,0.00
618.46000,-493.11,0.63,0.00,0.00
618.48000,-493.19,0.63,0.00,0.00
618.50000,-493.28,0.63,0.00,0.00
618.52000,-493.37,0.63,0.00,0.00
618.54000,-493.45,0.63,0.00,0.00
618.56000,-493.54,0.63,0.00,0.00
618.58000,-493.62,0.63,0.00,0.00
618.60000,-493.71,0.63,0.00,0.00
618.62000,-493.80,0.63,0.00,0.00
618.64000,-493.88,0.63,0.00,0.00
618.66000,-493.97,0.63,0.00,0.00
618.68000,-494.06,0.63,0.00,0.00
618.70000,-494.14,0.63,0.00,0.00
618.72000,-494.23,0.63,0.00,0.00
618.74000,-494.32,0.63,0.00,0.00
618.76000,-494.40,0.63,0.00,0.00
618.78000,-494.49,0.63,0.00,0.00
618.80000,-494.58,0.63,0.00,0.00
618.82000,-494.66,0.63,0.00,0.00
618.84000,-494.75,0.63,0.00,0.00
618.86000,-494.84,0.63,0.00,0.00
618.88000,-494.92,0.63,0.00,0.00
618.90000,-495.01,0.63,0.00,0.00
618.92000,-495.10,0.63,0.00,0.00
618.94000,-495.18,0.63,0.00,0.00
618.96000,-495.27,0.63,0.00,0.00
618.98000,-495.36,0.63,0.00,0.00
619.00000,-495.44,0.63,0.00,0.00
619.02000,-495.53,0.63,0.00,0.00
619.04000,-495.62,0.63,0.00,0.00
619.06000,-495.70,0.63,0.00,0.00
619.08000,-495.79,0.63,0.00,0.00
619.10000,-495.88,0.63,0.00,0.00
619.12000,-495.97,0.63,0.00,0.00
619.14000,-496.05,0.63,0.00,0.00
619.16000,-496.14,0.63,0.00,0.00
619.18000,-496.23,0.63,0.00,0.00
619.20000,-496.31,0.63,0.00,0.00
619.22000,-496.40,0.63,0.00,0.00
619.24000,-496.49,0.63,0.00,0.00
619.26000,-496.57,0.63,0.00,0.00
619.28000,-496.66,0.63,0.00,0.00
619.30000,-496.75,0.63,0.00,0.00
619.32000,-496.84,0.63,0.00,0.00
619.34000,-496.92,0.63,0.00,0.00
619.36000,-497.01,0.63,0.00,0.00
619.38000,-497.10,0.63,0.00,0.00
619.40000,-497.19,0.63,0.00,0.00
619.42000,-497.27,0.63,0.00,0.00
619.44000,-497.36,0.63,0.00,0.00
619.46000,-497.45,0.63,0.00,0.00
619.48000,-497.53,0.63,0.00,0.00
619.50000,-497.62,0.63,0.00,0.00
619.52000,-497.71,0.63,0.00,0.00
619.54000,-497.80,0.63,0.00,0.00
619.56000,-497.88,0.63,0.00,0.00
619.58000,-497.97,0.63,0.00,0.00
619.60000,-498.06,0.63,0.00,0.00
619.62000,-498.15,0.63,0.00,0.00
619.64000,-498.23,0.63,0.00,0.00
619.66000,-498.32,0.63,0.00,0.00
619.68000,-498.41,0.63,0.00,0.00
619.70000,-498.50,0.63,0.00,0.00
619.72000,-498.58,0.64,0.00,0.00
619.74000,-498.67,0.64,0.00,0.00
619.76000,-498.76,0.64,0.00,0.00
619.78000,-498.85,0.64,0.00,0.00
619.80000,-498.94,0.64,0.00,0.00
619.82000,-499.02,0.64,0.00,0.00
619.84000,-499.11,0.64,0.00,0.00
619.86000,-499.20,0.64,0.00,0.00
619.88000,-499.29,0.64,0.00,0.00
619.90000,-499.37,0.64,0.00,0.00
619.92000,-499.46,0.64,0.00,0.00
619.94000,-499.55,0.64,0.00,0.00
619.96000,-499.64,0.64,0.00,0.00
619.98000,-499.73,0.64,0.00,0.00
620.00000,-499.81,0.64,0.00,0.00
620.02000,-499.90,0.64,0.00,0.00
620.04000,-499.99,0.64,0.00,0.00
620.06000,-500.08,0.64,0.00,0.00
620.08000,-500.17,0.64,0.00,0.00
620.10000,-500.25,0.64,0.00,0.00
620.12000,-500.34,0.64,0.00,0.00
620.14000,-500.43,0.64,0.00,0.00
620.16000,-500.52,0.64,0.00,0.00
620.18000,-500.61,0.64,0.00,0.00
620.20000,-500.69,0.64,0.00,0.00
620.22000,-500.78,0.64,0.00,0.00
620.24000,-500.87,0.64,0.00,0.00
620.26000,-500.96,0.64,0.00,0.00
620.28000,-501.05,0.64,0.00,0.00
620.30000,-501.13,0.64,0.00,0.00
620.32000,-501.22,0.64,0.00,0.00
620.34000,-501.31,0.64,0.00,0.00
620.36000,-501.40,0.64,0.00,0.00
620.38000,-501.49,0.64,0.00,0.00
620.40000,-501.58,0.64,0.00,0.00
620.42000,-501.66,0.64,0.00,0.00
620.44000,-501.75,0.64,0.00,0.00
620.46000,-501.84,0.64,0.00,0.00
620.48000,-501.93,0.64,0.00,0.00
620.50000,-502.02,0.64,0.00,0.00
620.52000,-502.11,0.64,0.00,0.00
620.54000,-502.19,0.64,0.00,0.00
620.56000,-502.28,0.64,0.00,0.00
620.58000,-502.37,0.64,0.00,0.00
620.60000,-502.46,0.64,0.00,0.00
620.62000,-502.55,0.64,0.00,0.00
620.64000,-502.64,0.64,0.00,0.00
620.66000,-502.73,0.64,0.00,0.00
620.68000,-502.82,0.64,0.00,0.00
620.70000,-502.90,0.64,0.00,0.00
620.72000,-502.99,0.64,0.00,0.00
620.74000,-503.08,0.64,0.00,0.00
620.76000,-503.17,0.64,0.00,0.00
620.78000,-503.26,0.64,0.00,0.00
620.80000,-503.35,0.64,0.00,0.00
620.82000,-503.44,0.64,0.00,0.00
620.84000,-503.53,0.64,0.00,0.00
620.86000,-503.61,0.64,0.00,0.00
620.88000,-503.70,0.64,0.00,0.00
620.90000,-503.79,0.64,0.00,0.00
620.92000,-503.88,0.64,0.00,0.00
620.94000,-503.97,0.64,0.00,0.00
620.96000,-504.06,0.64,0.00,0.00
620.98000,-504.15,0.64,0.00,0.00
621.00000,-504.24,0.64,0.00,0.00
621.02000,-504.33,0.64,0.00,0.00
621.04000,-504.41,0.64,0.00,0.00
621.06000,-504.50,0.64,0.00,0.00
621.08000,-504.59,0.64,0.00,0.00
621.10000,-504.68,0.64,0.00,0.00
621.12000,-504.77,0.64,0.00,0.00
621.14000,-504.86,0.64,0.00,0.00
621.16000,-504.95,0.64,0.00,0.00
621.18000,-505.04,0.64,0.00,0.00
621.20000,-505.13,0.64,0.00,0.00
621.22000,-505.22,0.64,0.00,0.00
621.24000,-505.31,0.64,0.00,0.00
621.26000,-505.40,0.64,0.00,0.00
621.28000,-505.48,0.64,0.00,0.00
621.30000,-505.57,0.64,0.00,0.00
621.32000,-505.66,0.64,0.00,0.00
621.34000,-505.75,0.64,0.00,0.00
621.36000,-505.84,0.64,0.00,0.00
621.38000,-505.93,0.64,0.00,0.00
621.40000,-506.02,0.64,0.00,0.00
621.42000,-506.11,0.64,0.00,0.00
621.44000,-506.20,0.64,0.00,0.00
621.46000,-506.29,0.64,0.00,0.00
621.48000,-506.38,0.64,0.00,0.00
621.50000,-506.47,0.64,0.00,0.00
621.52000,-506.56,0.64,0.00,0.00
621.54000,-506.65,0.64,0.00,0.00
621.56000,-506.74,0.65,0.00,0.00
621.58000,-506.83,0.65,0.00,0.00
621.60000,-506.92,0.65,0.00,0.00
621.62000,-507.01,0.65,0.00,0.00
621.64000,-507.10,0.65,0.00,0.00
621.66000,-507.19,0.65,0.00,0.00
621.68000,-507.28,0.65,0.00,0.00
621.70000,-507.37,0.65,0.00,0.00
621.72000,-507.46,0.65,0.00,0.00
621.74000,-507.55,0.65,0.00,0.00
621.76000,-507.64,0.65,0.00,0.00
621.78000,-507.72,0.65,0.00,0.00
621.80000,-507.81,0.65,0.00,0.00
621.82000,-507.90,0.65,0.00,0.00
621.84000,-507.99,0.65,0.00,0.00
621.86000,-508.08,0.65,0.00,0.00
621.88000,-508.17,0.65,0.00,0.00
621.90000,-508.26,0.65,0.00,0.00
621.92000,-508.35,0.65,0.00,0.00
621.94000,-508.44,0.65,0.00,0.00
621.96000,-508.53,0.65,0.00,0.00
621.98000,-508.62,0.65,0.00,0.00
622.00000,-508.72,0.65,0.00,0.00
622.02000,-508.81,0.65,0.00,0.00
622.04000,-508.90,0.65,0.00,0.00
622.06000,-508.99,0.65,0.00,0.00
622.08000,-509.08,0.65,0.00,0.00
622.10000,-509.17,0.65,0.00,0.00
622.12000,-509.26,0.65,0.00,0.00
622.14000,-509.35,0.65,0.00,0.00
622.16000,-509.44,0.65,0.00,0.00
622.18000,-509.53,0.65,0.00,0.00
622.20000,-509.62,0.65,0.00,0.00
622.22000,-509.71,0.65,0.00,0.00
622.24000,-509.80,0.65,0.00,0.00
622.26000,-509.89,0.65,0.00,0.00
622.28000,-509.98,0.65,0.00,0.00
622.30000,-510.07,0.65,0.00,0.00
622.32000,-510.16,0.65,0.00,0.00
622.34000,-510.25,0.65,0.00,0.00
622.36000,-510.34,0.65,0.00,0.00
622.38000,-510.43,0.65,0.00,0.00
622.40000,-510.52,0.65,0.00,0.00
622.42000,-510.61,0.65,0.00,0.00
622.44000,-510.70,0.65,0.00,0.00
622.46000,-510.79,0.65,0.00,0.00
622.48000,-510.88,0.65,0.00,0.00
622.50000,-510.98,0.65,0.00,0.00
622.52000,-511.07,0.65,0.00,0.00
622.54000,-511.16,0.65,0.00,0.00
622.56000,-511.25,0.65,0.00,0.00
622.58000,-511.34,0.65,0.00,0.00
622.60000,-511.43,0.65,0.00,0.00
622.62000,-511.52,0.65,0.00,0.00
622.64000,-511.61,0.65,0.00,0.00
622.66000,-511.70,0.65,0.00,0.00
622.68000,-511.79,0.65,0.00,0.00
622.70000,-511.88,0.65,0.00,0.00
622.72000,-511.97,0.65,0.00,0.00
622.74000,-512.07,0.65,0.00,0.00
622.76000,-512.16,0.65,0.00,0.00
622.78000,-512.25,0.65,0.00,0.00
622.80000,-512.34,0.65,0.00,0.00
622.82000,-512.43,0.65,0.00,0.00
622.84000,-512.52,0.65,0.00,0.00
622.86000,-512.61,0.65,0.00,0.00
622.88000,-512.70,0.65,0.00,0.00
622.90000,-512.79,0.65,0.00,0.00
622.92000,-512.88,0.65,0.00,0.00
622.94000,-512.98,0.65,0.00,0.00
622.96000,-513.07,0.65,0.00,0.00
622.98000,-513.16,0.65,0.00,0.00
623.00000,-513.25,0.65,0.00,0.00
623.02000,-513.34,0.65,0.00,0.00
623.04000,-513.43,0.65,0.00,0.00
623.06000,-513.52,0.65,0.00,0.00
623.08000,-513.61,0.65,0.00,0.00
623.10000,-513.71,0.65,0.00,0.00
623.12000,-513.80,0.65,0.00,0.00
623.14000,-513.89,0.65,0.00,0.00
623.16000,-513.98,0.65,0.00,0.00
623.18000,-514.07,0.65,0.00,0.00
623.20000,-514.16,0.65,0.00,0.00
623.22000,-514.25,0.65,0.00,0.00
623.24000,-514.35,0.65,0.00,0.00
623.26000,-514.44,0.65,0.00,0.00
623.28000,-514.53,0.65,0.00,0.00
623.30000,-514.62,0.65,0.00,0.00
623.32000,-514.71,0.65,0.00,0.00
623.34000,-514.80,0.65,0.00,0.00
623.36000,-514.90,0.66,0.00,0.00
623.38000,-514.99,0.66,0.00,0.00
623.40000,-515.08,0.66,0.00,0.00
623.42000,-515.17,0.66,0.00,0.00
623.44000,-515.26,0.66,0.00,0.00
623.46000,-515.35,0.66,0.00,0.00
623.48000,-515.45,0.66,0.00,0.00
623.50000,-515.54,0.66,0.00,0.00
623.52000,-515.63,0.66,0.00,0.00
623.54000,-515.72,0.66,0.00,0.00
623.56000,-515.81,0.66,0.00,0.00
623.58000,-515.91,0.66,0.00,0.00
623.60000,-516.00,0.66,0.00,0.00
623.62000,-516.09,0.66,0.00,0.00
623.64000,-516.18,0.66,0.00,0.00
623.66000,-516.27,0.66,0.00,0.00
623.68000,-516.37,0.66,0.00,0.00
623.70000,-516.46,0.66,0.00,0.00
623.72000,-516.55,0.66,0.00,0.00
623.74000,-516.64,0.66,0.00,0.00
623.76000,-516.73,0.66,0.00,0.00
623.78000,-516.83,0.66,0.00,0.00
623.80000,-516.92,0.66,0.00,0.00
623.82000,-517.01,0.66,0.00,0.00
623.84000,-517.10,0.66,0.00,0.00
623.86000,-517.20,0.66,0.00,0.00
623.88000,-517.29,0.66,0.00,0.00
623.90000,-517.38,0.66,0.00,0.00
623.92000,-517.47,0.66,0.00,0.00
623.94000,-517.56,0.66,0.00,0.00
623.96000,-517.66,0.66,0.00,0.00
623.98000,-517.75,0.66,0.00,0.00
624.00000,-517.84,0.66,0.00,0.00
624.02000,-517.93,0.66,0.00,0.00
624.04000,-518.03,0.66,0.00,0.00
624.06000,-518.12,0.66,0.00,0.00
624.08000,-518.21,0.66,0.00,0.00
624.10000,-518.30,0.66,0.00,0.00
624.12000,-518.40,0.66,0.00,0.00
624.14000,-518.49,0.66,0.00,0.00
624.16000,-518.58,0.66,0.00,0.00
624.18000,-518.67,0.66,0.00,0.00
624.20000,-518.77,0.66,0.00,0.00
624.22000,-518.86,0.66,0.00,0.00
624.24000,-518.95,0.66,0.00,0.00
624.26000,-519.05,0.66,0.00,0.00
624.28000,-519.14,0.66,0.00,0.00
624.30000,-519.23,0.66,0.00,0.00
624.32000,-519.32,0.66,0.00,0.00
624.34000,-519.42,0.66,0.00,0.00
624.36000,-519.51,0.66,0.00,0.00
624.38000,-519.60,0.66,0.00,0.00
624.40000,-519.69,0.66,0.00,0.00
624.42000,-519.79,0.66,0.00,0.00
624.44000,-519.88,0.66,0.00,0.00
624.46000,-519.97,0.66,0.00,0.00
624.48000,-520.07,0.66,0.00,0.00
624.50000,-520.16,0.66,0.00,0.00
624.52000,-520.25,0.66,0.00,0.00
624.54000,-520.35,0.66,0.00,0.00
624.56000,-520.44,0.66,0.00,0.00
624.58000,-520.53,0.66,0.00,0.00
624.60000,-520.62,0.66,0.00,0.00
624.62000,-520.72,0.66,0.00,0.00
624.64000,-520.81,0.66,0.00,0.00
624.66000,-520.90,0.66,0.00,0.00
624.68000,-521.00,0.66,0.00,0.00
624.70000,-521.09,0.66,0.00,0.00
624.72000,-521.18,0.66,0.00,0.00
624.74000,-521.28,0.66,0.00,0.00
624.76000,-521.37,0.66,0.00,0.00
624.78000,-521.46,0.66,0.00,0.00
624.80000,-521.56,0.66,0.00,0.00
624.82000,-521.65,0.66,0.00,0.00
624.84000,-521.74,0.66,0.00,0.00
624.86000,-521.84,0.66,0.00,0.00
624.88000,-521.93,0.66,0.00,0.00
624.90000,-522.02,0.66,0.00,0.00
624.92000,-522.12,0.66,0.00,0.00
624.94000,-522.21,0.66,0.00,0.00
624.96000,-522.30,0.66,0.00,0.00
624.98000,-522.40,0.66,0.00,0.00
625.00000,-522.49,0.66,0.00,0.00
625.02000,-522.59,0.66,0.00,0.00
625.04000,-522.68,0.66,0.00,0.00
625.06000,-522.77,0.66,0.00,0.00
625.08000,-522.87,0.66,0.00,0.00
625.10000,-522.96,0.66,0.00,0.00
625.12000,-523.05,0.67,0.00,0.00
625.14000,-523.15,0.67,0.00,0.00
625.16000,-523.24,0.67,0.00,0.00
625.18000,-523.34,0.67,0.00,0.00
625.20000,-523.43,0.67,0.00,0.00
625.22000,-523.52,0.67,0.00,0.00
625.24000,-523.62,0.67,0.00,0.00
625.26000,-523.71,0.67,0.00,0.00
625.28000,-523.80,0.67,0.00,0.00
