Rb1,5p1/2,,,
761.91400,-19602.53,2335.78,0.00,0.00
761.91600,-19822.40,2360.77,0.00,0.00
761.91800,-20047.02,2386.30,0.00,0.00
761.92000,-20276.55,2412.39,0.00,0.00
761.92200,-20511.16,2439.06,0.00,0.00
761.92400,-20751.01,2466.32,0.00,0.00
761.92600,-20996.29,2494.20,0.00,0.00
761.92800,-21247.17,2522.71,0.00,0.00
761.93000,-21503.85,2551.89,0.00,0.00
761.93200,-21766.55,2581.74,0.00,0.00
761.93400,-22035.46,2612.30,0.00,0.00
761.93600,-22310.81,2643.60,0.00,0.00
761.93800,-22592.84,2675.65,0.00,0.00
761.94000,-22881.79,2708.50,0.00,0.00
761.94200,-23177.93,2742.15,0.00,0.00
761.94400,-23481.51,2776.66,0.00,0.00
761.94600,-23792.83,2812.04,0.00,0.00
761.94800,-24112.19,2848.33,0.00,0.00
761.95000,-24439.90,2885.58,0.00,0.00
761.95200,-24776.30,2923.81,0.00,0.00
761.95400,-25121.72,2963.07,0.00,0.00
761.95600,-25476.55,3003.39,0.00,0.00
761.95800,-25841.17,3044.83,0.00,0.00
761.96000,-26215.99,3087.43,0.00,0.00
761.96200,-26601.44,3131.24,0.00,0.00
761.96400,-26997.99,3176.30,0.00,0.00
761.96600,-27406.12,3222.68,0.00,0.00
761.96800,-27826.35,3270.44,0.00,0.00
761.97000,-28259.21,3319.63,0.00,0.00
761.97200,-28705.30,3370.33,0.00,0.00
761.97400,-29165.22,3422.60,0.00,0.00
761.97600,-29639.63,3476.51,0.00,0.00
761.97800,-30129.22,3532.15,0.00,0.00
761.98000,-30634.74,3589.60,0.00,0.00
761.98200,-31156.97,3648.95,0.00,0.00
761.98400,-31696.76,3710.29,0.00,0.00
761.98600,-32255.00,3773.73,0.00,0.00
761.98800,-32832.67,3839.38,0.00,0.00
761.99000,-33430.79,3907.35,0.00,0.00
761.99200,-34050.46,3977.77,0.00,0.00
761.99400,-34692.88,4050.77,0.00,0.00
761.99600,-35359.32,4126.51,0.00,0.00
761.99800,-36051.15,4205.12,0.00,0.00
762.00000,-36769.85,4286.80,0.00,0.00
762.00200,-37517.02,4371.70,0.00,0.00
762.00400,-38294.38,4460.04,0.00,0.00
762.00600,-39103.80,4552.02,0.00,0.00
762.00800,-39947.30,4647.88,0.00,0.00
762.01000,-40827.09,4747.85,0.00,0.00
762.01200,-41745.56,4852.22,0.00,0.00
762.01400,-42705.31,4961.29,0.00,0.00
762.01600,-43709.20,5075.36,0.00,0.00
762.01800,-44760.33,5194.81,0.00,0.00
762.02000,-45862.13,5320.01,0.00,0.00
762.02200,-47018.34,5451.40,0.00,0.00
762.02400,-48233.09,5589.44,0.00,0.00
762.02600,-49510.97,5734.65,0.00,0.00
762.02800,-50857.00,5887.60,0.00,0.00
762.03000,-52276.79,6048.94,0.00,0.00
762.03200,-53776.58,6219.36,0.00,0.00
762.03400,-55363.33,6399.67,0.00,0.00
762.03600,-57044.82,6590.74,0.00,0.00
762.03800,-58829.79,6793.57,0.00,0.00
762.04000,-60728.11,7009.28,0.00,0.00
762.04200,-62750.92,7239.14,0.00,0.00
762.04400,-64910.89,7484.58,0.00,0.00
762.04600,-67222.44,7747.25,0.00,0.00
762.04800,-69702.13,8029.02,0.00,0.00
762.05000,-72368.99,8332.05,0.00,0.00
762.05200,-75245.03,8658.86,0.00,0.00
762.05400,-78355.88,9012.35,0.00,0.00
762.05600,-81731.51,9395.92,0.00,0.00
762.05800,-85407.24,9813.60,0.00,0.00
762.06000,-89424.93,10270.13,0.00,0.00
762.06200,-93834.63,10771.20,0.00,0.00
762.06400,-98696.68,11323.68,0.00,0.00
762.06600,-104084.41,11935.88,0.00,0.00
762.06800,-110087.97,12618.07,0.00,0.00
762.07000,-116819.33,13382.95,0.00,0.00
762.07200,-124419.39,14246.53,0.00,0.00
762.07400,-133067.89,15229.26,0.00,0.00
762.07600,-142997.86,16357.59,0.00,0.00
762.07800,-154516.90,17666.49,0.00,0.00
762.08000,-168039.64,19203.06,0.00,0.00
762.08200,-184138.66,21032.37,0.00,0.00
762.08400,-203627.72,23246.89,0.00,0.00
762.08600,-227703.60,25982.59,0.00,0.00
762.08800,-258201.54,29448.03,0.00,0.00
762.09000,-298086.53,33980.10,0.00,0.00
762.09200,-352480.74,40160.83,0.00,0.00
762.09400,-431061.52,49089.83,0.00,0.00
762.09600,-554572.72,63124.20,0.00,0.00
762.09800,-776976.38,88395.56,0.00,0.00
762.10000,-1296335.93,147409.49,0.00,0.00
762.10400,3871079.05,439754.92,0.00,0.00
762.10600,1294627.96,146997.23,0.00,0.00
762.10800,777600.21,88248.25,0.00,0.00
762.11000,555838.99,63049.90,0.00,0.00
762.11200,432592.16,49045.57,0.00,0.00
762.11400,354145.21,40131.77,0.00,0.00
762.11600,299827.97,33959.79,0.00,0.00
762.11800,259991.27,29433.21,0.00,0.00
762.12000,229525.61,25971.44,0.00,0.00
762.12200,205472.36,23238.30,0.00,0.00
762.12400,185999.77,21025.66,0.00,0.00
762.12600,169913.12,19197.75,0.00,0.00
762.12800,156399.90,17662.26,0.00,0.00
762.13000,144888.34,16354.22,0.00,0.00
762.13200,134964.37,15226.56,0.00,0.00
762.13400,126320.74,14244.40,0.00,0.00
762.13600,118724.69,13381.26,0.00,0.00
762.13800,111996.67,12616.76,0.00,0.00
762.14000,105995.93,11934.90,0.00,0.00
762.14200,100610.59,11322.97,0.00,0.00
762.14400,95750.60,10770.73,0.00,0.00
762.14600,91342.67,10269.85,0.00,0.00
762.14800,87326.52,9813.50,0.00,0.00
762.15000,83652.14,9395.98,0.00,0.00
762.15200,80277.70,9012.54,0.00,0.00
762.15400,77167.90,8659.17,0.00,0.00
762.15600,74292.79,8332.47,0.00,0.00
762.15800,71626.77,8029.52,0.00,0.00
762.16000,69147.83,7747.84,0.00,0.00
762.16200,66836.94,7485.25,0.00,0.00
762.16400,64677.59,7239.88,0.00,0.00
762.16600,62655.33,7010.08,0.00,0.00
762.16800,60757.51,6794.43,0.00,0.00
762.17000,58972.99,6591.65,0.00,0.00
762.17200,57291.92,6400.63,0.00,0.00
762.17400,55705.56,6220.36,0.00,0.00
762.17600,54206.12,6049.98,0.00,0.00
762.17800,52786.65,5888.68,0.00,0.00
762.18000,51440.92,5735.76,0.00,0.00
762.18200,50163.32,5590.58,0.00,0.00
762.18400,48948.82,5452.57,0.00,0.00
762.18600,47792.85,5321.21,0.00,0.00
762.18800,46691.28,5196.03,0.00,0.00
762.19000,45640.35,5076.61,0.00,0.00
762.19200,44636.66,4962.55,0.00,0.00
762.19400,43677.09,4853.51,0.00,0.00
762.19600,42758.79,4749.16,0.00,0.00
762.19800,41879.16,4649.20,0.00,0.00
762.20000,41035.80,4553.36,0.00,0.00
762.20200,40226.52,4461.40,0.00,0.00
762.20400,39449.29,4373.08,0.00,0.00
762.20600,38702.25,4288.18,0.00,0.00
762.20800,37983.67,4206.52,0.00,0.00
762.21000,37291.95,4127.92,0.00,0.00
762.21200,36625.62,4052.20,0.00,0.00
762.21400,35983.30,3979.20,0.00,0.00
762.21600,35363.72,3908.79,0.00,0.00
762.21800,34765.69,3840.83,0.00,0.00
762.22000,34188.11,3775.20,0.00,0.00
762.22200,33629.94,3711.77,0.00,0.00
762.22400,33090.23,3650.43,0.00,0.00
762.22600,32568.07,3591.09,0.00,0.00
762.22800,32062.63,3533.65,0.00,0.00
762.23000,31573.10,3478.02,0.00,0.00
762.23200,31098.76,3424.11,0.00,0.00
762.23400,30638.90,3371.85,0.00,0.00
762.23600,30192.87,3321.16,0.00,0.00
762.23800,29760.06,3271.98,0.00,0.00
762.24000,29339.89,3224.22,0.00,0.00
762.24200,28931.81,3177.85,0.00,0.00
762.24400,28535.31,3132.79,0.00,0.00
762.24600,28149.90,3088.99,0.00,0.00
762.24800,27775.13,3046.39,0.00,0.00
762.25000,27410.55,3004.96,0.00,0.00
762.25200,27055.77,2964.64,0.00,0.00
762.25400,26710.38,2925.38,0.00,0.00
762.25600,26374.03,2887.16,0.00,0.00
762.25800,26046.35,2849.92,0.00,0.00
762.26000,25727.03,2813.63,0.00,0.00
762.26200,25415.74,2778.25,0.00,0.00
762.26400,25112.19,2743.75,0.00,0.00
762.26600,24816.09,2710.09,0.00,0.00
762.26800,24527.17,2677.26,0.00,0.00
762.27000,24245.17,2645.21,0.00,0.00
762.27200,23969.84,2613.91,0.00,0.00
762.27400,23700.96,2583.35,0.00,0.00
762.27600,23438.30,2553.50,0.00,0.00
762.27800,23181.64,2524.33,0.00,0.00
762.28000,22930.78,2495.82,0.00,0.00
762.28200,22685.53,2467.94,0.00,0.00
762.28400,22445.71,2440.68,0.00,0.00
762.28600,22211.12,2414.02,0.00,0.00
762.28800,21981.61,2387.93,0.00,0.00
762.29000,21757.01,2362.40,0.00,0.00
762.29200,21537.17,2337.41,0.00,0.00
762.29400,21321.93,2312.95,0.00,0.00
762.29600,21111.15,2288.99,0.00,0.00
762.29800,20904.70,2265.53,0.00,0.00
762.30000,20702.44,2242.54,0.00,0.00
762.30200,20504.24,2220.01,0.00,0.00
762.30400,20310.00,2197.93,0.00,0.00
762.30600,20119.58,2176.28,0.00,0.00
762.30800,19932.88,2155.06,0.00,0.00
762.31000,19749.79,2134.25,0.00,0.00
762.31200,19570.20,2113.83,0.00,0.00
762.31400,19394.02,2093.81,0.00,0.00
762.31600,19221.15,2074.16,0.00,0.00
762.31800,19051.49,2054.87,0.00,0.00
762.32000,18884.97,2035.94,0.00,0.00
762.32200,18721.49,2017.36,0.00,0.00
762.32400,18560.96,1999.11,0.00,0.00
762.32600,18403.32,1981.19,0.00,0.00
762.32800,18248.49,1963.59,0.00,0.00
762.33000,18096.38,1946.30,0.00,0.00
762.33200,17946.93,1929.31,0.00,0.00
762.33400,17800.07,1912.61,0.00,0.00
762.33600,17655.73,1896.20,0.00,0.00
762.33800,17513.85,1880.07,0.00,0.00
762.34000,17374.36,1864.22,0.00,0.00
762.34200,17237.21,1848.63,0.00,0.00
762.34400,17102.34,1833.29,0.00,0.00
762.34600,16969.69,1818.21,0.00,0.00
762.34800,16839.21,1803.38,0.00,0.00
762.35000,16710.84,1788.78,0.00,0.00
762.35200,16584.53,1774.42,0.00,0.00
762.35400,16460.24,1760.29,0.00,0.00
762.35600,16337.92,1746.39,0.00,0.00
762.35800,16217.51,1732.70,0.00,0.00
762.36000,16098.98,1719.22,0.00,0.00
762.36200,15982.28,1705.95,0.00,0.00
762.36400,15867.37,1692.89,0.00,0.00
762.36600,15754.21,1680.02,0.00,0.00
762.36800,15642.76,1667.35,0.00,0.00
762.37000,15532.98,1654.87,0.00,0.00
762.37200,15424.83,1642.57,0.00,0.00
762.37400,15318.28,1630.46,0.00,0.00
762.37600,15213.30,1618.52,0.00,0.00
762.37800,15109.84,1606.76,0.00,0.00
762.38000,15007.87,1595.16,0.00,0.00
762.38200,14907.37,1583.73,0.00,0.00
762.38400,14808.30,1572.47,0.00,0.00
762.38600,14710.63,1561.36,0.00,0.00
762.38800,14614.33,1550.41,0.00,0.00
762.39000,14519.38,1539.62,0.00,0.00
762.39200,14425.74,1528.97,0.00,0.00
762.39400,14333.39,1518.47,0.00,0.00
762.39600,14242.30,1508.11,0.00,0.00
762.39800,14152.45,1497.89,0.00,0.00
762.40000,14063.81,1487.81,0.00,0.00
762.40200,13976.35,1477.87,0.00,0.00
762.40400,13890.06,1468.05,0.00,0.00
762.40600,13804.91,1458.37,0.00,0.00
762.40800,13720.88,1448.81,0.00,0.00
762.41000,13637.94,1439.38,0.00,0.00
762.41200,13556.08,1430.07,0.00,0.00
762.41400,13475.27,1420.88,0.00,0.00
762.41600,13395.49,1411.81,0.00,0.00
762.41800,13316.73,1402.85,0.00,0.00
762.42000,13238.96,1394.01,0.00,0.00
762.42200,13162.17,1385.27,0.00,0.00
762.42400,13086.34,1376.65,0.00,0.00
762.42600,13011.44,1368.13,0.00,0.00
762.42800,12937.47,1359.72,0.00,0.00
762.43000,12864.41,1351.41,0.00,0.00
762.43200,12792.23,1343.20,0.00,0.00
762.43400,12720.93,1335.09,0.00,0.00
762.43600,12650.48,1327.08,0.00,0.00
762.43800,12580.88,1319.16,0.00,0.00
762.44000,12512.10,1311.34,0.00,0.00
762.44200,12444.14,1303.61,0.00,0.00
762.44400,12376.97,1295.97,0.00,0.00
762.44600,12310.59,1288.42,0.00,0.00
762.44800,12244.98,1280.96,0.00,0.00
762.45000,12180.13,1273.58,0.00,0.00
762.45200,12116.02,1266.29,0.00,0.00
762.45400,12052.64,1259.08,0.00,0.00
762.45600,11989.98,1251.95,0.00,0.00
762.45800,11928.02,1244.90,0.00,0.00
762.46000,11866.77,1237.93,0.00,0.00
762.46200,11806.19,1231.04,0.00,0.00
762.46400,11746.29,1224.23,0.00,0.00
762.46600,11687.05,1217.49,0.00,0.00
762.46800,11628.46,1210.82,0.00,0.00
762.47000,11570.50,1204.23,0.00,0.00
762.47200,11513.18,1197.71,0.00,0.00
762.47400,11456.48,1191.26,0.00,0.00
762.47600,11400.38,1184.88,0.00,0.00
762.47800,11344.89,1178.56,0.00,0.00
762.48000,11289.98,1172.32,0.00,0.00
762.48200,11235.65,1166.13,0.00,0.00
762.48400,11181.90,1160.02,0.00,0.00
762.48600,11128.70,1153.97,0.00,0.00
762.48800,11076.06,1147.98,0.00,0.00
762.49000,11023.97,1142.05,0.00,0.00
762.49200,10972.41,1136.18,0.00,0.00
762.49400,10921.38,1130.38,0.00,0.00
762.49600,10870.87,1124.63,0.00,0.00
762.49800,10820.87,1118.94,0.00,0.00
762.50000,10771.38,1113.31,0.00,0.00
762.50200,10722.38,1107.73,0.00,0.00
762.50400,10673.87,1102.21,0.00,0.00
762.50600,10625.85,1096.75,0.00,0.00
762.50800,10578.30,1091.34,0.00,0.00
762.51000,10531.22,1085.98,0.00,0.00
762.51200,10484.60,1080.68,0.00,0.00
762.51400,10438.43,1075.42,0.00,0.00
762.51600,10392.71,1070.22,0.00,0.00
762.51800,10347.44,1065.07,0.00,0.00
762.52000,10302.59,1059.96,0.00,0.00
762.52200,10258.18,1054.91,0.00,0.00
762.52400,10214.19,1049.90,0.00,0.00
762.52600,10170.62,1044.94,0.00,0.00
762.52800,10127.45,1040.03,0.00,0.00
762.53000,10084.70,1035.17,0.00,0.00
762.53200,10042.34,1030.34,0.00,0.00
762.53400,10000.37,1025.57,0.00,0.00
762.53600,9958.80,1020.84,0.00,0.00
762.53800,9917.60,1016.15,0.00,0.00
762.54000,9876.79,1011.50,0.00,0.00
762.54200,9836.34,1006.90,0.00,0.00
762.54400,9796.27,1002.34,0.00,0.00
762.54600,9756.55,997.82,0.00,0.00
762.54800,9717.20,993.34,0.00,0.00
762.55000,9678.20,988.90,0.00,0.00
762.55200,9639.54,984.50,0.00,0.00
762.55400,9601.23,980.14,0.00,0.00
762.55600,9563.26,975.81,0.00,0.00
762.55800,9525.62,971.53,0.00,0.00
762.56000,9488.31,967.28,0.00,0.00
762.56200,9451.33,963.07,0.00,0.00
762.56400,9414.67,958.90,0.00,0.00
762.56600,9378.33,954.76,0.00,0.00
762.56800,9342.30,950.66,0.00,0.00
762.57000,9306.58,946.59,0.00,0.00
762.57200,9271.16,942.56,0.00,0.00
762.57400,9236.05,938.56,0.00,0.00
762.57600,9201.23,934.60,0.00,0.00
762.57800,9166.71,930.67,0.00,0.00
762.58000,9132.48,926.77,0.00,0.00
762.58200,9098.53,922.90,0.00,0.00
762.58400,9064.87,919.07,0.00,0.00
762.58600,9031.49,915.27,0.00,0.00
762.58800,8998.38,911.50,0.00,0.00
762.59000,8965.54,907.76,0.00,0.00
762.59200,8932.98,904.05,0.00,0.00
762.59400,8900.68,900.38,0.00,0.00
762.59600,8868.64,896.73,0.00,0.00
762.59800,8836.86,893.11,0.00,0.00
762.60000,8805.34,889.52,0.00,0.00
762.60200,8774.07,885.96,0.00,0.00
762.60400,8743.06,882.43,0.00,0.00
762.62400,8446.01,848.59,0.00,0.00
762.64400,8170.97,817.26,0.00,0.00
762.66400,7915.60,788.17,0.00,0.00
762.68400,7677.87,761.07,0.00,0.00
762.70400,7456.01,735.78,0.00,0.00
762.72400,7248.48,712.12,0.00,0.00
762.74400,7053.95,689.94,0.00,0.00
762.76400,6871.24,669.10,0.00,0.00
762.78400,6699.31,649.48,0.00,0.00
762.80400,6537.23,630.99,0.00,0.00
762.82400,6384.19,613.52,0.00,0.00
762.84400,6239.44,596.99,0.00,0.00
762.86400,6102.35,581.33,0.00,0.00
762.88400,5972.31,566.48,0.00,0.00
762.90400,5848.81,552.36,0.00,0.00
762.92400,5731.36,538.94,0.00,0.00
762.94400,5619.54,526.15,0.00,0.00
762.96400,5512.94,513.96,0.00,0.00
762.98400,5411.23,502.32,0.00,0.00
763.00400,5314.06,491.19,0.00,0.00
763.02400,5221.14,480.56,0.00,0.00
763.04400,5132.21,470.37,0.00,0.00
763.06400,5047.01,460.61,0.00,0.00
763.08400,4965.32,451.24,0.00,0.00
763.10400,4886.92,442.25,0.00,0.00
763.12400,4811.62,433.61,0.00,0.00
763.14400,4739.25,425.31,0.00,0.00
763.16400,4669.64,417.32,0.00,0.00
763.18400,4602.63,409.62,0.00,0.00
763.20400,4538.09,402.20,0.00,0.00
763.22400,4475.87,395.05,0.00,0.00
763.24400,4415.87,388.15,0.00,0.00
763.26400,4357.96,381.49,0.00,0.00
763.28400,4302.03,375.05,0.00,0.00
763.30400,4248.00,368.83,0.00,0.00
763.32400,4195.77,362.81,0.00,0.00
763.34400,4145.24,356.99,0.00,0.00
763.36400,4096.34,351.35,0.00,0.00
763.38400,4048.99,345.88,0.00,0.00
763.40400,4003.13,340.59,0.00,0.00
763.42400,3958.67,335.45,0.00,0.00
763.44400,3915.57,330.47,0.00,0.00
763.46400,3873.76,325.64,0.00,0.00
763.48400,3833.18,320.94,0.00,0.00
763.50400,3793.79,316.38,0.00,0.00
763.52400,3755.52,311.95,0.00,0.00
763.54400,3718.35,307.64,0.00,0.00
763.56400,3682.21,303.45,0.00,0.00
763.58400,3647.07,299.37,0.00,0.00
763.60400,3612.89,295.40,0.00,0.00
763.62400,3579.62,291.54,0.00,0.00
763.64400,3547.25,287.77,0.00,0.00
763.66400,3515.72,284.11,0.00,0.00
763.68400,3485.02,280.53,0.00,0.00
763.70400,3455.10,277.05,0.00,0.00
763.72400,3425.94,273.65,0.00,0.00
763.74400,3397.51,270.33,0.00,0.00
763.76400,3369.79,267.10,0.00,0.00
763.78400,3342.74,263.94,0.00,0.00
763.80400,3316.35,260.85,0.00,0.00
763.82400,3290.60,257.84,0.00,0.00
763.84400,3265.45,254.90,0.00,0.00
763.86400,3240.90,252.02,0.00,0.00
763.88400,3216.92,249.21,0.00,0.00
763.90400,3193.49,246.46,0.00,0.00
763.92400,3170.59,243.77,0.00,0.00
763.94400,3148.21,241.14,0.00,0.00
763.96400,3126.32,238.57,0.00,0.00
763.98400,3104.92,236.05,0.00,0.00
764.00400,3083.99,233.58,0.00,0.00
764.02400,3063.52,231.17,0.00,0.00
764.04400,3043.48,228.80,0.00,0.00
764.06400,3023.87,226.49,0.00,0.00
764.08400,3004.67,224.22,0.00,0.00
764.10400,2985.87,221.99,0.00,0.00
764.12400,2967.47,219.81,0.00,0.00
764.14400,2949.44,217.68,0.00,0.00
764.16400,2931.78,215.58,0.00,0.00
764.18400,2914.47,213.53,0.00,0.00
764.20400,2897.51,211.51,0.00,0.00
764.22400,2880.89,209.53,0.00,0.00
764.24400,2864.59,207.59,0.00,0.00
764.26400,2848.61,205.69,0.00,0.00
764.28400,2832.94,203.82,0.00,0.00
764.30400,2817.58,201.98,0.00,0.00
764.32400,2802.50,200.18,0.00,0.00
764.34400,2787.71,198.41,0.00,0.00
764.36400,2773.20,196.67,0.00,0.00
764.38400,2758.95,194.96,0.00,0.00
764.40400,2744.97,193.29,0.00,0.00
764.42400,2731.25,191.64,0.00,0.00
764.44400,2717.78,190.01,0.00,0.00
764.46400,2704.55,188.42,0.00,0.00
764.48400,2691.56,186.85,0.00,0.00
764.50400,2678.80,185.31,0.00,0.00
764.52400,2666.26,183.80,0.00,0.00
764.54400,2653.95,182.31,0.00,0.00
764.56400,2641.85,180.84,0.00,0.00
764.58400,2629.96,179.40,0.00,0.00
764.60400,2618.27,177.98,0.00,0.00
764.62400,2606.79,176.58,0.00,0.00
764.64400,2595.50,175.21,0.00,0.00
764.66400,2584.40,173.86,0.00,0.00
764.68400,2573.49,172.52,0.00,0.00
764.70400,2562.76,171.21,0.00,0.00
764.72400,2552.20,169.92,0.00,0.00
764.74400,2541.82,168.65,0.00,0.00
764.76400,2531.62,167.40,0.00,0.00
764.78400,2521.57,166.16,0.00,0.00
764.80400,2511.69,164.95,0.00,0.00
764.82400,2501.97,163.75,0.00,0.00
764.84400,2492.41,162.57,0.00,0.00
764.86400,2483.00,161.41,0.00,0.00
764.88400,2473.73,160.26,0.00,0.00
764.90400,2464.61,159.13,0.00,0.00
764.92400,2455.64,158.02,0.00,0.00
764.94400,2446.80,156.92,0.00,0.00
764.96400,2438.10,155.84,0.00,0.00
764.98400,2429.54,154.77,0.00,0.00
765.00400,2421.10,153.72,0.00,0.00
765.02400,2412.80,152.68,0.00,0.00
765.04400,2404.62,151.66,0.00,0.00
765.06400,2396.57,150.65,0.00,0.00
765.08400,2388.63,149.65,0.00,0.00
765.10400,2380.81,148.67,0.00,0.00
765.12400,2373.12,147.70,0.00,0.00
765.14400,2365.53,146.74,0.00,0.00
765.16400,2358.06,145.80,0.00,0.00
765.18400,2350.69,144.86,0.00,0.00
765.20400,2343.44,143.94,0.00,0.00
765.22400,2336.29,143.04,0.00,0.00
765.24400,2329.24,142.14,0.00,0.00
765.26400,2322.29,141.25,0.00,0.00
765.28400,2315.45,140.38,0.00,0.00
765.30400,2308.70,139.52,0.00,0.00
765.32400,2302.05,138.66,0.00,0.00
765.34400,2295.49,137.82,0.00,0.00
765.36400,2289.02,136.99,0.00,0.00
765.38400,2282.65,136.17,0.00,0.00
765.40400,2276.37,135.36,0.00,0.00
765.42400,2270.17,134.56,0.00,0.00
765.44400,2264.06,133.76,0.00,0.00
765.46400,2258.03,132.98,0.00,0.00
765.48400,2252.09,132.21,0.00,0.00
765.50400,2246.23,131.45,0.00,0.00
765.52400,2240.45,130.69,0.00,0.00
765.54400,2234.75,129.94,0.00,0.00
765.56400,2229.12,129.21,0.00,0.00
765.58400,2223.57,128.48,0.00,0.00
765.60400,2218.10,127.76,0.00,0.00
765.62400,2212.70,127.05,0.00,0.00
765.64400,2207.38,126.34,0.00,0.00
765.66400,2202.12,125.64,0.00,0.00
765.68400,2196.94,124.96,0.00,0.00
765.70400,2191.82,124.28,0.00,0.00
765.72400,2186.77,123.60,0.00,0.00
765.74400,2181.79,122.94,0.00,0.00
765.76400,2176.88,122.28,0.00,0.00
765.78400,2172.03,121.63,0.00,0.00
765.80400,2167.24,120.98,0.00,0.00
765.82400,2162.52,120.35,0.00,0.00
765.84400,2157.85,119.72,0.00,0.00
765.86400,2153.25,119.09,0.00,0.00
765.88400,2148.71,118.48,0.00,0.00
765.90400,2144.23,117.87,0.00,0.00
765.92400,2139.80,117.26,0.00,0.00
765.94400,2135.43,116.66,0.00,0.00
765.96400,2131.12,116.07,0.00,0.00
765.98400,2126.87,115.49,0.00,0.00
766.00400,2122.67,114.91,0.00,0.00
766.02400,2118.52,114.33,0.00,0.00
766.04400,2114.42,113.77,0.00,0.00
766.06400,2110.38,113.21,0.00,0.00
766.08400,2106.39,112.65,0.00,0.00
766.10400,2102.45,112.10,0.00,0.00
766.12400,2098.56,111.55,0.00,0.00
766.14400,2094.72,111.02,0.00,0.00
766.16400,2090.92,110.48,0.00,0.00
766.18400,2087.18,109.95,0.00,0.00
766.20400,2083.48,109.43,0.00,0.00
766.22400,2079.83,108.91,0.00,0.00
766.24400,2076.22,108.40,0.00,0.00
766.26400,2072.66,107.89,0.00,0.00
766.28400,2069.15,107.39,0.00,0.00
766.30400,2065.68,106.89,0.00,0.00
766.32400,2062.25,106.39,0.00,0.00
766.34400,2058.86,105.90,0.00,0.00
766.36400,2055.52,105.42,0.00,0.00
766.38400,2052.22,104.94,0.00,0.00
766.40400,2048.96,104.46,0.00,0.00
766.42400,2045.74,103.99,0.00,0.00
766.44400,2042.56,103.53,0.00,0.00
766.46400,2039.41,103.06,0.00,0.00
766.48400,2036.31,102.61,0.00,0.00
766.50400,2033.25,102.15,0.00,0.00
766.52400,2030.22,101.70,0.00,0.00
766.54400,2027.24,101.26,0.00,0.00
766.56400,2024.28,100.81,0.00,0.00
766.58400,2021.37,100.38,0.00,0.00
766.60400,2018.49,99.94,0.00,0.00
766.62400,2015.65,99.51,0.00,0.00
766.64400,2012.84,99.09,0.00,0.00
766.66400,2010.07,98.66,0.00,0.00
766.68400,2007.33,98.25,0.00,0.00
766.70400,2004.62,97.83,0.00,0.00
766.72400,2001.95,97.42,0.00,0.00
766.74400,1999.31,97.01,0.00,0.00
766.76400,1996.71,96.61,0.00,0.00
766.78400,1994.13,96.21,0.00,0.00
766.80400,1991.59,95.81,0.00,0.00
766.82400,1989.08,95.42,0.00,0.00
766.84400,1986.60,95.03,0.00,0.00
766.86400,1984.15,94.64,0.00,0.00
766.88400,1981.73,94.26,0.00,0.00
766.90400,1979.35,93.87,0.00,0.00
766.92400,1976.99,93.50,0.00,0.00
766.94400,1974.66,93.12,0.00,0.00
766.96400,1972.36,92.75,0.00,0.00
766.98400,1970.08,92.38,0.00,0.00
767.00400,1967.84,92.02,0.00,0.00
767.02400,1965.62,91.66,0.00,0.00
767.04400,1963.44,91.30,0.00,0.00
767.06400,1961.27,90.94,0.00,0.00
767.08400,1959.14,90.59,0.00,0.00
767.10400,1957.03,90.24,0.00,0.00
767.12400,1954.95,89.89,0.00,0.00
767.14400,1952.90,89.55,0.00,0.00
767.16400,1950.87,89.20,0.00,0.00
767.18400,1948.86,88.86,0.00,0.00
767.20400,1946.89,88.53,0.00,0.00
767.22400,1944.93,88.19,0.00,0.00
767.24400,1943.00,87.86,0.00,0.00
767.26400,1941.10,87.53,0.00,0.00
767.28400,1939.22,87.21,0.00,0.00
767.30400,1937.37,86.88,0.00,0.00
767.32400,1935.53,86.56,0.00,0.00
767.34400,1933.72,86.24,0.00,0.00
767.36400,1931.94,85.93,0.00,0.00
767.38400,1930.18,85.61,0.00,0.00
767.40400,1928.44,85.30,0.00,0.00
767.42400,1926.72,84.99,0.00,0.00
767.44400,1925.02,84.69,0.00,0.00
767.46400,1923.35,84.38,0.00,0.00
767.48400,1921.70,84.08,0.00,0.00
767.50400,1920.07,83.78,0.00,0.00
767.52400,1918.46,83.48,0.00,0.00
767.54400,1916.87,83.19,0.00,0.00
767.56400,1915.31,82.90,0.00,0.00
767.58400,1913.76,82.60,0.00,0.00
767.60400,1912.24,82.32,0.00,0.00
767.62400,1910.73,82.03,0.00,0.00
767.64400,1909.25,81.74,0.00,0.00
767.66400,1907.78,81.46,0.00,0.00
767.68400,1906.34,81.18,0.00,0.00
767.70400,1904.91,80.90,0.00,0.00
767.72400,1903.51,80.63,0.00,0.00
767.74400,1902.12,80.35,0.00,0.00
767.76400,1900.75,80.08,0.00,0.00
767.78400,1899.40,79.81,0.00,0.00
767.80400,1898.07,79.54,0.00,0.00
767.82400,1896.76,79.27,0.00,0.00
767.84400,1895.46,79.01,0.00,0.00
767.86400,1894.19,78.75,0.00,0.00
767.88400,1892.93,78.48,0.00,0.00
767.90400,1891.69,78.23,0.00,0.00
767.92400,1890.47,77.97,0.00,0.00
767.94400,1889.26,77.71,0.00,0.00
767.96400,1888.08,77.46,0.00,0.00
767.98400,1886.91,77.21,0.00,0.00
768.00400,1885.75,76.96,0.00,0.00
768.02400,1884.62,76.71,0.00,0.00
768.04400,1883.50,76.46,0.00,0.00
