Rb1,5p3/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1282.28200,-3170.79,16.19,1660.66,6.56
1282.30200,-3171.31,16.19,1661.03,6.56
1282.32200,-3171.84,16.19,1661.39,6.56
1282.34200,-3172.37,16.20,1661.76,6.56
1282.36200,-3172.90,16.20,1662.12,6.56
1282.38200,-3173.43,16.20,1662.49,6.56
1282.40200,-3173.96,16.20,1662.85,6.56
1282.42200,-3174.49,16.20,1663.22,6.56
1282.44200,-3175.02,16.20,1663.58,6.57
1282.46200,-3175.55,16.20,1663.95,6.57
1282.48200,-3176.08,16.20,1664.32,6.57
1282.50200,-3176.62,16.21,1664.68,6.57
1282.52200,-3177.15,16.21,1665.05,6.57
1282.54200,-3177.68,16.21,1665.41,6.57
1282.56200,-3178.21,16.21,1665.78,6.57
1282.58200,-3178.74,16.21,1666.15,6.58
1282.60200,-3179.27,16.21,1666.51,6.58
1282.62200,-3179.81,16.21,1666.88,6.58
1282.64200,-3180.34,16.21,1667.25,6.58
1282.66200,-3180.87,16.22,1667.62,6.58
1282.68200,-3181.40,16.22,1667.98,6.58
1282.70200,-3181.94,16.22,1668.35,6.58
1282.72200,-3182.47,16.22,1668.72,6.58
1282.74200,-3183.00,16.22,1669.09,6.59
1282.76200,-3183.54,16.22,1669.46,6.59
1282.78200,-3184.07,16.22,1669.83,6.59
1282.80200,-3184.60,16.22,1670.19,6.59
1282.82200,-3185.14,16.23,1670.56,6.59
1282.84200,-3185.67,16.23,1670.93,6.59
1282.86200,-3186.21,16.23,1671.30,6.59
1282.88200,-3186.74,16.23,1671.67,6.60
1282.90200,-3187.28,16.23,1672.04,6.60
1282.92200,-3187.81,16.23,1672.41,6.60
1282.94200,-3188.35,16.23,1672.78,6.60
1282.96200,-3188.88,16.23,1673.15,6.60
1282.98200,-3189.42,16.24,1673.52,6.60
1283.00200,-3189.95,16.24,1673.89,6.60
1283.02200,-3190.49,16.24,1674.26,6.61
1283.04200,-3191.03,16.24,1674.63,6.61
1283.06200,-3191.56,16.24,1675.00,6.61
1283.08200,-3192.10,16.24,1675.37,6.61
1283.10200,-3192.64,16.24,1675.75,6.61
1283.12200,-3193.17,16.24,1676.12,6.61
1283.14200,-3193.71,16.25,1676.49,6.61
1283.16200,-3194.25,16.25,1676.86,6.62
1283.18200,-3194.79,16.25,1677.23,6.62
1283.20200,-3195.32,16.25,1677.61,6.62
1283.22200,-3195.86,16.25,1677.98,6.62
1283.24200,-3196.40,16.25,1678.35,6.62
1283.26200,-3196.94,16.25,1678.72,6.62
1283.28200,-3197.48,16.25,1679.10,6.62
1283.30200,-3198.02,16.26,1679.47,6.62
1283.32200,-3198.56,16.26,1679.84,6.63
1283.34200,-3199.10,16.26,1680.22,6.63
1283.36200,-3199.63,16.26,1680.59,6.63
1283.38200,-3200.17,16.26,1680.96,6.63
1283.40200,-3200.71,16.26,1681.34,6.63
1283.42200,-3201.25,16.26,1681.71,6.63
1283.44200,-3201.80,16.26,1682.09,6.63
1283.46200,-3202.34,16.27,1682.46,6.64
1283.48200,-3202.88,16.27,1682.83,6.64
1283.50200,-3203.42,16.27,1683.21,6.64
1283.52200,-3203.96,16.27,1683.58,6.64
1283.54200,-3204.50,16.27,1683.96,6.64
1283.56200,-3205.04,16.27,1684.33,6.64
1283.58200,-3205.58,16.27,1684.71,6.64
1283.60200,-3206.13,16.27,1685.09,6.65
1283.62200,-3206.67,16.28,1685.46,6.65
1283.64200,-3207.21,16.28,1685.84,6.65
1283.66200,-3207.75,16.28,1686.21,6.65
1283.68200,-3208.30,16.28,1686.59,6.65
1283.70200,-3208.84,16.28,1686.97,6.65
1283.72200,-3209.38,16.28,1687.34,6.65
1283.74200,-3209.92,16.28,1687.72,6.66
1283.76200,-3210.47,16.28,1688.10,6.66
1283.78200,-3211.01,16.29,1688.47,6.66
1283.80200,-3211.56,16.29,1688.85,6.66
1283.82200,-3212.10,16.29,1689.23,6.66
1283.84200,-3212.64,16.29,1689.61,6.66
1283.86200,-3213.19,16.29,1689.99,6.66
1283.88200,-3213.73,16.29,1690.36,6.67
1283.90200,-3214.28,16.29,1690.74,6.67
1283.92200,-3214.82,16.29,1691.12,6.67
1283.94200,-3215.37,16.30,1691.50,6.67
1283.96200,-3215.92,16.30,1691.88,6.67
1283.98200,-3216.46,16.30,1692.26,6.67
1284.00200,-3217.01,16.30,1692.64,6.67
1284.02200,-3217.55,16.30,1693.02,6.67
1284.04200,-3218.10,16.30,1693.40,6.68
1284.06200,-3218.65,16.30,1693.78,6.68
1284.08200,-3219.19,16.30,1694.16,6.68
1284.10200,-3219.74,16.31,1694.54,6.68
1284.12200,-3220.29,16.31,1694.92,6.68
1284.14200,-3220.84,16.31,1695.30,6.68
1284.16200,-3221.38,16.31,1695.68,6.68
1284.18200,-3221.93,16.31,1696.06,6.69
1284.20200,-3222.48,16.31,1696.44,6.69
1284.22200,-3223.03,16.31,1696.82,6.69
1284.24200,-3223.58,16.31,1697.20,6.69
1284.26200,-3224.13,16.32,1697.58,6.69
1284.28200,-3224.67,16.32,1697.96,6.69
1284.30200,-3225.22,16.32,1698.35,6.69
1284.32200,-3225.77,16.32,1698.73,6.70
1284.34200,-3226.32,16.32,1699.11,6.70
1284.36200,-3226.87,16.32,1699.49,6.70
1284.38200,-3227.42,16.32,1699.88,6.70
1284.40200,-3227.97,16.32,1700.26,6.70
1284.42200,-3228.52,16.33,1700.64,6.70
1284.44200,-3229.07,16.33,1701.03,6.70
1284.46200,-3229.62,16.33,1701.41,6.71
1284.48200,-3230.18,16.33,1701.79,6.71
1284.50200,-3230.73,16.33,1702.18,6.71
1284.52200,-3231.28,16.33,1702.56,6.71
1284.54200,-3231.83,16.33,1702.94,6.71
1284.56200,-3232.38,16.33,1703.33,6.71
1284.58200,-3232.93,16.34,1703.71,6.71
1284.60200,-3233.49,16.34,1704.10,6.72
1284.62200,-3234.04,16.34,1704.48,6.72
1284.64200,-3234.59,16.34,1704.87,6.72
1284.66200,-3235.14,16.34,1705.25,6.72
1284.68200,-3235.70,16.34,1705.64,6.72
1284.70200,-3236.25,16.34,1706.02,6.72
1284.72200,-3236.80,16.35,1706.41,6.72
1284.74200,-3237.36,16.35,1706.80,6.73
1284.76200,-3237.91,16.35,1707.18,6.73
1284.78200,-3238.47,16.35,1707.57,6.73
1284.80200,-3239.02,16.35,1707.95,6.73
1284.82200,-3239.58,16.35,1708.34,6.73
1284.84200,-3240.13,16.35,1708.73,6.73
1284.86200,-3240.69,16.35,1709.12,6.73
1284.88200,-3241.24,16.36,1709.50,6.74
1284.90200,-3241.80,16.36,1709.89,6.74
1284.92200,-3242.35,16.36,1710.28,6.74
1284.94200,-3242.91,16.36,1710.67,6.74
1284.96200,-3243.46,16.36,1711.05,6.74
1284.98200,-3244.02,16.36,1711.44,6.74
1285.00200,-3244.58,16.36,1711.83,6.74
1285.02200,-3245.13,16.36,1712.22,6.75
1285.04200,-3245.69,16.37,1712.61,6.75
1285.06200,-3246.25,16.37,1713.00,6.75
1285.08200,-3246.81,16.37,1713.38,6.75
1285.10200,-3247.36,16.37,1713.77,6.75
1285.12200,-3247.92,16.37,1714.16,6.75
1285.14200,-3248.48,16.37,1714.55,6.75
1285.16200,-3249.04,16.37,1714.94,6.76
1285.18200,-3249.60,16.37,1715.33,6.76
1285.20200,-3250.15,16.38,1715.72,6.76
1285.22200,-3250.71,16.38,1716.11,6.76
1285.24200,-3251.27,16.38,1716.50,6.76
1285.26200,-3251.83,16.38,1716.90,6.76
1285.28200,-3252.39,16.38,1717.29,6.77
1285.30200,-3252.95,16.38,1717.68,6.77
1285.32200,-3253.51,16.38,1718.07,6.77
1285.34200,-3254.07,16.39,1718.46,6.77
1285.36200,-3254.63,16.39,1718.85,6.77
1285.38200,-3255.19,16.39,1719.24,6.77
1285.40200,-3255.75,16.39,1719.64,6.77
1285.42200,-3256.31,16.39,1720.03,6.78
1285.44200,-3256.88,16.39,1720.42,6.78
1285.46200,-3257.44,16.39,1720.81,6.78
1285.48200,-3258.00,16.39,1721.21,6.78
1285.50200,-3258.56,16.40,1721.60,6.78
1285.52200,-3259.12,16.40,1721.99,6.78
1285.54200,-3259.69,16.40,1722.39,6.78
1285.56200,-3260.25,16.40,1722.78,6.79
1285.58200,-3260.81,16.40,1723.17,6.79
1285.60200,-3261.37,16.40,1723.57,6.79
1285.62200,-3261.94,16.40,1723.96,6.79
1285.64200,-3262.50,16.40,1724.36,6.79
1285.66200,-3263.06,16.41,1724.75,6.79
1285.68200,-3263.63,16.41,1725.14,6.79
1285.70200,-3264.19,16.41,1725.54,6.80
1285.72200,-3264.76,16.41,1725.93,6.80
1285.74200,-3265.32,16.41,1726.33,6.80
1285.76200,-3265.89,16.41,1726.73,6.80
1285.78200,-3266.45,16.41,1727.12,6.80
1285.80200,-3267.02,16.42,1727.52,6.80
1285.82200,-3267.58,16.42,1727.91,6.80
1285.84200,-3268.15,16.42,1728.31,6.81
1285.86200,-3268.71,16.42,1728.71,6.81
1285.88200,-3269.28,16.42,1729.10,6.81
1285.90200,-3269.85,16.42,1729.50,6.81
1285.92200,-3270.41,16.42,1729.90,6.81
1285.94200,-3270.98,16.42,1730.29,6.81
1285.96200,-3271.55,16.43,1730.69,6.82
1285.98200,-3272.11,16.43,1731.09,6.82
1286.00200,-3272.68,16.43,1731.49,6.82
1286.02200,-3273.25,16.43,1731.88,6.82
1286.04200,-3273.82,16.43,1732.28,6.82
1286.06200,-3274.38,16.43,1732.68,6.82
1286.08200,-3274.95,16.43,1733.08,6.82
1286.10200,-3275.52,16.43,1733.48,6.83
1286.12200,-3276.09,16.44,1733.88,6.83
1286.14200,-3276.66,16.44,1734.28,6.83
1286.16200,-3277.23,16.44,1734.68,6.83
1286.18200,-3277.80,16.44,1735.08,6.83
1286.20200,-3278.37,16.44,1735.48,6.83
1286.22200,-3278.94,16.44,1735.87,6.83
1286.24200,-3279.51,16.44,1736.28,6.84
1286.26200,-3280.08,16.45,1736.68,6.84
1286.28200,-3280.65,16.45,1737.08,6.84
1286.30200,-3281.22,16.45,1737.48,6.84
1286.32200,-3281.79,16.45,1737.88,6.84
1286.34200,-3282.36,16.45,1738.28,6.84
1286.36200,-3282.93,16.45,1738.68,6.84
1286.38200,-3283.50,16.45,1739.08,6.85
1286.40200,-3284.07,16.45,1739.48,6.85
1286.42200,-3284.65,16.46,1739.88,6.85
1286.44200,-3285.22,16.46,1740.29,6.85
1286.46200,-3285.79,16.46,1740.69,6.85
1286.48200,-3286.36,16.46,1741.09,6.85
1286.50200,-3286.94,16.46,1741.49,6.86
1286.52200,-3287.51,16.46,1741.90,6.86
1286.54200,-3288.08,16.46,1742.30,6.86
1286.56200,-3288.66,16.47,1742.70,6.86
1286.58200,-3289.23,16.47,1743.11,6.86
1286.60200,-3289.80,16.47,1743.51,6.86
1286.62200,-3290.38,16.47,1743.91,6.86
1286.64200,-3290.95,16.47,1744.32,6.87
1286.66200,-3291.53,16.47,1744.72,6.87
1286.68200,-3292.10,16.47,1745.13,6.87
1286.70200,-3292.68,16.47,1745.53,6.87
1286.72200,-3293.25,16.48,1745.94,6.87
1286.74200,-3293.83,16.48,1746.34,6.87
1286.76200,-3294.41,16.48,1746.75,6.87
1286.78200,-3294.98,16.48,1747.15,6.88
1286.80200,-3295.56,16.48,1747.56,6.88
1286.82200,-3296.13,16.48,1747.96,6.88
1286.84200,-3296.71,16.48,1748.37,6.88
1286.86200,-3297.29,16.49,1748.78,6.88
1286.88200,-3297.87,16.49,1749.18,6.88
1286.90200,-3298.44,16.49,1749.59,6.89
1286.92200,-3299.02,16.49,1750.00,6.89
1286.94200,-3299.60,16.49,1750.40,6.89
1286.96200,-3300.18,16.49,1750.81,6.89
1286.98200,-3300.75,16.49,1751.22,6.89
1287.00200,-3301.33,16.49,1751.62,6.89
1287.02200,-3301.91,16.50,1752.03,6.89
1287.04200,-3302.49,16.50,1752.44,6.90
1287.06200,-3303.07,16.50,1752.85,6.90
1287.08200,-3303.65,16.50,1753.26,6.90
1287.10200,-3304.23,16.50,1753.67,6.90
1287.12200,-3304.81,16.50,1754.07,6.90
1287.14200,-3305.39,16.50,1754.48,6.90
1287.16200,-3305.97,16.51,1754.89,6.91
1287.18200,-3306.55,16.51,1755.30,6.91
1287.20200,-3307.13,16.51,1755.71,6.91
1287.22200,-3307.71,16.51,1756.12,6.91
1287.24200,-3308.29,16.51,1756.53,6.91
1287.26200,-3308.88,16.51,1756.94,6.91
1287.28200,-3309.46,16.51,1757.35,6.91
1287.30200,-3310.04,16.52,1757.76,6.92
1287.32200,-3310.62,16.52,1758.17,6.92
1287.34200,-3311.20,16.52,1758.58,6.92
1287.36200,-3311.79,16.52,1759.00,6.92
1287.38200,-3312.37,16.52,1759.41,6.92
1287.40200,-3312.95,16.52,1759.82,6.92
1287.42200,-3313.54,16.52,1760.23,6.93
1287.44200,-3314.12,16.52,1760.64,6.93
1287.46200,-3314.70,16.53,1761.05,6.93
1287.48200,-3315.29,16.53,1761.47,6.93
1287.50200,-3315.87,16.53,1761.88,6.93
1287.52200,-3316.46,16.53,1762.29,6.93
1287.54200,-3317.04,16.53,1762.71,6.93
1287.56200,-3317.63,16.53,1763.12,6.94
1287.58200,-3318.21,16.53,1763.53,6.94
1287.60200,-3318.80,16.54,1763.95,6.94
1287.62200,-3319.38,16.54,1764.36,6.94
1287.64200,-3319.97,16.54,1764.77,6.94
1287.66200,-3320.56,16.54,1765.19,6.94
1287.68200,-3321.14,16.54,1765.60,6.95
1287.70200,-3321.73,16.54,1766.02,6.95
1287.72200,-3322.32,16.54,1766.43,6.95
1287.74200,-3322.90,16.55,1766.85,6.95
1287.76200,-3323.49,16.55,1767.26,6.95
1287.78200,-3324.08,16.55,1767.68,6.95
1287.80200,-3324.67,16.55,1768.09,6.95
1287.82200,-3325.25,16.55,1768.51,6.96
1287.84200,-3325.84,16.55,1768.92,6.96
1287.86200,-3326.43,16.55,1769.34,6.96
1287.88200,-3327.02,16.55,1769.76,6.96
1287.90200,-3327.61,16.56,1770.17,6.96
1287.92200,-3328.20,16.56,1770.59,6.96
1287.94200,-3328.79,16.56,1771.01,6.97
1287.96200,-3329.38,16.56,1771.43,6.97
1287.98200,-3329.97,16.56,1771.84,6.97
1288.00200,-3330.56,16.56,1772.26,6.97
1288.02200,-3331.15,16.56,1772.68,6.97
1288.04200,-3331.74,16.57,1773.10,6.97
1288.06200,-3332.33,16.57,1773.52,6.97
1288.08200,-3332.92,16.57,1773.93,6.98
1288.10200,-3333.51,16.57,1774.35,6.98
1288.12200,-3334.10,16.57,1774.77,6.98
1288.14200,-3334.69,16.57,1775.19,6.98
1288.16200,-3335.29,16.57,1775.61,6.98
1288.18200,-3335.88,16.58,1776.03,6.98
1288.20200,-3336.47,16.58,1776.45,6.99
1288.22200,-3337.06,16.58,1776.87,6.99
1288.24200,-3337.66,16.58,1777.29,6.99
1288.26200,-3338.25,16.58,1777.71,6.99
1288.28200,-3338.84,16.58,1778.13,6.99
1288.30200,-3339.44,16.58,1778.55,6.99
1288.32200,-3340.03,16.58,1778.97,7.00
1288.34200,-3340.63,16.59,1779.39,7.00
1288.36200,-3341.22,16.59,1779.82,7.00
1288.38200,-3341.82,16.59,1780.24,7.00
1288.40200,-3342.41,16.59,1780.66,7.00
1288.42200,-3343.01,16.59,1781.08,7.00
1288.44200,-3343.60,16.59,1781.50,7.00
1288.46200,-3344.20,16.59,1781.93,7.01
1288.48200,-3344.79,16.60,1782.35,7.01
1288.50200,-3345.39,16.60,1782.77,7.01
1288.52200,-3345.99,16.60,1783.20,7.01
1288.54200,-3346.58,16.60,1783.62,7.01
1288.56200,-3347.18,16.60,1784.04,7.01
1288.58200,-3347.78,16.60,1784.47,7.02
1288.60200,-3348.37,16.60,1784.89,7.02
1288.62200,-3348.97,16.61,1785.31,7.02
1288.64200,-3349.57,16.61,1785.74,7.02
1288.66200,-3350.17,16.61,1786.16,7.02
1288.68200,-3350.76,16.61,1786.59,7.02
1288.70200,-3351.36,16.61,1787.01,7.03
1288.72200,-3351.96,16.61,1787.44,7.03
1288.74200,-3352.56,16.61,1787.86,7.03
1288.76200,-3353.16,16.62,1788.29,7.03
1288.78200,-3353.76,16.62,1788.72,7.03
1288.80200,-3354.36,16.62,1789.14,7.03
1288.82200,-3354.96,16.62,1789.57,7.03
1288.84200,-3355.56,16.62,1790.00,7.04
1288.86200,-3356.16,16.62,1790.42,7.04
1288.88200,-3356.76,16.62,1790.85,7.04
1288.90200,-3357.36,16.63,1791.28,7.04
1288.92200,-3357.96,16.63,1791.70,7.04
1288.94200,-3358.56,16.63,1792.13,7.04
1288.96200,-3359.17,16.63,1792.56,7.05
1288.98200,-3359.77,16.63,1792.99,7.05
1289.00200,-3360.37,16.63,1793.42,7.05
1289.02200,-3360.97,16.63,1793.84,7.05
1289.04200,-3361.58,16.64,1794.27,7.05
1289.06200,-3362.18,16.64,1794.70,7.05
1289.08200,-3362.78,16.64,1795.13,7.06
1289.10200,-3363.38,16.64,1795.56,7.06
1289.12200,-3363.99,16.64,1795.99,7.06
1289.14200,-3364.59,16.64,1796.42,7.06
1289.16200,-3365.20,16.64,1796.85,7.06
1289.18200,-3365.80,16.65,1797.28,7.06
1289.20200,-3366.41,16.65,1797.71,7.07
1289.22200,-3367.01,16.65,1798.14,7.07
1289.24200,-3367.62,16.65,1798.57,7.07
1289.26200,-3368.22,16.65,1799.00,7.07
1289.28200,-3368.83,16.65,1799.44,7.07
1289.30200,-3369.43,16.65,1799.87,7.07
1289.32200,-3370.04,16.65,1800.30,7.08
1289.34200,-3370.64,16.66,1800.73,7.08
1289.36200,-3371.25,16.66,1801.16,7.08
1289.38200,-3371.86,16.66,1801.59,7.08
1289.40200,-3372.47,16.66,1802.03,7.08
1289.42200,-3373.07,16.66,1802.46,7.08
1289.44200,-3373.68,16.66,1802.89,7.08
1289.46200,-3374.29,16.66,1803.33,7.09
1289.48200,-3374.90,16.67,1803.76,7.09
1289.50200,-3375.50,16.67,1804.19,7.09
1289.52200,-3376.11,16.67,1804.63,7.09
1289.54200,-3376.72,16.67,1805.06,7.09
1289.56200,-3377.33,16.67,1805.50,7.09
1289.58200,-3377.94,16.67,1805.93,7.10
1289.60200,-3378.55,16.67,1806.37,7.10
1289.62200,-3379.16,16.68,1806.80,7.10
1289.64200,-3379.77,16.68,1807.24,7.10
1289.66200,-3380.38,16.68,1807.67,7.10
1289.68200,-3380.99,16.68,1808.11,7.10
1289.70200,-3381.60,16.68,1808.54,7.11
1289.72200,-3382.21,16.68,1808.98,7.11
1289.74200,-3382.82,16.68,1809.42,7.11
1289.76200,-3383.44,16.69,1809.85,7.11
1289.78200,-3384.05,16.69,1810.29,7.11
1289.80200,-3384.66,16.69,1810.73,7.11
1289.82200,-3385.27,16.69,1811.16,7.12
1289.84200,-3385.88,16.69,1811.60,7.12
1289.86200,-3386.50,16.69,1812.04,7.12
1289.88200,-3387.11,16.69,1812.48,7.12
1289.90200,-3387.72,16.70,1812.92,7.12
1289.92200,-3388.34,16.70,1813.35,7.12
1289.94200,-3388.95,16.70,1813.79,7.13
1289.96200,-3389.57,16.70,1814.23,7.13
1289.98200,-3390.18,16.70,1814.67,7.13
1290.00200,-3390.79,16.70,1815.11,7.13
1290.02200,-3391.41,16.70,1815.55,7.13
1290.04200,-3392.02,16.71,1815.99,7.13
1290.06200,-3392.64,16.71,1816.43,7.14
1290.08200,-3393.26,16.71,1816.87,7.14
1290.10200,-3393.87,16.71,1817.31,7.14
1290.12200,-3394.49,16.71,1817.75,7.14
1290.14200,-3395.10,16.71,1818.19,7.14
1290.16200,-3395.72,16.71,1818.63,7.14
1290.18200,-3396.34,16.72,1819.07,7.15
1290.20200,-3396.95,16.72,1819.51,7.15
1290.22200,-3397.57,16.72,1819.96,7.15
1290.24200,-3398.19,16.72,1820.40,7.15
1290.26200,-3398.81,16.72,1820.84,7.15
1290.28200,-3399.43,16.72,1821.28,7.15
1290.30200,-3400.04,16.72,1821.73,7.16
1290.32200,-3400.66,16.73,1822.17,7.16
1290.34200,-3401.28,16.73,1822.61,7.16
1290.36200,-3401.90,16.73,1823.05,7.16
1290.38200,-3402.52,16.73,1823.50,7.16
1290.40200,-3403.14,16.73,1823.94,7.16
1290.42200,-3403.76,16.73,1824.39,7.17
1290.44200,-3404.38,16.74,1824.83,7.17
1290.46200,-3405.00,16.74,1825.27,7.17
1290.48200,-3405.62,16.74,1825.72,7.17
1290.50200,-3406.24,16.74,1826.16,7.17
1290.52200,-3406.86,16.74,1826.61,7.17
1290.54200,-3407.48,16.74,1827.05,7.18
1290.56200,-3408.11,16.74,1827.50,7.18
1290.58200,-3408.73,16.75,1827.95,7.18
1290.60200,-3409.35,16.75,1828.39,7.18
1290.62200,-3409.97,16.75,1828.84,7.18
1290.64200,-3410.60,16.75,1829.28,7.18
1290.66200,-3411.22,16.75,1829.73,7.19
1290.68200,-3411.84,16.75,1830.18,7.19
1290.70200,-3412.47,16.75,1830.63,7.19
1290.72200,-3413.09,16.76,1831.07,7.19
1290.74200,-3413.71,16.76,1831.52,7.19
1290.76200,-3414.34,16.76,1831.97,7.19
1290.78200,-3414.96,16.76,1832.42,7.20
1290.80200,-3415.59,16.76,1832.86,7.20
1290.82200,-3416.21,16.76,1833.31,7.20
1290.84200,-3416.84,16.76,1833.76,7.20
1290.86200,-3417.46,16.77,1834.21,7.20
1290.88200,-3418.09,16.77,1834.66,7.20
1290.90200,-3418.72,16.77,1835.11,7.21
1290.92200,-3419.34,16.77,1835.56,7.21
1290.94200,-3419.97,16.77,1836.01,7.21
1290.96200,-3420.60,16.77,1836.46,7.21
1290.98200,-3421.22,16.77,1836.91,7.21
1291.00200,-3421.85,16.78,1837.36,7.21
1291.02200,-3422.48,16.78,1837.81,7.22
1291.04200,-3423.11,16.78,1838.26,7.22
1291.06200,-3423.74,16.78,1838.71,7.22
1291.08200,-3424.36,16.78,1839.17,7.22
1291.10200,-3424.99,16.78,1839.62,7.22
1291.12200,-3425.62,16.78,1840.07,7.22
1291.14200,-3426.25,16.79,1840.52,7.23
1291.16200,-3426.88,16.79,1840.97,7.23
1291.18200,-3427.51,16.79,1841.43,7.23
1291.20200,-3428.14,16.79,1841.88,7.23
1291.22200,-3428.77,16.79,1842.33,7.23
1291.24200,-3429.40,16.79,1842.79,7.23
1291.26200,-3430.03,16.80,1843.24,7.24
1291.28200,-3430.66,16.80,1843.69,7.24
1291.30200,-3431.29,16.80,1844.15,7.24
1291.32200,-3431.93,16.80,1844.60,7.24
1291.34200,-3432.56,16.80,1845.06,7.24
1291.36200,-3433.19,16.80,1845.51,7.24
1291.38200,-3433.82,16.80,1845.97,7.25
1291.40200,-3434.46,16.81,1846.42,7.25
1291.42200,-3435.09,16.81,1846.88,7.25
1291.44200,-3435.72,16.81,1847.33,7.25
1291.46200,-3436.36,16.81,1847.79,7.25
1291.48200,-3436.99,16.81,1848.25,7.26
1291.50200,-3437.62,16.81,1848.70,7.26
1291.52200,-3438.26,16.81,1849.16,7.26
1291.54200,-3438.89,16.82,1849.62,7.26
1291.56200,-3439.53,16.82,1850.07,7.26
1291.58200,-3440.16,16.82,1850.53,7.26
1291.60200,-3440.80,16.82,1850.99,7.27
1291.62200,-3441.43,16.82,1851.45,7.27
1291.64200,-3442.07,16.82,1851.91,7.27
1291.66200,-3442.71,16.82,1852.36,7.27
1291.68200,-3443.34,16.83,1852.82,7.27
1291.70200,-3443.98,16.83,1853.28,7.27
1291.72200,-3444.62,16.83,1853.74,7.28
1291.74200,-3445.25,16.83,1854.20,7.28
1291.76200,-3445.89,16.83,1854.66,7.28
1291.78200,-3446.53,16.83,1855.12,7.28
1291.80200,-3447.17,16.84,1855.58,7.28
1291.82200,-3447.81,16.84,1856.04,7.28
1291.84200,-3448.44,16.84,1856.50,7.29
1291.86200,-3449.08,16.84,1856.96,7.29
1291.88200,-3449.72,16.84,1857.42,7.29
1291.90200,-3450.36,16.84,1857.88,7.29
1291.92200,-3451.00,16.84,1858.35,7.29
1291.94200,-3451.64,16.85,1858.81,7.29
1291.96200,-3452.28,16.85,1859.27,7.30
1291.98200,-3452.92,16.85,1859.73,7.30
1292.00200,-3453.56,16.85,1860.19,7.30
1292.02200,-3454.20,16.85,1860.66,7.30
1292.04200,-3454.85,16.85,1861.12,7.30
1292.06200,-3455.49,16.85,1861.58,7.31
1292.08200,-3456.13,16.86,1862.05,7.31
1292.10200,-3456.77,16.86,1862.51,7.31
1292.12200,-3457.41,16.86,1862.97,7.31
1292.14200,-3458.06,16.86,1863.44,7.31
1292.16200,-3458.70,16.86,1863.90,7.31
1292.18200,-3459.34,16.86,1864.37,7.32
1292.20200,-3459.99,16.87,1864.83,7.32
1292.22200,-3460.63,16.87,1865.30,7.32
1292.24200,-3461.27,16.87,1865.76,7.32
1292.26200,-3461.92,16.87,1866.23,7.32
1292.28200,-3462.56,16.87,1866.70,7.32
1292.30200,-3463.21,16.87,1867.16,7.33
1292.32200,-3463.85,16.87,1867.63,7.33
1292.34200,-3464.50,16.88,1868.09,7.33
1292.36200,-3465.15,16.88,1868.56,7.33
1292.38200,-3465.79,16.88,1869.03,7.33
1292.40200,-3466.44,16.88,1869.50,7.34
1292.42200,-3467.08,16.88,1869.96,7.34
1292.44200,-3467.73,16.88,1870.43,7.34
1292.46200,-3468.38,16.88,1870.90,7.34
1292.48200,-3469.03,16.89,1871.37,7.34
1292.50200,-3469.67,16.89,1871.84,7.34
1292.52200,-3470.32,16.89,1872.31,7.35
1292.54200,-3470.97,16.89,1872.77,7.35
1292.56200,-3471.62,16.89,1873.24,7.35
1292.58200,-3472.27,16.89,1873.71,7.35
1292.60200,-3472.92,16.90,1874.18,7.35
1292.62200,-3473.57,16.90,1874.65,7.35
1292.64200,-3474.21,16.90,1875.12,7.36
1292.66200,-3474.86,16.90,1875.59,7.36
1292.68200,-3475.51,16.90,1876.06,7.36
1292.70200,-3476.17,16.90,1876.54,7.36
1292.72200,-3476.82,16.90,1877.01,7.36
1292.74200,-3477.47,16.91,1877.48,7.37
1292.76200,-3478.12,16.91,1877.95,7.37
1292.78200,-3478.77,16.91,1878.42,7.37
1292.80200,-3479.42,16.91,1878.90,7.37
1292.82200,-3480.07,16.91,1879.37,7.37
1292.84200,-3480.73,16.91,1879.84,7.37
1292.86200,-3481.38,16.92,1880.31,7.38
1292.88200,-3482.03,16.92,1880.79,7.38
1292.90200,-3482.69,16.92,1881.26,7.38
1292.92200,-3483.34,16.92,1881.73,7.38
1292.94200,-3483.99,16.92,1882.21,7.38
1292.96200,-3484.65,16.92,1882.68,7.38
1292.98200,-3485.30,16.92,1883.16,7.39
1293.00200,-3485.96,16.93,1883.63,7.39
1293.02200,-3486.61,16.93,1884.11,7.39
1293.04200,-3487.27,16.93,1884.58,7.39
1293.06200,-3487.92,16.93,1885.06,7.39
1293.08200,-3488.58,16.93,1885.53,7.40
1293.10200,-3489.23,16.93,1886.01,7.40
1293.12200,-3489.89,16.94,1886.49,7.40
1293.14200,-3490.55,16.94,1886.96,7.40
1293.16200,-3491.20,16.94,1887.44,7.40
1293.18200,-3491.86,16.94,1887.92,7.40
1293.20200,-3492.52,16.94,1888.39,7.41
1293.22200,-3493.18,16.94,1888.87,7.41
1293.24200,-3493.83,16.94,1889.35,7.41
1293.26200,-3494.49,16.95,1889.83,7.41
1293.28200,-3495.15,16.95,1890.31,7.41
1293.30200,-3495.81,16.95,1890.79,7.42
1293.32200,-3496.47,16.95,1891.26,7.42
1293.34200,-3497.13,16.95,1891.74,7.42
1293.36200,-3497.79,16.95,1892.22,7.42
1293.38200,-3498.45,16.96,1892.70,7.42
1293.40200,-3499.11,16.96,1893.18,7.42
1293.42200,-3499.77,16.96,1893.66,7.43
