Rb1,5p3/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
669.05800,106.60,12.67,-205.26,2.99
669.07800,106.60,12.67,-205.31,2.99
669.09800,106.60,12.67,-205.35,2.99
669.11800,106.60,12.67,-205.40,2.99
669.13800,106.60,12.67,-205.44,2.99
669.15800,106.60,12.67,-205.49,2.99
669.17800,106.60,12.67,-205.53,2.99
669.19800,106.60,12.67,-205.58,2.99
669.21800,106.60,12.67,-205.62,2.99
669.23800,106.61,12.67,-205.67,2.99
669.25800,106.61,12.67,-205.71,2.99
669.27800,106.61,12.67,-205.76,2.99
669.29800,106.61,12.67,-205.80,2.99
669.31800,106.61,12.67,-205.85,2.99
669.33800,106.61,12.67,-205.89,2.99
669.35800,106.61,12.67,-205.94,2.99
669.37800,106.61,12.67,-205.98,2.99
669.39800,106.61,12.67,-206.03,2.99
669.41800,106.61,12.67,-206.07,2.99
669.43800,106.62,12.67,-206.12,2.99
669.45800,106.62,12.67,-206.16,2.99
669.47800,106.62,12.67,-206.21,2.99
669.49800,106.62,12.67,-206.25,2.99
669.51800,106.62,12.67,-206.30,2.99
669.53800,106.62,12.67,-206.34,2.99
669.55800,106.62,12.67,-206.39,2.99
669.57800,106.63,12.67,-206.43,2.99
669.59800,106.63,12.67,-206.48,2.99
669.61800,106.63,12.67,-206.52,2.99
669.63800,106.63,12.67,-206.57,2.99
669.65800,106.63,12.67,-206.61,2.99
669.67800,106.63,12.67,-206.66,2.99
669.69800,106.64,12.67,-206.70,2.99
669.71800,106.64,12.67,-206.75,2.99
669.73800,106.64,12.67,-206.79,2.99
669.75800,106.64,12.67,-206.84,2.99
669.77800,106.64,12.67,-206.88,2.99
669.79800,106.65,12.67,-206.93,2.99
669.81800,106.65,12.67,-206.97,2.99
669.83800,106.65,12.67,-207.02,2.99
669.85800,106.65,12.67,-207.07,2.99
669.87800,106.66,12.67,-207.11,2.99
669.89800,106.66,12.67,-207.16,2.99
669.91800,106.66,12.67,-207.20,2.99
669.93800,106.66,12.67,-207.25,2.99
669.95800,106.66,12.68,-207.29,2.99
669.97800,106.67,12.68,-207.34,2.99
669.99800,106.67,12.68,-207.38,2.99
670.01800,106.67,12.68,-207.43,2.99
670.03800,106.67,12.68,-207.48,2.99
670.05800,106.68,12.68,-207.52,2.99
670.07800,106.68,12.68,-207.57,2.99
670.09800,106.68,12.68,-207.61,2.99
670.11800,106.68,12.68,-207.66,2.99
670.13800,106.69,12.68,-207.70,2.99
670.15800,106.69,12.68,-207.75,2.99
670.17800,106.69,12.68,-207.80,2.99
670.19800,106.70,12.68,-207.84,2.99
670.21800,106.70,12.68,-207.89,2.99
670.23800,106.70,12.68,-207.93,2.99
670.25800,106.71,12.68,-207.98,2.99
670.27800,106.71,12.68,-208.03,2.99
670.29800,106.71,12.68,-208.07,2.99
670.31800,106.71,12.68,-208.12,2.99
670.33800,106.72,12.68,-208.16,2.99
670.35800,106.72,12.68,-208.21,2.99
670.37800,106.72,12.68,-208.26,2.99
670.39800,106.73,12.68,-208.30,2.99
670.41800,106.73,12.68,-208.35,2.99
670.43800,106.73,12.68,-208.39,2.99
670.45800,106.74,12.68,-208.44,2.99
670.47800,106.74,12.68,-208.49,2.99
670.49800,106.74,12.68,-208.53,2.99
670.51800,106.75,12.68,-208.58,2.99
670.53800,106.75,12.68,-208.63,2.99
670.55800,106.76,12.68,-208.67,2.99
670.57800,106.76,12.68,-208.72,2.99
670.59800,106.76,12.68,-208.76,2.99
670.61800,106.77,12.68,-208.81,2.99
670.63800,106.77,12.68,-208.86,2.99
670.65800,106.77,12.68,-208.90,2.99
670.67800,106.78,12.68,-208.95,2.99
670.69800,106.78,12.68,-209.00,2.99
670.71800,106.79,12.68,-209.04,2.99
670.73800,106.79,12.68,-209.09,2.99
670.75800,106.79,12.68,-209.14,2.99
670.77800,106.80,12.68,-209.18,2.99
670.79800,106.80,12.68,-209.23,2.99
670.81800,106.81,12.68,-209.28,2.99
670.83800,106.81,12.68,-209.32,2.99
670.85800,106.81,12.68,-209.37,2.99
670.87800,106.82,12.68,-209.42,2.99
670.89800,106.82,12.68,-209.46,2.99
670.91800,106.83,12.68,-209.51,2.99
670.93800,106.83,12.68,-209.56,2.99
670.95800,106.84,12.68,-209.60,2.99
670.97800,106.84,12.68,-209.65,2.99
670.99800,106.84,12.68,-209.70,2.99
671.01800,106.85,12.68,-209.74,2.99
671.03800,106.85,12.68,-209.79,2.99
671.05800,106.86,12.68,-209.84,2.99
671.07800,106.86,12.68,-209.88,2.99
671.09800,106.87,12.68,-209.93,2.99
671.11800,106.87,12.68,-209.98,2.99
671.13800,106.88,12.68,-210.02,2.99
671.15800,106.88,12.68,-210.07,2.99
671.17800,106.89,12.68,-210.12,2.99
671.19800,106.89,12.68,-210.17,2.99
671.21800,106.90,12.68,-210.21,2.99
671.23800,106.90,12.68,-210.26,2.99
671.25800,106.91,12.68,-210.31,2.99
671.27800,106.91,12.68,-210.35,2.99
671.29800,106.92,12.68,-210.40,2.99
671.31800,106.92,12.68,-210.45,2.99
671.33800,106.93,12.68,-210.50,2.99
671.35800,106.93,12.68,-210.54,2.99
671.37800,106.94,12.68,-210.59,2.99
671.39800,106.94,12.68,-210.64,2.99
671.41800,106.95,12.68,-210.68,2.99
671.43800,106.95,12.69,-210.73,2.99
671.45800,106.96,12.69,-210.78,2.99
671.47800,106.97,12.69,-210.83,2.99
671.49800,106.97,12.69,-210.87,2.99
671.51800,106.98,12.69,-210.92,2.99
671.53800,106.98,12.69,-210.97,2.99
671.55800,106.99,12.69,-211.02,2.99
671.57800,106.99,12.69,-211.06,2.99
671.59800,107.00,12.69,-211.11,2.99
671.61800,107.00,12.69,-211.16,2.99
671.63800,107.01,12.69,-211.21,2.99
671.65800,107.02,12.69,-211.25,2.99
671.67800,107.02,12.69,-211.30,2.99
671.69800,107.03,12.69,-211.35,2.99
671.71800,107.03,12.69,-211.40,2.99
671.73800,107.04,12.69,-211.44,2.99
671.75800,107.05,12.69,-211.49,2.99
671.77800,107.05,12.69,-211.54,2.99
671.79800,107.06,12.69,-211.59,2.99
671.81800,107.06,12.69,-211.64,2.99
671.83800,107.07,12.69,-211.68,2.99
671.85800,107.08,12.69,-211.73,2.99
671.87800,107.08,12.69,-211.78,2.99
671.89800,107.09,12.69,-211.83,2.99
671.91800,107.10,12.69,-211.88,2.99
671.93800,107.10,12.69,-211.92,2.99
671.95800,107.11,12.69,-211.97,2.99
671.97800,107.11,12.69,-212.02,2.99
671.99800,107.12,12.69,-212.07,2.99
672.01800,107.13,12.69,-212.11,2.99
672.03800,107.13,12.69,-212.16,2.99
672.05800,107.14,12.69,-212.21,2.99
672.07800,107.15,12.69,-212.26,2.99
672.09800,107.15,12.69,-212.31,2.99
672.11800,107.16,12.69,-212.36,2.99
672.13800,107.17,12.69,-212.40,2.99
672.15800,107.17,12.69,-212.45,2.99
672.17800,107.18,12.69,-212.50,2.99
672.19800,107.19,12.69,-212.55,2.99
672.21800,107.20,12.69,-212.60,2.99
672.23800,107.20,12.69,-212.64,2.99
672.25800,107.21,12.69,-212.69,2.99
672.27800,107.22,12.69,-212.74,2.99
672.29800,107.22,12.69,-212.79,2.99
672.31800,107.23,12.69,-212.84,2.99
672.33800,107.24,12.69,-212.89,2.99
672.35800,107.24,12.69,-212.93,2.99
672.37800,107.25,12.69,-212.98,2.99
672.39800,107.26,12.69,-213.03,2.99
672.41800,107.27,12.69,-213.08,2.99
672.43800,107.27,12.69,-213.13,2.99
672.45800,107.28,12.69,-213.18,2.99
672.47800,107.29,12.69,-213.23,2.99
672.49800,107.30,12.69,-213.27,2.99
672.51800,107.30,12.69,-213.32,2.99
672.53800,107.31,12.69,-213.37,2.99
672.55800,107.32,12.69,-213.42,2.99
672.57800,107.33,12.69,-213.47,2.99
672.59800,107.33,12.69,-213.52,2.99
672.61800,107.34,12.69,-213.57,2.99
672.63800,107.35,12.69,-213.62,2.99
672.65800,107.36,12.69,-213.66,2.99
672.67800,107.36,12.70,-213.71,2.99
672.69800,107.37,12.70,-213.76,2.99
672.71800,107.38,12.70,-213.81,2.99
672.73800,107.39,12.70,-213.86,2.99
672.75800,107.40,12.70,-213.91,2.99
672.77800,107.40,12.70,-213.96,2.99
672.79800,107.41,12.70,-214.01,2.99
672.81800,107.42,12.70,-214.06,2.99
672.83800,107.43,12.70,-214.10,2.99
672.85800,107.44,12.70,-214.15,2.99
672.87800,107.44,12.70,-214.20,2.99
672.89800,107.45,12.70,-214.25,2.99
672.91800,107.46,12.70,-214.30,2.99
672.93800,107.47,12.70,-214.35,2.99
672.95800,107.48,12.70,-214.40,2.99
672.97800,107.49,12.70,-214.45,2.99
672.99800,107.49,12.70,-214.50,2.99
673.01800,107.50,12.70,-214.55,2.99
673.03800,107.51,12.70,-214.60,2.99
673.05800,107.52,12.70,-214.64,2.99
673.07800,107.53,12.70,-214.69,2.99
673.09800,107.54,12.70,-214.74,2.99
673.11800,107.55,12.70,-214.79,2.99
673.13800,107.55,12.70,-214.84,2.99
673.15800,107.56,12.70,-214.89,2.99
673.17800,107.57,12.70,-214.94,2.99
673.19800,107.58,12.70,-214.99,2.99
673.21800,107.59,12.70,-215.04,2.99
673.23800,107.60,12.70,-215.09,2.99
673.25800,107.61,12.70,-215.14,2.99
673.27800,107.62,12.70,-215.19,2.99
673.29800,107.63,12.70,-215.24,2.99
673.31800,107.63,12.70,-215.29,2.99
673.33800,107.64,12.70,-215.34,2.99
673.35800,107.65,12.70,-215.39,2.99
673.37800,107.66,12.70,-215.44,2.99
673.39800,107.67,12.70,-215.49,2.99
673.41800,107.68,12.70,-215.54,2.99
673.43800,107.69,12.70,-215.59,2.99
673.45800,107.70,12.70,-215.63,2.99
673.47800,107.71,12.70,-215.68,2.99
673.49800,107.72,12.70,-215.73,2.99
673.51800,107.73,12.70,-215.78,2.99
673.53800,107.74,12.70,-215.83,2.99
673.55800,107.75,12.70,-215.88,2.99
673.57800,107.75,12.70,-215.93,2.99
673.59800,107.76,12.70,-215.98,3.00
673.61800,107.77,12.70,-216.03,3.00
673.63800,107.78,12.70,-216.08,3.00
673.65800,107.79,12.70,-216.13,3.00
673.67800,107.80,12.70,-216.18,3.00
673.69800,107.81,12.70,-216.23,3.00
673.71800,107.82,12.70,-216.28,3.00
673.73800,107.83,12.71,-216.33,3.00
673.75800,107.84,12.71,-216.38,3.00
673.77800,107.85,12.71,-216.43,3.00
673.79800,107.86,12.71,-216.48,3.00
673.81800,107.87,12.71,-216.53,3.00
673.83800,107.88,12.71,-216.58,3.00
673.85800,107.89,12.71,-216.63,3.00
673.87800,107.90,12.71,-216.68,3.00
673.89800,107.91,12.71,-216.74,3.00
673.91800,107.92,12.71,-216.79,3.00
673.93800,107.93,12.71,-216.84,3.00
673.95800,107.94,12.71,-216.89,3.00
673.97800,107.95,12.71,-216.94,3.00
673.99800,107.96,12.71,-216.99,3.00
674.01800,107.97,12.71,-217.04,3.00
674.03800,107.98,12.71,-217.09,3.00
674.05800,107.99,12.71,-217.14,3.00
674.07800,108.00,12.71,-217.19,3.00
674.09800,108.01,12.71,-217.24,3.00
674.11800,108.03,12.71,-217.29,3.00
674.13800,108.04,12.71,-217.34,3.00
674.15800,108.05,12.71,-217.39,3.00
674.17800,108.06,12.71,-217.44,3.00
674.19800,108.07,12.71,-217.49,3.00
674.21800,108.08,12.71,-217.54,3.00
674.23800,108.09,12.71,-217.59,3.00
674.25800,108.10,12.71,-217.64,3.00
674.27800,108.11,12.71,-217.70,3.00
674.29800,108.12,12.71,-217.75,3.00
674.31800,108.13,12.71,-217.80,3.00
674.33800,108.14,12.71,-217.85,3.00
674.35800,108.15,12.71,-217.90,3.00
674.37800,108.17,12.71,-217.95,3.00
674.39800,108.18,12.71,-218.00,3.00
674.41800,108.19,12.71,-218.05,3.00
674.43800,108.20,12.71,-218.10,3.00
674.45800,108.21,12.71,-218.15,3.00
674.47800,108.22,12.71,-218.20,3.00
674.49800,108.23,12.71,-218.25,3.00
674.51800,108.24,12.71,-218.31,3.00
674.53800,108.25,12.71,-218.36,3.00
674.55800,108.27,12.71,-218.41,3.00
674.57800,108.28,12.71,-218.46,3.00
674.59800,108.29,12.71,-218.51,3.00
674.61800,108.30,12.71,-218.56,3.00
674.63800,108.31,12.71,-218.61,3.00
674.65800,108.32,12.71,-218.66,3.00
674.67800,108.33,12.71,-218.71,3.00
674.69800,108.35,12.71,-218.77,3.00
674.71800,108.36,12.72,-218.82,3.00
674.73800,108.37,12.72,-218.87,3.00
674.75800,108.38,12.72,-218.92,3.00
674.77800,108.39,12.72,-218.97,3.00
674.79800,108.40,12.72,-219.02,3.00
674.81800,108.42,12.72,-219.07,3.00
674.83800,108.43,12.72,-219.13,3.00
674.85800,108.44,12.72,-219.18,3.00
674.87800,108.45,12.72,-219.23,3.00
674.89800,108.46,12.72,-219.28,3.00
674.91800,108.48,12.72,-219.33,3.00
674.93800,108.49,12.72,-219.38,3.00
674.95800,108.50,12.72,-219.43,3.00
674.97800,108.51,12.72,-219.49,3.00
674.99800,108.52,12.72,-219.54,3.00
675.01800,108.54,12.72,-219.59,3.00
675.03800,108.55,12.72,-219.64,3.00
675.05800,108.56,12.72,-219.69,3.00
675.07800,108.57,12.72,-219.74,3.00
675.09800,108.58,12.72,-219.80,3.00
675.11800,108.60,12.72,-219.85,3.00
675.13800,108.61,12.72,-219.90,3.00
675.15800,108.62,12.72,-219.95,3.00
675.17800,108.63,12.72,-220.00,3.00
675.19800,108.65,12.72,-220.06,3.00
675.21800,108.66,12.72,-220.11,3.00
675.23800,108.67,12.72,-220.16,3.00
675.25800,108.68,12.72,-220.21,3.00
675.27800,108.70,12.72,-220.26,3.00
675.29800,108.71,12.72,-220.32,3.00
675.31800,108.72,12.72,-220.37,3.00
675.33800,108.73,12.72,-220.42,3.00
675.35800,108.75,12.72,-220.47,3.00
675.37800,108.76,12.72,-220.52,3.00
675.39800,108.77,12.72,-220.58,3.00
675.41800,108.79,12.72,-220.63,3.00
675.43800,108.80,12.72,-220.68,3.00
675.45800,108.81,12.72,-220.73,3.00
675.47800,108.83,12.72,-220.78,3.00
675.49800,108.84,12.72,-220.84,3.00
675.51800,108.85,12.72,-220.89,3.00
675.53800,108.86,12.72,-220.94,3.00
675.55800,108.88,12.72,-220.99,3.00
675.57800,108.89,12.72,-221.05,3.00
675.59800,108.90,12.72,-221.10,3.00
675.61800,108.92,12.73,-221.15,3.00
675.63800,108.93,12.73,-221.20,3.00
675.65800,108.94,12.73,-221.26,3.00
675.67800,108.96,12.73,-221.31,3.00
675.69800,108.97,12.73,-221.36,3.00
675.71800,108.98,12.73,-221.41,3.00
675.73800,109.00,12.73,-221.47,3.00
675.75800,109.01,12.73,-221.52,3.00
675.77800,109.02,12.73,-221.57,3.00
675.79800,109.04,12.73,-221.62,3.00
675.81800,109.05,12.73,-221.68,3.00
675.83800,109.06,12.73,-221.73,3.00
675.85800,109.08,12.73,-221.78,3.00
675.87800,109.09,12.73,-221.83,3.00
675.89800,109.11,12.73,-221.89,3.00
675.91800,109.12,12.73,-221.94,3.00
675.93800,109.13,12.73,-221.99,3.00
675.95800,109.15,12.73,-222.04,3.00
675.97800,109.16,12.73,-222.10,3.00
675.99800,109.17,12.73,-222.15,3.00
676.01800,109.19,12.73,-222.20,3.00
676.03800,109.20,12.73,-222.26,3.00
676.05800,109.22,12.73,-222.31,3.00
676.07800,109.23,12.73,-222.36,3.00
676.09800,109.24,12.73,-222.42,3.00
676.11800,109.26,12.73,-222.47,3.00
676.13800,109.27,12.73,-222.52,3.00
676.15800,109.29,12.73,-222.57,3.00
676.17800,109.30,12.73,-222.63,3.00
676.19800,109.32,12.73,-222.68,3.00
676.21800,109.33,12.73,-222.73,3.00
676.23800,109.34,12.73,-222.79,3.00
676.25800,109.36,12.73,-222.84,3.00
676.27800,109.37,12.73,-222.89,3.00
676.29800,109.39,12.73,-222.95,3.00
676.31800,109.40,12.73,-223.00,3.00
676.33800,109.42,12.73,-223.05,3.00
676.35800,109.43,12.73,-223.11,3.00
676.37800,109.45,12.73,-223.16,3.00
676.39800,109.46,12.73,-223.21,3.00
676.41800,109.47,12.73,-223.27,3.00
676.43800,109.49,12.73,-223.32,3.00
676.45800,109.50,12.73,-223.37,3.00
676.47800,109.52,12.74,-223.43,3.00
676.49800,109.53,12.74,-223.48,3.00
676.51800,109.55,12.74,-223.53,3.00
676.53800,109.56,12.74,-223.59,3.00
676.55800,109.58,12.74,-223.64,3.00
676.57800,109.59,12.74,-223.69,3.00
676.59800,109.61,12.74,-223.75,3.00
676.61800,109.62,12.74,-223.80,3.00
676.63800,109.64,12.74,-223.86,3.00
676.65800,109.65,12.74,-223.91,3.00
676.67800,109.67,12.74,-223.96,3.00
676.69800,109.68,12.74,-224.02,3.00
676.71800,109.70,12.74,-224.07,3.00
676.73800,109.71,12.74,-224.12,3.00
676.75800,109.73,12.74,-224.18,3.00
676.77800,109.74,12.74,-224.23,3.00
676.79800,109.76,12.74,-224.29,3.00
676.81800,109.77,12.74,-224.34,3.00
676.83800,109.79,12.74,-224.39,3.00
676.85800,109.81,12.74,-224.45,3.00
676.87800,109.82,12.74,-224.50,3.00
676.89800,109.84,12.74,-224.56,3.00
676.91800,109.85,12.74,-224.61,3.00
676.93800,109.87,12.74,-224.66,3.00
676.95800,109.88,12.74,-224.72,3.00
676.97800,109.90,12.74,-224.77,3.00
676.99800,109.91,12.74,-224.83,3.00
677.01800,109.93,12.74,-224.88,3.00
677.03800,109.95,12.74,-224.93,3.00
677.05800,109.96,12.74,-224.99,3.00
677.07800,109.98,12.74,-225.04,3.00
677.09800,109.99,12.74,-225.10,3.00
677.11800,110.01,12.74,-225.15,3.00
677.13800,110.03,12.74,-225.21,3.00
677.15800,110.04,12.74,-225.26,3.00
677.17800,110.06,12.74,-225.31,3.00
677.19800,110.07,12.74,-225.37,3.00
677.21800,110.09,12.74,-225.42,3.00
677.23800,110.11,12.74,-225.48,3.00
677.25800,110.12,12.74,-225.53,3.00
677.27800,110.14,12.75,-225.59,3.00
677.29800,110.15,12.75,-225.64,3.00
677.31800,110.17,12.75,-225.70,3.00
677.33800,110.19,12.75,-225.75,3.00
677.35800,110.20,12.75,-225.80,3.00
677.37800,110.22,12.75,-225.86,3.00
677.39800,110.23,12.75,-225.91,3.00
677.41800,110.25,12.75,-225.97,3.00
677.43800,110.27,12.75,-226.02,3.00
677.45800,110.28,12.75,-226.08,3.00
677.47800,110.30,12.75,-226.13,3.00
677.49800,110.32,12.75,-226.19,3.00
677.51800,110.33,12.75,-226.24,3.00
677.53800,110.35,12.75,-226.30,3.00
677.55800,110.37,12.75,-226.35,3.00
677.57800,110.38,12.75,-226.41,3.00
677.59800,110.40,12.75,-226.46,3.00
677.61800,110.42,12.75,-226.52,3.00
677.63800,110.43,12.75,-226.57,3.00
677.65800,110.45,12.75,-226.63,3.00
677.67800,110.47,12.75,-226.68,3.00
677.69800,110.48,12.75,-226.74,3.00
677.71800,110.50,12.75,-226.79,3.00
677.73800,110.52,12.75,-226.85,3.00
677.75800,110.54,12.75,-226.90,3.00
677.77800,110.55,12.75,-226.96,3.00
677.79800,110.57,12.75,-227.01,3.00
677.81800,110.59,12.75,-227.07,3.00
677.83800,110.60,12.75,-227.12,3.00
677.85800,110.62,12.75,-227.18,3.00
677.87800,110.64,12.75,-227.23,3.00
677.89800,110.65,12.75,-227.29,3.00
677.91800,110.67,12.75,-227.34,3.00
677.93800,110.69,12.75,-227.40,3.00
677.95800,110.71,12.75,-227.45,3.00
677.97800,110.72,12.75,-227.51,3.00
677.99800,110.74,12.75,-227.56,3.00
678.01800,110.76,12.75,-227.62,3.00
678.03800,110.78,12.76,-227.68,3.00
678.05800,110.79,12.76,-227.73,3.00
678.07800,110.81,12.76,-227.79,3.00
678.09800,110.83,12.76,-227.84,3.00
678.11800,110.85,12.76,-227.90,3.00
678.13800,110.86,12.76,-227.95,3.00
678.15800,110.88,12.76,-228.01,3.00
678.17800,110.90,12.76,-228.06,3.00
678.19800,110.92,12.76,-228.12,3.00
678.21800,110.93,12.76,-228.18,3.00
678.23800,110.95,12.76,-228.23,3.00
678.25800,110.97,12.76,-228.29,3.00
678.27800,110.99,12.76,-228.34,3.00
678.29800,111.01,12.76,-228.40,3.00
678.31800,111.02,12.76,-228.45,3.00
678.33800,111.04,12.76,-228.51,3.00
678.35800,111.06,12.76,-228.57,3.00
678.37800,111.08,12.76,-228.62,3.00
678.39800,111.10,12.76,-228.68,3.00
678.41800,111.11,12.76,-228.73,3.01
678.43800,111.13,12.76,-228.79,3.01
678.45800,111.15,12.76,-228.85,3.01
678.47800,111.17,12.76,-228.90,3.01
678.49800,111.19,12.76,-228.96,3.01
678.51800,111.21,12.76,-229.01,3.01
678.53800,111.22,12.76,-229.07,3.01
678.55800,111.24,12.76,-229.13,3.01
678.57800,111.26,12.76,-229.18,3.01
678.59800,111.28,12.76,-229.24,3.01
678.61800,111.30,12.76,-229.30,3.01
678.63800,111.32,12.76,-229.35,3.01
678.65800,111.33,12.76,-229.41,3.01
678.67800,111.35,12.76,-229.46,3.01
678.69800,111.37,12.76,-229.52,3.01
678.71800,111.39,12.76,-229.58,3.01
678.73800,111.41,12.76,-229.63,3.01
678.75800,111.43,12.76,-229.69,3.01
678.77800,111.45,12.77,-229.75,3.01
678.79800,111.46,12.77,-229.80,3.01
678.81800,111.48,12.77,-229.86,3.01
678.83800,111.50,12.77,-229.92,3.01
678.85800,111.52,12.77,-229.97,3.01
678.87800,111.54,12.77,-230.03,3.01
678.89800,111.56,12.77,-230.08,3.01
678.91800,111.58,12.77,-230.14,3.01
678.93800,111.60,12.77,-230.20,3.01
678.95800,111.62,12.77,-230.25,3.01
678.97800,111.64,12.77,-230.31,3.01
678.99800,111.65,12.77,-230.37,3.01
679.01800,111.67,12.77,-230.42,3.01
679.03800,111.69,12.77,-230.48,3.01
679.05800,111.71,12.77,-230.54,3.01
679.07800,111.73,12.77,-230.60,3.01
679.09800,111.75,12.77,-230.65,3.01
679.11800,111.77,12.77,-230.71,3.01
679.13800,111.79,12.77,-230.77,3.01
679.15800,111.81,12.77,-230.82,3.01
679.17800,111.83,12.77,-230.88,3.01
679.19800,111.85,12.77,-230.94,3.01
679.21800,111.87,12.77,-230.99,3.01
679.23800,111.89,12.77,-231.05,3.01
679.25800,111.91,12.77,-231.11,3.01
679.27800,111.93,12.77,-231.16,3.01
679.29800,111.94,12.77,-231.22,3.01
679.31800,111.96,12.77,-231.28,3.01
679.33800,111.98,12.77,-231.34,3.01
679.35800,112.00,12.77,-231.39,3.01
679.37800,112.02,12.77,-231.45,3.01
679.39800,112.04,12.77,-231.51,3.01
679.41800,112.06,12.77,-231.57,3.01
679.43800,112.08,12.77,-231.62,3.01
679.45800,112.10,12.77,-231.68,3.01
679.47800,112.12,12.78,-231.74,3.01
679.49800,112.14,12.78,-231.79,3.01
679.51800,112.16,12.78,-231.85,3.01
679.53800,112.18,12.78,-231.91,3.01
679.55800,112.20,12.78,-231.97,3.01
679.57800,112.22,12.78,-232.02,3.01
679.59800,112.24,12.78,-232.08,3.01
679.61800,112.26,12.78,-232.14,3.01
679.63800,112.28,12.78,-232.20,3.01
679.65800,112.30,12.78,-232.25,3.01
679.67800,112.32,12.78,-232.31,3.01
679.69800,112.34,12.78,-232.37,3.01
679.71800,112.36,12.78,-232.43,3.01
679.73800,112.38,12.78,-232.48,3.01
679.75800,112.40,12.78,-232.54,3.01
679.77800,112.43,12.78,-232.60,3.01
679.79800,112.45,12.78,-232.66,3.01
679.81800,112.47,12.78,-232.72,3.01
679.83800,112.49,12.78,-232.77,3.01
679.85800,112.51,12.78,-232.83,3.01
679.87800,112.53,12.78,-232.89,3.01
679.89800,112.55,12.78,-232.95,3.01
679.91800,112.57,12.78,-233.01,3.01
679.93800,112.59,12.78,-233.06,3.01
679.95800,112.61,12.78,-233.12,3.01
679.97800,112.63,12.78,-233.18,3.01
679.99800,112.65,12.78,-233.24,3.01
680.01800,112.67,12.78,-233.30,3.01
680.03800,112.69,12.78,-233.35,3.01
680.05800,112.71,12.78,-233.41,3.01
680.07800,112.74,12.78,-233.47,3.01
680.09800,112.76,12.78,-233.53,3.01
680.11800,112.78,12.78,-233.59,3.01
680.13800,112.80,12.78,-233.64,3.01
680.15800,112.82,12.79,-233.70,3.01
680.17800,112.84,12.79,-233.76,3.01
680.19800,112.86,12.79,-233.82,3.01
680.21800,112.88,12.79,-233.88,3.01
680.23800,112.90,12.79,-233.94,3.01
680.25800,112.93,12.79,-233.99,3.01
680.27800,112.95,12.79,-234.05,3.01
680.29800,112.97,12.79,-234.11,3.01
680.31800,112.99,12.79,-234.17,3.01
680.33800,113.01,12.79,-234.23,3.01
680.35800,113.03,12.79,-234.29,3.01
680.37800,113.05,12.79,-234.35,3.01
680.39800,113.07,12.79,-234.40,3.01
680.41800,113.10,12.79,-234.46,3.01
680.43800,113.12,12.79,-234.52,3.01
680.45800,113.14,12.79,-234.58,3.01
680.47800,113.16,12.79,-234.64,3.01
680.49800,113.18,12.79,-234.70,3.01
680.51800,113.20,12.79,-234.76,3.01
680.53800,113.23,12.79,-234.81,3.01
680.55800,113.25,12.79,-234.87,3.01
680.57800,113.27,12.79,-234.93,3.01
680.59800,113.29,12.79,-234.99,3.01
680.61800,113.31,12.79,-235.05,3.01
680.63800,113.33,12.79,-235.11,3.01
680.65800,113.36,12.79,-235.17,3.01
680.67800,113.38,12.79,-235.23,3.01
680.69800,113.40,12.79,-235.29,3.01
680.71800,113.42,12.79,-235.34,3.01
680.73800,113.44,12.79,-235.40,3.01
680.75800,113.47,12.79,-235.46,3.01
680.77800,113.49,12.79,-235.52,3.01
680.79800,113.51,12.79,-235.58,3.01
680.81800,113.53,12.80,-235.64,3.01
680.83800,113.56,12.80,-235.70,3.01
680.85800,113.58,12.80,-235.76,3.01
680.87800,113.60,12.80,-235.82,3.01
680.89800,113.62,12.80,-235.88,3.01
680.91800,113.64,12.80,-235.94,3.01
680.93800,113.67,12.80,-236.00,3.01
680.95800,113.69,12.80,-236.05,3.01
680.97800,113.71,12.80,-236.11,3.01
680.99800,113.73,12.80,-236.17,3.01
681.01800,113.76,12.80,-236.23,3.01
681.03800,113.78,12.80,-236.29,3.01
681.05800,113.80,12.80,-236.35,3.01
681.07800,113.82,12.80,-236.41,3.01
681.09800,113.85,12.80,-236.47,3.01
681.11800,113.87,12.80,-236.53,3.01
681.13800,113.89,12.80,-236.59,3.01
681.15800,113.91,12.80,-236.65,3.01
681.17800,113.94,12.80,-236.71,3.01
681.19800,113.96,12.80,-236.77,3.01
681.21800,113.98,12.80,-236.83,3.01
681.23800,114.01,12.80,-236.89,3.01
681.25800,114.03,12.80,-236.95,3.01
681.27800,114.05,12.80,-237.01,3.01
681.29800,114.07,12.80,-237.07,3.01
681.31800,114.10,12.80,-237.13,3.01
681.33800,114.12,12.80,-237.19,3.01
681.35800,114.14,12.80,-237.25,3.01
681.37800,114.17,12.80,-237.31,3.01
681.39800,114.19,12.80,-237.37,3.01
681.41800,114.21,12.80,-237.43,3.01
681.43800,114.24,12.80,-237.49,3.01
681.45800,114.26,12.81,-237.55,3.01
681.47800,114.28,12.81,-237.61,3.01
681.49800,114.31,12.81,-237.67,3.01
681.51800,114.33,12.81,-237.73,3.01
681.53800,114.35,12.81,-237.79,3.01
681.55800,114.38,12.81,-237.85,3.01
681.57800,114.40,12.81,-237.91,3.01
681.59800,114.42,12.81,-237.97,3.01
681.61800,114.45,12.81,-238.03,3.01
681.63800,114.47,12.81,-238.09,3.02
681.65800,114.49,12.81,-238.15,3.02
681.67800,114.52,12.81,-238.21,3.02
681.69800,114.54,12.81,-238.27,3.02
681.71800,114.56,12.81,-238.33,3.02
