Cs_n,Na_n,C6_GHz_um6
66,71,59.23224040152883
67,62,315.80687503096414
67,63,649.3311039132927
67,64,498.4368821735337
67,65,722.3359808979866
67,66,173.57974156598453
67,67,192.3350479246174
67,68,171.93330986145773
67,69,171.84775087916208
67,70,107.81702222003463
67,71,80.40601843007474
67,72,68.19883132030374
68,63,316.4250598360345
68,64,785.7111461550147
68,65,584.2020798933615
68,66,838.9901385360613
68,67,254.48234665075168
68,68,71.30183389682244
68,69,190.6346999691417
68,70,212.39387149225618
68,71,133.57974024143337
68,72,98.76376675205707
68,73,84.32946663503455
69,64,314.93139089062265
69,65,814.2940463905596
69,66,696.8029652578999
69,67,982.250968115432
69,68,188.52808902538334
69,69,-1.4521557990855296
69,70,185.76554584128064
69,71,267.1811455090909
69,72,163.72588613690087
69,73,120.89709535429188
69,74,102.12251561642985
70,65,346.2077637784563
70,66,929.8399179220676
70,67,820.813627474381
70,68,1142.471415068924
70,69,140.48625758588693
70,70,8.711177549156616
70,71,50.108794178176126
70,72,302.81457966038147
70,73,204.63052888073827
70,74,147.61801859197396
70,75,125.90072991292105
71,66,349.0643952798236
71,67,940.646430832885
71,68,961.1997559577695
71,69,1319.0860589625
71,70,341.24778988706146
71,71,252.2216012261842
71,72,79.46451250666748
71,73,371.7972608264056
71,74,250.0766214698715
71,75,179.3647075787564
71,76,156.03625813558187
72,67,347.51759162430193
72,68,1011.2372823993286
72,69,1119.5728017857532
72,70,1273.5029742117592
72,71,394.3822650635737
72,72,430.9809410942316
72,73,136.48141592856805
72,74,458.1003811764671
72,75,306.0546401911051
72,76,217.639029597249
72,77,189.28921054618874
73,68,341.10120862609136
73,69,1011.6076480392071
73,70,1298.1986292045387
73,71,1527.8842508630341
73,72,733.4880927933996
73,73,540.9280094124032
73,74,162.92190527029055
73,75,563.3363877717698
73,76,368.4114815726597
73,77,274.1900674371506
73,78,231.57954388309986
74,69,324.25637118215224
74,70,980.7561911895485
74,71,1498.603478930653
74,72,1668.9137403125549
74,73,848.8411233155795
74,74,597.433440207694
74,75,190.20585486365746
74,76,641.2872942087802
74,77,438.0735529067846
74,78,340.5469892457168
74,79,292.3984558792299
75,70,275.79216944805796
75,71,1076.7542858370787
75,72,1722.040959394888
75,73,1808.4967316512457
75,74,742.892262856662
75,75,798.187911020017
75,76,210.39264275794721
75,77,776.2319059773714
75,78,523.5396368433287
75,79,399.1759085947391
75,80,290.88995732522056
76,71,452.1557066858562
76,72,1101.1289701786693
76,73,1969.15941227742
76,74,1933.262742545575
76,75,1304.7701363770868
76,76,647.156684516657
76,77,229.0973169629409
76,78,952.3372175508204
76,79,635.2635405694526
76,80,470.9602784198327
76,81,372.5580216843516
77,72,530.9930266471289
77,73,928.5729153417121
77,74,2241.9328807255324
77,75,2841.5392317730257
77,76,1026.6790699213439
77,77,153.0470932235637
77,78,235.90693077717762
77,79,1067.5051361459762
77,80,770.3713356110429
77,81,555.6680696840106
77,82,475.3253259014554
78,73,478.25180515696235
78,74,1366.4595869523625
78,75,2540.1436487397114
78,76,3175.788763331744
78,77,1090.6695290549499
78,78,587.2578696841485
78,79,135.10431190069383
78,80,789.6412764133653
78,81,891.5392284742237
78,82,678.9369931183219
78,83,513.7639220284087
79,74,552.430651767588
79,75,936.1480725813456
79,76,2863.717204593801
79,77,3531.095963519145
79,78,1252.6910620395226
79,79,725.45148678662
79,80,317.05156428789024
79,81,934.2840554695636
79,82,1027.7207223804535
79,83,794.792479965131
79,84,600.5911840918461
80,75,530.5133351913594
80,76,901.5014967649881
80,77,2526.835019339141
80,78,3002.2139824981673
80,79,2449.4170644090977
80,80,778.1242129455328
80,81,314.3181852364628
80,82,753.3212994322456
80,83,1204.3371115817702
80,84,955.1096320761266
80,85,795.468941756071
