Cs_n,Rb_n,C6_GHz_um6
68,73,128.25174814504263
69,64,127.8748995826333
69,65,209.1534671116358
69,66,496.21255658776533
69,67,430.0875549525642
69,68,531.0013620634861
69,69,711.738565497482
69,70,858.3838150612856
69,71,662.3684699455105
69,72,397.7626482415544
69,73,212.6008577750705
69,74,155.5955358359745
70,65,164.73842733444695
70,66,302.07734571296214
70,67,582.4096254574976
70,68,479.2963174288665
70,69,628.213392369057
70,70,842.7285548949059
70,71,867.7957852240461
70,72,592.7798150752903
70,73,481.81897639908215
70,74,255.65752990989242
70,75,188.26211591712067
71,66,197.18140672197072
71,67,395.0521938345662
71,68,653.2649097831071
71,69,526.4014529201661
71,70,733.1467839673231
71,71,983.3381396286212
71,72,864.2706523962062
71,73,652.8127231768908
71,74,579.8830800302997
71,75,306.03800016153633
71,76,227.4223129373186
72,67,235.46848028012676
72,68,500.8336869940123
72,69,929.4336908991585
72,70,570.6785871011764
72,71,851.1638693562031
72,72,1138.8488650762051
72,73,854.3168655778943
72,74,958.9757859294547
72,75,692.3774339738103
72,76,364.11353862029176
72,77,274.0352449087537
73,68,285.92914176613107
73,69,621.921997845218
73,70,722.91119181318
73,71,618.0200921880224
73,72,983.6595970815158
73,73,932.2723955108257
73,74,1181.2835027214242
73,75,1032.600714386361
73,76,818.8122391279046
73,77,430.7180699469028
73,78,330.2570359016115
74,69,345.33143236587875
74,70,754.1487314051708
74,71,913.512741478741
74,72,669.5166923048869
74,73,1130.4222191927572
74,74,1350.2575883205636
74,75,1169.6757285295043
74,76,1023.6328736803522
74,77,955.598666708988
74,78,506.6241859728287
74,79,400.90689728707645
75,70,415.2151089569078
75,71,892.6916618217733
75,72,879.3789583343944
75,73,724.236584760283
75,74,1289.7115311744687
75,75,1546.6732141073448
75,76,1150.7453363817901
75,77,992.5089958363251
75,78,1094.6727881948675
75,79,591.8329757648338
75,80,486.73788749497766
76,71,495.8254680915235
76,72,1026.1752062248834
76,73,888.3824371674914
76,74,779.008004753445
76,75,1455.4862001562853
76,76,2241.9232732717637
76,77,1120.192627459102
76,78,954.4421452783314
76,79,1219.6054370945699
76,80,686.4418660602208
76,81,544.3958767542712
77,72,588.3325063205245
77,73,1198.4184028070556
77,74,1054.6106900493587
77,75,1035.1571732377893
77,76,1032.2200267837297
77,77,1961.0903595890047
77,78,1542.005648080779
77,79,905.105664270522
77,80,1468.2991624331944
77,81,790.8570712985277
77,82,578.0347133335395
78,73,692.9878111359793
78,74,1255.841358311684
78,75,1004.8220602261409
78,76,1100.9848936729936
78,77,828.3340022384865
78,78,1956.4268122984513
78,79,1486.2683785073973
78,80,837.7239708059249
78,81,1462.731422576566
78,82,936.2524320352968
78,83,710.977537210224
79,74,810.8336497879645
79,75,1527.0868318453624
79,76,1207.290357421663
79,77,834.5451071768533
79,78,922.7218792812141
79,79,1465.5588480888962
79,80,1394.52384874157
79,81,1200.190033448876
79,82,1774.352213325417
79,83,1025.959345234953
79,84,801.8470074306065
80,75,1073.1645855411086
80,76,1501.2516261951666
80,77,1211.211170129317
80,78,1095.2939862000576
80,79,1348.362504035382
80,80,2013.964106868991
80,81,1242.7757443961868
80,82,1062.8846716043386
80,83,2121.06621666927
80,84,1106.676952704782
80,85,891.9206395448333
