Cs_n,Na_n,C6_GHz_um6
69,71,193.75242391338134
69,72,138.3473281875964
69,73,109.37974679700454
69,74,91.97669323039996
71,66,322.78217206506116
71,67,871.4260070286102
71,68,894.9937347024683
71,69,1208.8627127902985
71,70,879.4170636169288
71,71,939.1630770419207
71,72,477.344466827727
71,73,277.47603723002493
71,74,197.86280001659793
71,75,155.98436012899924
71,76,130.78099242853304
72,67,317.029615807896
72,68,857.4860092859565
72,69,1035.0495778833074
72,70,1379.2283020688094
72,71,992.1070929375552
72,72,1100.2627375842874
72,73,564.8937122702556
72,74,329.3151670611355
72,75,234.87205325932962
72,76,185.24772529504276
72,77,155.24704508519483
74,69,299.274858055287
74,70,810.8140144072844
74,71,1365.0734488685603
74,72,1770.6492041431422
74,73,1222.4753664744596
74,74,1229.9430574116793
74,75,773.7348496275407
74,76,456.7905460033302
74,77,326.6569277586413
74,78,257.3130632542807
74,79,215.2080254956291
75,70,286.81828305136264
75,71,818.420689131662
75,72,1556.702341928078
75,73,1992.2347495688505
75,74,1743.9380864008513
75,75,1151.737263809475
75,76,1088.4747768188595
75,77,533.3554377801064
75,78,382.48851731081106
75,79,301.497420264947
75,80,252.1208283223757
77,72,385.0480503577093
77,73,950.3295438681004
77,74,1996.1221481148762
77,75,2486.4891807274144
77,76,2030.7975159792818
77,77,1184.6014016959223
77,78,1382.480304024835
77,79,880.6492554546376
77,80,515.7925487785348
77,81,407.92234679835605
77,82,341.3299024661389
78,73,355.7240890282006
78,74,1059.7220356006826
78,75,2244.445795930536
78,76,2757.9512771877894
78,77,2157.4683066474277
78,78,1298.8450577508822
78,79,1540.5006383159548
78,80,996.7716746339091
78,81,677.1449989931108
78,82,470.69840277016476
78,83,394.56120012494785
80,75,249.32961074587377
80,76,1302.3434439662396
80,77,2797.6326467774825
80,78,3344.0174097374784
80,79,2974.0245420495917
80,80,1715.479238798272
80,81,1864.2920917773454
80,82,1260.338989616447
80,83,957.6573131207991
80,84,785.8678951788991
80,85,630.9290773156814
