Cs1,6s1/2,,,
Wavelength,alpha_0,Uncertainty,alpha_2,Uncertainty
612.60000,-365.44,0.55,0.00,0.00
612.62000,-365.50,0.55,0.00,0.00
612.64000,-365.55,0.55,0.00,0.00
612.66000,-365.60,0.55,0.00,0.00
612.68000,-365.65,0.55,0.00,0.00
612.70000,-365.70,0.55,0.00,0.00
612.72000,-365.75,0.55,0.00,0.00
612.74000,-365.80,0.55,0.00,0.00
612.76000,-365.85,0.55,0.00,0.00
612.78000,-365.90,0.55,0.00,0.00
612.80000,-365.95,0.55,0.00,0.00
612.82000,-366.00,0.55,0.00,0.00
612.84000,-366.05,0.55,0.00,0.00
612.86000,-366.11,0.55,0.00,0.00
612.88000,-366.16,0.55,0.00,0.00
612.90000,-366.21,0.55,0.00,0.00
612.92000,-366.26,0.55,0.00,0.00
612.94000,-366.31,0.55,0.00,0.00
612.96000,-366.36,0.55,0.00,0.00
612.98000,-366.41,0.55,0.00,0.00
613.00000,-366.46,0.55,0.00,0.00
613.02000,-366.51,0.55,0.00,0.00
613.04000,-366.56,0.55,0.00,0.00
613.06000,-366.61,0.55,0.00,0.00
613.08000,-366.67,0.55,0.00,0.00
613.10000,-366.72,0.55,0.00,0.00
613.12000,-366.77,0.55,0.00,0.00
613.14000,-366.82,0.55,0.00,0.00
613.16000,-366.87,0.55,0.00,0.00
613.18000,-366.92,0.55,0.00,0.00
613.20000,-366.97,0.55,0.00,0.00
613.22000,-367.02,0.55,0.00,0.00
613.24000,-367.07,0.55,0.00,0.00
613.26000,-367.12,0.55,0.00,0.00
613.28000,-367.18,0.55,0.00,0.00
613.30000,-367.23,0.55,0.00,0.00
613.32000,-367.28,0.55,0.00,0.00
613.34000,-367.33,0.55,0.00,0.00
613.36000,-367.38,0.55,0.00,0.00
613.38000,-367.43,0.55,0.00,0.00
613.40000,-367.48,0.55,0.00,0.00
613.42000,-367.53,0.55,0.00,0.00
613.44000,-367.58,0.55,0.00,0.00
613.46000,-367.63,0.55,0.00,0.00
613.48000,-367.69,0.55,0.00,0.00
613.50000,-367.74,0.55,0.00,0.00
613.52000,-367.79,0.55,0.00,0.00
613.54000,-367.84,0.55,0.00,0.00
613.56000,-367.89,0.55,0.00,0.00
613.58000,-367.94,0.55,0.00,0.00
613.60000,-367.99,0.55,0.00,0.00
613.62000,-368.04,0.55,0.00,0.00
613.64000,-368.10,0.55,0.00,0.00
613.66000,-368.15,0.55,0.00,0.00
613.68000,-368.20,0.55,0.00,0.00
613.70000,-368.25,0.55,0.00,0.00
613.72000,-368.30,0.55,0.00,0.00
613.74000,-368.35,0.55,0.00,0.00
613.76000,-368.40,0.55,0.00,0.00
613.78000,-368.45,0.55,0.00,0.00
613.80000,-368.51,0.55,0.00,0.00
613.82000,-368.56,0.55,0.00,0.00
613.84000,-368.61,0.55,0.00,0.00
613.86000,-368.66,0.55,0.00,0.00
613.88000,-368.71,0.55,0.00,0.00
613.90000,-368.76,0.55,0.00,0.00
613.92000,-368.81,0.55,0.00,0.00
613.94000,-368.86,0.55,0.00,0.00
613.96000,-368.92,0.56,0.00,0.00
613.98000,-368.97,0.56,0.00,0.00
614.00000,-369.02,0.56,0.00,0.00
614.02000,-369.07,0.56,0.00,0.00
614.04000,-369.12,0.56,0.00,0.00
614.06000,-369.17,0.56,0.00,0.00
614.08000,-369.22,0.56,0.00,0.00
614.10000,-369.28,0.56,0.00,0.00
614.12000,-369.33,0.56,0.00,0.00
614.14000,-369.38,0.56,0.00,0.00
614.16000,-369.43,0.56,0.00,0.00
614.18000,-369.48,0.56,0.00,0.00
614.20000,-369.53,0.56,0.00,0.00
614.22000,-369.58,0.56,0.00,0.00
614.24000,-369.63,0.56,0.00,0.00
614.26000,-369.69,0.56,0.00,0.00
614.28000,-369.74,0.56,0.00,0.00
614.30000,-369.79,0.56,0.00,0.00
614.32000,-369.84,0.56,0.00,0.00
614.34000,-369.89,0.56,0.00,0.00
614.36000,-369.94,0.56,0.00,0.00
614.38000,-370.00,0.56,0.00,0.00
614.40000,-370.05,0.56,0.00,0.00
614.42000,-370.10,0.56,0.00,0.00
614.44000,-370.15,0.56,0.00,0.00
614.46000,-370.20,0.56,0.00,0.00
614.48000,-370.25,0.56,0.00,0.00
614.50000,-370.30,0.56,0.00,0.00
614.52000,-370.36,0.56,0.00,0.00
614.54000,-370.41,0.56,0.00,0.00
614.56000,-370.46,0.56,0.00,0.00
614.58000,-370.51,0.56,0.00,0.00
614.60000,-370.56,0.56,0.00,0.00
614.62000,-370.61,0.56,0.00,0.00
614.64000,-370.67,0.56,0.00,0.00
614.66000,-370.72,0.56,0.00,0.00
614.68000,-370.77,0.56,0.00,0.00
614.70000,-370.82,0.56,0.00,0.00
614.72000,-370.87,0.56,0.00,0.00
614.74000,-370.92,0.56,0.00,0.00
614.76000,-370.98,0.56,0.00,0.00
614.78000,-371.03,0.56,0.00,0.00
614.80000,-371.08,0.56,0.00,0.00
614.82000,-371.13,0.56,0.00,0.00
614.84000,-371.18,0.56,0.00,0.00
614.86000,-371.23,0.56,0.00,0.00
614.88000,-371.29,0.56,0.00,0.00
614.90000,-371.34,0.56,0.00,0.00
614.92000,-371.39,0.56,0.00,0.00
614.94000,-371.44,0.56,0.00,0.00
614.96000,-371.49,0.56,0.00,0.00
614.98000,-371.54,0.56,0.00,0.00
615.00000,-371.60,0.56,0.00,0.00
615.02000,-371.65,0.56,0.00,0.00
615.04000,-371.70,0.56,0.00,0.00
615.06000,-371.75,0.56,0.00,0.00
615.08000,-371.80,0.56,0.00,0.00
615.10000,-371.85,0.56,0.00,0.00
615.12000,-371.91,0.56,0.00,0.00
615.14000,-371.96,0.56,0.00,0.00
615.16000,-372.01,0.56,0.00,0.00
615.18000,-372.06,0.56,0.00,0.00
615.20000,-372.11,0.56,0.00,0.00
615.22000,-372.17,0.56,0.00,0.00
615.24000,-372.22,0.56,0.00,0.00
615.26000,-372.27,0.56,0.00,0.00
615.28000,-372.32,0.56,0.00,0.00
615.30000,-372.37,0.56,0.00,0.00
615.32000,-372.43,0.56,0.00,0.00
615.34000,-372.48,0.56,0.00,0.00
615.36000,-372.53,0.56,0.00,0.00
615.38000,-372.58,0.56,0.00,0.00
615.40000,-372.63,0.56,0.00,0.00
615.42000,-372.68,0.56,0.00,0.00
615.44000,-372.74,0.56,0.00,0.00
615.46000,-372.79,0.56,0.00,0.00
615.48000,-372.84,0.56,0.00,0.00
615.50000,-372.89,0.56,0.00,0.00
615.52000,-372.94,0.56,0.00,0.00
615.54000,-373.00,0.56,0.00,0.00
615.56000,-373.05,0.56,0.00,0.00
615.58000,-373.10,0.56,0.00,0.00
615.60000,-373.15,0.56,0.00,0.00
615.62000,-373.20,0.56,0.00,0.00
615.64000,-373.26,0.56,0.00,0.00
615.66000,-373.31,0.56,0.00,0.00
615.68000,-373.36,0.56,0.00,0.00
615.70000,-373.41,0.56,0.00,0.00
615.72000,-373.47,0.56,0.00,0.00
615.74000,-373.52,0.56,0.00,0.00
615.76000,-373.57,0.56,0.00,0.00
615.78000,-373.62,0.56,0.00,0.00
615.80000,-373.67,0.56,0.00,0.00
615.82000,-373.73,0.56,0.00,0.00
615.84000,-373.78,0.56,0.00,0.00
615.86000,-373.83,0.56,0.00,0.00
615.88000,-373.88,0.56,0.00,0.00
615.90000,-373.93,0.56,0.00,0.00
615.92000,-373.99,0.56,0.00,0.00
615.94000,-374.04,0.56,0.00,0.00
615.96000,-374.09,0.56,0.00,0.00
615.98000,-374.14,0.56,0.00,0.00
616.00000,-374.19,0.56,0.00,0.00
616.02000,-374.25,0.56,0.00,0.00
616.04000,-374.30,0.56,0.00,0.00
616.06000,-374.35,0.56,0.00,0.00
616.08000,-374.40,0.56,0.00,0.00
616.10000,-374.46,0.56,0.00,0.00
616.12000,-374.51,0.56,0.00,0.00
616.14000,-374.56,0.56,0.00,0.00
616.16000,-374.61,0.56,0.00,0.00
616.18000,-374.67,0.56,0.00,0.00
616.20000,-374.72,0.56,0.00,0.00
616.22000,-374.77,0.56,0.00,0.00
616.24000,-374.82,0.56,0.00,0.00
616.26000,-374.87,0.56,0.00,0.00
616.28000,-374.93,0.56,0.00,0.00
616.30000,-374.98,0.56,0.00,0.00
616.32000,-375.03,0.56,0.00,0.00
616.34000,-375.08,0.56,0.00,0.00
616.36000,-375.14,0.56,0.00,0.00
616.38000,-375.19,0.56,0.00,0.00
616.40000,-375.24,0.56,0.00,0.00
616.42000,-375.29,0.56,0.00,0.00
616.44000,-375.35,0.56,0.00,0.00
616.46000,-375.40,0.56,0.00,0.00
616.48000,-375.45,0.56,0.00,0.00
616.50000,-375.50,0.56,0.00,0.00
616.52000,-375.55,0.56,0.00,0.00
616.54000,-375.61,0.56,0.00,0.00
616.56000,-375.66,0.56,0.00,0.00
616.58000,-375.71,0.56,0.00,0.00
616.60000,-375.76,0.56,0.00,0.00
616.62000,-375.82,0.56,0.00,0.00
616.64000,-375.87,0.56,0.00,0.00
616.66000,-375.92,0.56,0.00,0.00
616.68000,-375.97,0.56,0.00,0.00
616.70000,-376.03,0.56,0.00,0.00
616.72000,-376.08,0.56,0.00,0.00
616.74000,-376.13,0.56,0.00,0.00
616.76000,-376.18,0.56,0.00,0.00
616.78000,-376.24,0.56,0.00,0.00
616.80000,-376.29,0.56,0.00,0.00
616.82000,-376.34,0.56,0.00,0.00
616.84000,-376.39,0.56,0.00,0.00
616.86000,-376.45,0.56,0.00,0.00
616.88000,-376.50,0.56,0.00,0.00
616.90000,-376.55,0.56,0.00,0.00
616.92000,-376.61,0.56,0.00,0.00
616.94000,-376.66,0.56,0.00,0.00
616.96000,-376.71,0.56,0.00,0.00
616.98000,-376.76,0.56,0.00,0.00
617.00000,-376.82,0.56,0.00,0.00
617.02000,-376.87,0.56,0.00,0.00
617.04000,-376.92,0.56,0.00,0.00
617.06000,-376.97,0.56,0.00,0.00
617.08000,-377.03,0.56,0.00,0.00
617.10000,-377.08,0.57,0.00,0.00
617.12000,-377.13,0.57,0.00,0.00
617.14000,-377.18,0.57,0.00,0.00
617.16000,-377.24,0.57,0.00,0.00
617.18000,-377.29,0.57,0.00,0.00
617.20000,-377.34,0.57,0.00,0.00
617.22000,-377.40,0.57,0.00,0.00
617.24000,-377.45,0.57,0.00,0.00
617.26000,-377.50,0.57,0.00,0.00
617.28000,-377.55,0.57,0.00,0.00
617.30000,-377.61,0.57,0.00,0.00
617.32000,-377.66,0.57,0.00,0.00
617.34000,-377.71,0.57,0.00,0.00
617.36000,-377.76,0.57,0.00,0.00
617.38000,-377.82,0.57,0.00,0.00
617.40000,-377.87,0.57,0.00,0.00
617.42000,-377.92,0.57,0.00,0.00
617.44000,-377.98,0.57,0.00,0.00
617.46000,-378.03,0.57,0.00,0.00
617.48000,-378.08,0.57,0.00,0.00
617.50000,-378.13,0.57,0.00,0.00
617.52000,-378.19,0.57,0.00,0.00
617.54000,-378.24,0.57,0.00,0.00
617.56000,-378.29,0.57,0.00,0.00
617.58000,-378.35,0.57,0.00,0.00
617.60000,-378.40,0.57,0.00,0.00
617.62000,-378.45,0.57,0.00,0.00
617.64000,-378.50,0.57,0.00,0.00
617.66000,-378.56,0.57,0.00,0.00
617.68000,-378.61,0.57,0.00,0.00
617.70000,-378.66,0.57,0.00,0.00
617.72000,-378.72,0.57,0.00,0.00
617.74000,-378.77,0.57,0.00,0.00
617.76000,-378.82,0.57,0.00,0.00
617.78000,-378.87,0.57,0.00,0.00
617.80000,-378.93,0.57,0.00,0.00
617.82000,-378.98,0.57,0.00,0.00
617.84000,-379.03,0.57,0.00,0.00
617.86000,-379.09,0.57,0.00,0.00
617.88000,-379.14,0.57,0.00,0.00
617.90000,-379.19,0.57,0.00,0.00
617.92000,-379.25,0.57,0.00,0.00
617.94000,-379.30,0.57,0.00,0.00
617.96000,-379.35,0.57,0.00,0.00
617.98000,-379.40,0.57,0.00,0.00
618.00000,-379.46,0.57,0.00,0.00
618.02000,-379.51,0.57,0.00,0.00
618.04000,-379.56,0.57,0.00,0.00
618.06000,-379.62,0.57,0.00,0.00
618.08000,-379.67,0.57,0.00,0.00
618.10000,-379.72,0.57,0.00,0.00
618.12000,-379.78,0.57,0.00,0.00
618.14000,-379.83,0.57,0.00,0.00
618.16000,-379.88,0.57,0.00,0.00
618.18000,-379.94,0.57,0.00,0.00
618.20000,-379.99,0.57,0.00,0.00
618.22000,-380.04,0.57,0.00,0.00
618.24000,-380.10,0.57,0.00,0.00
618.26000,-380.15,0.57,0.00,0.00
618.28000,-380.20,0.57,0.00,0.00
618.30000,-380.26,0.57,0.00,0.00
618.32000,-380.31,0.57,0.00,0.00
618.34000,-380.36,0.57,0.00,0.00
618.36000,-380.41,0.57,0.00,0.00
618.38000,-380.47,0.57,0.00,0.00
618.40000,-380.52,0.57,0.00,0.00
618.42000,-380.57,0.57,0.00,0.00
618.44000,-380.63,0.57,0.00,0.00
618.46000,-380.68,0.57,0.00,0.00
618.48000,-380.73,0.57,0.00,0.00
618.50000,-380.79,0.57,0.00,0.00
618.52000,-380.84,0.57,0.00,0.00
618.54000,-380.89,0.57,0.00,0.00
618.56000,-380.95,0.57,0.00,0.00
618.58000,-381.00,0.57,0.00,0.00
618.60000,-381.05,0.57,0.00,0.00
618.62000,-381.11,0.57,0.00,0.00
618.64000,-381.16,0.57,0.00,0.00
618.66000,-381.21,0.57,0.00,0.00
618.68000,-381.27,0.57,0.00,0.00
618.70000,-381.32,0.57,0.00,0.00
618.72000,-381.37,0.57,0.00,0.00
618.74000,-381.43,0.57,0.00,0.00
618.76000,-381.48,0.57,0.00,0.00
618.78000,-381.53,0.57,0.00,0.00
618.80000,-381.59,0.57,0.00,0.00
618.82000,-381.64,0.57,0.00,0.00
618.84000,-381.69,0.57,0.00,0.00
618.86000,-381.75,0.57,0.00,0.00
618.88000,-381.80,0.57,0.00,0.00
618.90000,-381.86,0.57,0.00,0.00
618.92000,-381.91,0.57,0.00,0.00
618.94000,-381.96,0.57,0.00,0.00
618.96000,-382.02,0.57,0.00,0.00
618.98000,-382.07,0.57,0.00,0.00
619.00000,-382.12,0.57,0.00,0.00
619.02000,-382.18,0.57,0.00,0.00
619.04000,-382.23,0.57,0.00,0.00
619.06000,-382.28,0.57,0.00,0.00
619.08000,-382.34,0.57,0.00,0.00
619.10000,-382.39,0.57,0.00,0.00
619.12000,-382.44,0.57,0.00,0.00
619.14000,-382.50,0.57,0.00,0.00
619.16000,-382.55,0.57,0.00,0.00
619.18000,-382.60,0.57,0.00,0.00
619.20000,-382.66,0.57,0.00,0.00
619.22000,-382.71,0.57,0.00,0.00
619.24000,-382.77,0.57,0.00,0.00
619.26000,-382.82,0.57,0.00,0.00
619.28000,-382.87,0.57,0.00,0.00
619.30000,-382.93,0.57,0.00,0.00
619.32000,-382.98,0.57,0.00,0.00
619.34000,-383.03,0.57,0.00,0.00
619.36000,-383.09,0.57,0.00,0.00
619.38000,-383.14,0.57,0.00,0.00
619.40000,-383.19,0.57,0.00,0.00
619.42000,-383.25,0.57,0.00,0.00
619.44000,-383.30,0.57,0.00,0.00
619.46000,-383.36,0.57,0.00,0.00
619.48000,-383.41,0.57,0.00,0.00
619.50000,-383.46,0.57,0.00,0.00
619.52000,-383.52,0.57,0.00,0.00
619.54000,-383.57,0.57,0.00,0.00
619.56000,-383.62,0.57,0.00,0.00
619.58000,-383.68,0.57,0.00,0.00
619.60000,-383.73,0.57,0.00,0.00
619.62000,-383.79,0.57,0.00,0.00
619.64000,-383.84,0.57,0.00,0.00
619.66000,-383.89,0.57,0.00,0.00
619.68000,-383.95,0.57,0.00,0.00
619.70000,-384.00,0.57,0.00,0.00
619.72000,-384.05,0.57,0.00,0.00
619.74000,-384.11,0.57,0.00,0.00
619.76000,-384.16,0.57,0.00,0.00
619.78000,-384.22,0.57,0.00,0.00
619.80000,-384.27,0.57,0.00,0.00
619.82000,-384.32,0.57,0.00,0.00
619.84000,-384.38,0.57,0.00,0.00
619.86000,-384.43,0.57,0.00,0.00
619.88000,-384.49,0.57,0.00,0.00
619.90000,-384.54,0.57,0.00,0.00
619.92000,-384.59,0.57,0.00,0.00
619.94000,-384.65,0.57,0.00,0.00
619.96000,-384.70,0.57,0.00,0.00
619.98000,-384.76,0.57,0.00,0.00
620.00000,-384.81,0.57,0.00,0.00
620.02000,-384.86,0.57,0.00,0.00
620.04000,-384.92,0.57,0.00,0.00
620.06000,-384.97,0.57,0.00,0.00
620.08000,-385.03,0.57,0.00,0.00
620.10000,-385.08,0.57,0.00,0.00
620.12000,-385.13,0.57,0.00,0.00
620.14000,-385.19,0.57,0.00,0.00
620.16000,-385.24,0.58,0.00,0.00
620.18000,-385.30,0.58,0.00,0.00
620.20000,-385.35,0.58,0.00,0.00
620.22000,-385.40,0.58,0.00,0.00
620.24000,-385.46,0.58,0.00,0.00
620.26000,-385.51,0.58,0.00,0.00
620.28000,-385.57,0.58,0.00,0.00
620.30000,-385.62,0.58,0.00,0.00
620.32000,-385.67,0.58,0.00,0.00
620.34000,-385.73,0.58,0.00,0.00
620.36000,-385.78,0.58,0.00,0.00
620.38000,-385.84,0.58,0.00,0.00
620.40000,-385.89,0.58,0.00,0.00
620.42000,-385.94,0.58,0.00,0.00
620.44000,-386.00,0.58,0.00,0.00
620.46000,-386.05,0.58,0.00,0.00
620.48000,-386.11,0.58,0.00,0.00
620.50000,-386.16,0.58,0.00,0.00
620.52000,-386.22,0.58,0.00,0.00
620.54000,-386.27,0.58,0.00,0.00
620.56000,-386.32,0.58,0.00,0.00
620.58000,-386.38,0.58,0.00,0.00
620.60000,-386.43,0.58,0.00,0.00
620.62000,-386.49,0.58,0.00,0.00
620.64000,-386.54,0.58,0.00,0.00
620.66000,-386.60,0.58,0.00,0.00
620.68000,-386.65,0.58,0.00,0.00
620.70000,-386.70,0.58,0.00,0.00
620.72000,-386.76,0.58,0.00,0.00
620.74000,-386.81,0.58,0.00,0.00
620.76000,-386.87,0.58,0.00,0.00
620.78000,-386.92,0.58,0.00,0.00
620.80000,-386.98,0.58,0.00,0.00
620.82000,-387.03,0.58,0.00,0.00
620.84000,-387.08,0.58,0.00,0.00
620.86000,-387.14,0.58,0.00,0.00
620.88000,-387.19,0.58,0.00,0.00
620.90000,-387.25,0.58,0.00,0.00
620.92000,-387.30,0.58,0.00,0.00
620.94000,-387.36,0.58,0.00,0.00
620.96000,-387.41,0.58,0.00,0.00
620.98000,-387.46,0.58,0.00,0.00
621.00000,-387.52,0.58,0.00,0.00
621.02000,-387.57,0.58,0.00,0.00
621.04000,-387.63,0.58,0.00,0.00
621.06000,-387.68,0.58,0.00,0.00
621.08000,-387.74,0.58,0.00,0.00
621.10000,-387.79,0.58,0.00,0.00
621.12000,-387.85,0.58,0.00,0.00
621.14000,-387.90,0.58,0.00,0.00
621.16000,-387.95,0.58,0.00,0.00
621.18000,-388.01,0.58,0.00,0.00
621.20000,-388.06,0.58,0.00,0.00
621.22000,-388.12,0.58,0.00,0.00
621.24000,-388.17,0.58,0.00,0.00
621.26000,-388.23,0.58,0.00,0.00
621.28000,-388.28,0.58,0.00,0.00
621.30000,-388.34,0.58,0.00,0.00
621.32000,-388.39,0.58,0.00,0.00
621.34000,-388.45,0.58,0.00,0.00
621.36000,-388.50,0.58,0.00,0.00
621.38000,-388.55,0.58,0.00,0.00
621.40000,-388.61,0.58,0.00,0.00
621.42000,-388.66,0.58,0.00,0.00
621.44000,-388.72,0.58,0.00,0.00
621.46000,-388.77,0.58,0.00,0.00
621.48000,-388.83,0.58,0.00,0.00
621.50000,-388.88,0.58,0.00,0.00
621.52000,-388.94,0.58,0.00,0.00
621.54000,-388.99,0.58,0.00,0.00
621.56000,-389.05,0.58,0.00,0.00
621.58000,-389.10,0.58,0.00,0.00
621.60000,-389.16,0.58,0.00,0.00
621.62000,-389.21,0.58,0.00,0.00
621.64000,-389.27,0.58,0.00,0.00
621.66000,-389.32,0.58,0.00,0.00
621.68000,-389.37,0.58,0.00,0.00
621.70000,-389.43,0.58,0.00,0.00
621.72000,-389.48,0.58,0.00,0.00
621.74000,-389.54,0.58,0.00,0.00
621.76000,-389.59,0.58,0.00,0.00
621.78000,-389.65,0.58,0.00,0.00
621.80000,-389.70,0.58,0.00,0.00
621.82000,-389.76,0.58,0.00,0.00
621.84000,-389.81,0.58,0.00,0.00
621.86000,-389.87,0.58,0.00,0.00
621.88000,-389.92,0.58,0.00,0.00
621.90000,-389.98,0.58,0.00,0.00
621.92000,-390.03,0.58,0.00,0.00
621.94000,-390.09,0.58,0.00,0.00
621.96000,-390.14,0.58,0.00,0.00
621.98000,-390.20,0.58,0.00,0.00
622.00000,-390.25,0.58,0.00,0.00
622.02000,-390.31,0.58,0.00,0.00
622.04000,-390.36,0.58,0.00,0.00
622.06000,-390.42,0.58,0.00,0.00
622.08000,-390.47,0.58,0.00,0.00
622.10000,-390.53,0.58,0.00,0.00
622.12000,-390.58,0.58,0.00,0.00
622.14000,-390.64,0.58,0.00,0.00
622.16000,-390.69,0.58,0.00,0.00
622.18000,-390.75,0.58,0.00,0.00
622.20000,-390.80,0.58,0.00,0.00
622.22000,-390.86,0.58,0.00,0.00
622.24000,-390.91,0.58,0.00,0.00
622.26000,-390.97,0.58,0.00,0.00
622.28000,-391.02,0.58,0.00,0.00
622.30000,-391.08,0.58,0.00,0.00
622.32000,-391.13,0.58,0.00,0.00
622.34000,-391.19,0.58,0.00,0.00
622.36000,-391.24,0.58,0.00,0.00
622.38000,-391.30,0.58,0.00,0.00
622.40000,-391.35,0.58,0.00,0.00
622.42000,-391.41,0.58,0.00,0.00
622.44000,-391.46,0.58,0.00,0.00
622.46000,-391.52,0.58,0.00,0.00
622.48000,-391.57,0.58,0.00,0.00
622.50000,-391.63,0.58,0.00,0.00
622.52000,-391.68,0.58,0.00,0.00
622.54000,-391.74,0.58,0.00,0.00
622.56000,-391.79,0.58,0.00,0.00
622.58000,-391.85,0.58,0.00,0.00
622.60000,-391.90,0.58,0.00,0.00
622.62000,-391.96,0.58,0.00,0.00
622.64000,-392.01,0.58,0.00,0.00
622.66000,-392.07,0.58,0.00,0.00
622.68000,-392.12,0.58,0.00,0.00
622.70000,-392.18,0.58,0.00,0.00
622.72000,-392.23,0.58,0.00,0.00
622.74000,-392.29,0.58,0.00,0.00
622.76000,-392.34,0.58,0.00,0.00
622.78000,-392.40,0.58,0.00,0.00
622.80000,-392.45,0.58,0.00,0.00
622.82000,-392.51,0.58,0.00,0.00
622.84000,-392.57,0.58,0.00,0.00
622.86000,-392.62,0.58,0.00,0.00
622.88000,-392.68,0.58,0.00,0.00
622.90000,-392.73,0.58,0.00,0.00
622.92000,-392.79,0.58,0.00,0.00
622.94000,-392.84,0.58,0.00,0.00
622.96000,-392.90,0.58,0.00,0.00
622.98000,-392.95,0.58,0.00,0.00
623.00000,-393.01,0.58,0.00,0.00
623.02000,-393.06,0.58,0.00,0.00
623.04000,-393.12,0.58,0.00,0.00
623.06000,-393.17,0.58,0.00,0.00
623.08000,-393.23,0.58,0.00,0.00
623.10000,-393.28,0.58,0.00,0.00
623.12000,-393.34,0.59,0.00,0.00
623.14000,-393.40,0.59,0.00,0.00
623.16000,-393.45,0.59,0.00,0.00
623.18000,-393.51,0.59,0.00,0.00
623.20000,-393.56,0.59,0.00,0.00
623.22000,-393.62,0.59,0.00,0.00
623.24000,-393.67,0.59,0.00,0.00
623.26000,-393.73,0.59,0.00,0.00
623.28000,-393.78,0.59,0.00,0.00
623.30000,-393.84,0.59,0.00,0.00
623.32000,-393.89,0.59,0.00,0.00
623.34000,-393.95,0.59,0.00,0.00
623.36000,-394.01,0.59,0.00,0.00
623.38000,-394.06,0.59,0.00,0.00
623.40000,-394.12,0.59,0.00,0.00
623.42000,-394.17,0.59,0.00,0.00
623.44000,-394.23,0.59,0.00,0.00
623.46000,-394.28,0.59,0.00,0.00
623.48000,-394.34,0.59,0.00,0.00
623.50000,-394.39,0.59,0.00,0.00
623.52000,-394.45,0.59,0.00,0.00
623.54000,-394.51,0.59,0.00,0.00
623.56000,-394.56,0.59,0.00,0.00
623.58000,-394.62,0.59,0.00,0.00
623.60000,-394.67,0.59,0.00,0.00
623.62000,-394.73,0.59,0.00,0.00
623.64000,-394.78,0.59,0.00,0.00
623.66000,-394.84,0.59,0.00,0.00
623.68000,-394.90,0.59,0.00,0.00
623.70000,-394.95,0.59,0.00,0.00
623.72000,-395.01,0.59,0.00,0.00
623.74000,-395.06,0.59,0.00,0.00
623.76000,-395.12,0.59,0.00,0.00
623.78000,-395.17,0.59,0.00,0.00
623.80000,-395.23,0.59,0.00,0.00
623.82000,-395.29,0.59,0.00,0.00
623.84000,-395.34,0.59,0.00,0.00
623.86000,-395.40,0.59,0.00,0.00
623.88000,-395.45,0.59,0.00,0.00
623.90000,-395.51,0.59,0.00,0.00
623.92000,-395.56,0.59,0.00,0.00
623.94000,-395.62,0.59,0.00,0.00
623.96000,-395.68,0.59,0.00,0.00
623.98000,-395.73,0.59,0.00,0.00
624.00000,-395.79,0.59,0.00,0.00
624.02000,-395.84,0.59,0.00,0.00
624.04000,-395.90,0.59,0.00,0.00
624.06000,-395.95,0.59,0.00,0.00
624.08000,-396.01,0.59,0.00,0.00
624.10000,-396.07,0.59,0.00,0.00
624.12000,-396.12,0.59,0.00,0.00
624.14000,-396.18,0.59,0.00,0.00
624.16000,-396.23,0.59,0.00,0.00
624.18000,-396.29,0.59,0.00,0.00
624.20000,-396.35,0.59,0.00,0.00
624.22000,-396.40,0.59,0.00,0.00
624.24000,-396.46,0.59,0.00,0.00
624.26000,-396.51,0.59,0.00,0.00
624.28000,-396.57,0.59,0.00,0.00
624.30000,-396.63,0.59,0.00,0.00
624.32000,-396.68,0.59,0.00,0.00
624.34000,-396.74,0.59,0.00,0.00
624.36000,-396.79,0.59,0.00,0.00
624.38000,-396.85,0.59,0.00,0.00
624.40000,-396.91,0.59,0.00,0.00
624.42000,-396.96,0.59,0.00,0.00
624.44000,-397.02,0.59,0.00,0.00
624.46000,-397.07,0.59,0.00,0.00
624.48000,-397.13,0.59,0.00,0.00
624.50000,-397.19,0.59,0.00,0.00
624.52000,-397.24,0.59,0.00,0.00
624.54000,-397.30,0.59,0.00,0.00
624.56000,-397.35,0.59,0.00,0.00
624.58000,-397.41,0.59,0.00,0.00
624.60000,-397.47,0.59,0.00,0.00
624.62000,-397.52,0.59,0.00,0.00
624.64000,-397.58,0.59,0.00,0.00
624.66000,-397.63,0.59,0.00,0.00
624.68000,-397.69,0.59,0.00,0.00
624.70000,-397.75,0.59,0.00,0.00
624.72000,-397.80,0.59,0.00,0.00
624.74000,-397.86,0.59,0.00,0.00
624.76000,-397.92,0.59,0.00,0.00
624.78000,-397.97,0.59,0.00,0.00
624.80000,-398.03,0.59,0.00,0.00
624.82000,-398.08,0.59,0.00,0.00
624.84000,-398.14,0.59,0.00,0.00
624.86000,-398.20,0.59,0.00,0.00
624.88000,-398.25,0.59,0.00,0.00
624.90000,-398.31,0.59,0.00,0.00
624.92000,-398.37,0.59,0.00,0.00
624.94000,-398.42,0.59,0.00,0.00
624.96000,-398.48,0.59,0.00,0.00
624.98000,-398.53,0.59,0.00,0.00
625.00000,-398.59,0.59,0.00,0.00
625.02000,-398.65,0.59,0.00,0.00
625.04000,-398.70,0.59,0.00,0.00
625.06000,-398.76,0.59,0.00,0.00
625.08000,-398.82,0.59,0.00,0.00
625.10000,-398.87,0.59,0.00,0.00
625.12000,-398.93,0.59,0.00,0.00
625.14000,-398.98,0.59,0.00,0.00
625.16000,-399.04,0.59,0.00,0.00
625.18000,-399.10,0.59,0.00,0.00
625.20000,-399.15,0.59,0.00,0.00
625.22000,-399.21,0.59,0.00,0.00
625.24000,-399.27,0.59,0.00,0.00
625.26000,-399.32,0.59,0.00,0.00
