Cs1,6p1/2,,,
1142.51400,-572.63,11.88,0.00,0.00
1142.53400,-572.69,11.88,0.00,0.00
1142.55400,-572.74,11.88,0.00,0.00
1142.57400,-572.80,11.88,0.00,0.00
1142.59400,-572.85,11.88,0.00,0.00
1142.61400,-572.91,11.88,0.00,0.00
1142.63400,-572.96,11.88,0.00,0.00
1142.65400,-573.02,11.88,0.00,0.00
1142.67400,-573.07,11.88,0.00,0.00
1142.69400,-573.13,11.88,0.00,0.00
1142.71400,-573.19,11.88,0.00,0.00
1142.73400,-573.24,11.88,0.00,0.00
1142.75400,-573.30,11.88,0.00,0.00
1142.77400,-573.35,11.88,0.00,0.00
1142.79400,-573.41,11.88,0.00,0.00
1142.81400,-573.46,11.88,0.00,0.00
1142.83400,-573.52,11.88,0.00,0.00
1142.85400,-573.58,11.87,0.00,0.00
1142.87400,-573.63,11.87,0.00,0.00
1142.89400,-573.69,11.87,0.00,0.00
1142.91400,-573.74,11.87,0.00,0.00
1142.93400,-573.80,11.87,0.00,0.00
1142.95400,-573.85,11.87,0.00,0.00
1142.97400,-573.91,11.87,0.00,0.00
1142.99400,-573.97,11.87,0.00,0.00
1143.01400,-574.02,11.87,0.00,0.00
1143.03400,-574.08,11.87,0.00,0.00
1143.05400,-574.13,11.87,0.00,0.00
1143.07400,-574.19,11.87,0.00,0.00
1143.09400,-574.24,11.87,0.00,0.00
1143.11400,-574.30,11.87,0.00,0.00
1143.13400,-574.36,11.87,0.00,0.00
1143.15400,-574.41,11.87,0.00,0.00
1143.17400,-574.47,11.87,0.00,0.00
1143.19400,-574.52,11.87,0.00,0.00
1143.21400,-574.58,11.87,0.00,0.00
1143.23400,-574.63,11.87,0.00,0.00
1143.25400,-574.69,11.87,0.00,0.00
1143.27400,-574.75,11.87,0.00,0.00
1143.29400,-574.80,11.87,0.00,0.00
1143.31400,-574.86,11.87,0.00,0.00
1143.33400,-574.91,11.87,0.00,0.00
1143.35400,-574.97,11.87,0.00,0.00
1143.37400,-575.03,11.87,0.00,0.00
1143.39400,-575.08,11.87,0.00,0.00
1143.41400,-575.14,11.87,0.00,0.00
1143.43400,-575.19,11.87,0.00,0.00
1143.45400,-575.25,11.87,0.00,0.00
1143.47400,-575.31,11.87,0.00,0.00
1143.49400,-575.36,11.87,0.00,0.00
1143.51400,-575.42,11.87,0.00,0.00
1143.53400,-575.47,11.87,0.00,0.00
1143.55400,-575.53,11.87,0.00,0.00
1143.57400,-575.59,11.87,0.00,0.00
1143.59400,-575.64,11.87,0.00,0.00
1143.61400,-575.70,11.87,0.00,0.00
1143.63400,-575.75,11.87,0.00,0.00
1143.65400,-575.81,11.87,0.00,0.00
1143.67400,-575.87,11.87,0.00,0.00
1143.69400,-575.92,11.87,0.00,0.00
1143.71400,-575.98,11.87,0.00,0.00
1143.73400,-576.03,11.87,0.00,0.00
1143.75400,-576.09,11.87,0.00,0.00
1143.77400,-576.15,11.87,0.00,0.00
1143.79400,-576.20,11.87,0.00,0.00
1143.81400,-576.26,11.87,0.00,0.00
1143.83400,-576.32,11.87,0.00,0.00
1143.85400,-576.37,11.87,0.00,0.00
1143.87400,-576.43,11.87,0.00,0.00
1143.89400,-576.48,11.87,0.00,0.00
1143.91400,-576.54,11.87,0.00,0.00
1143.93400,-576.60,11.87,0.00,0.00
1143.95400,-576.65,11.87,0.00,0.00
1143.97400,-576.71,11.87,0.00,0.00
1143.99400,-576.77,11.87,0.00,0.00
1144.01400,-576.82,11.87,0.00,0.00
1144.03400,-576.88,11.87,0.00,0.00
1144.05400,-576.93,11.86,0.00,0.00
1144.07400,-576.99,11.86,0.00,0.00
1144.09400,-577.05,11.86,0.00,0.00
1144.11400,-577.10,11.86,0.00,0.00
1144.13400,-577.16,11.86,0.00,0.00
1144.15400,-577.22,11.86,0.00,0.00
1144.17400,-577.27,11.86,0.00,0.00
1144.19400,-577.33,11.86,0.00,0.00
1144.21400,-577.38,11.86,0.00,0.00
1144.23400,-577.44,11.86,0.00,0.00
1144.25400,-577.50,11.86,0.00,0.00
1144.27400,-577.55,11.86,0.00,0.00
1144.29400,-577.61,11.86,0.00,0.00
1144.31400,-577.67,11.86,0.00,0.00
1144.33400,-577.72,11.86,0.00,0.00
1144.35400,-577.78,11.86,0.00,0.00
1144.37400,-577.84,11.86,0.00,0.00
1144.39400,-577.89,11.86,0.00,0.00
1144.41400,-577.95,11.86,0.00,0.00
1144.43400,-578.01,11.86,0.00,0.00
1144.45400,-578.06,11.86,0.00,0.00
1144.47400,-578.12,11.86,0.00,0.00
1144.49400,-578.18,11.86,0.00,0.00
1144.51400,-578.23,11.86,0.00,0.00
1144.53400,-578.29,11.86,0.00,0.00
1144.55400,-578.34,11.86,0.00,0.00
1144.57400,-578.40,11.86,0.00,0.00
1144.59400,-578.46,11.86,0.00,0.00
1144.61400,-578.51,11.86,0.00,0.00
1144.63400,-578.57,11.86,0.00,0.00
1144.65400,-578.63,11.86,0.00,0.00
1144.67400,-578.68,11.86,0.00,0.00
1144.69400,-578.74,11.86,0.00,0.00
1144.71400,-578.80,11.86,0.00,0.00
1144.73400,-578.85,11.86,0.00,0.00
1144.75400,-578.91,11.86,0.00,0.00
1144.77400,-578.97,11.86,0.00,0.00
1144.79400,-579.02,11.86,0.00,0.00
1144.81400,-579.08,11.86,0.00,0.00
1144.83400,-579.14,11.86,0.00,0.00
1144.85400,-579.19,11.86,0.00,0.00
1144.87400,-579.25,11.86,0.00,0.00
1144.89400,-579.31,11.86,0.00,0.00
1144.91400,-579.36,11.86,0.00,0.00
1144.93400,-579.42,11.86,0.00,0.00
1144.95400,-579.48,11.86,0.00,0.00
1144.97400,-579.54,11.86,0.00,0.00
1144.99400,-579.59,11.86,0.00,0.00
1145.01400,-579.65,11.86,0.00,0.00
1145.03400,-579.71,11.86,0.00,0.00
1145.05400,-579.76,11.86,0.00,0.00
1145.07400,-579.82,11.86,0.00,0.00
1145.09400,-579.88,11.86,0.00,0.00
1145.11400,-579.93,11.86,0.00,0.00
1145.13400,-579.99,11.86,0.00,0.00
1145.15400,-580.05,11.86,0.00,0.00
1145.17400,-580.10,11.86,0.00,0.00
1145.19400,-580.16,11.86,0.00,0.00
1145.21400,-580.22,11.86,0.00,0.00
1145.23400,-580.27,11.86,0.00,0.00
1145.25400,-580.33,11.86,0.00,0.00
1145.27400,-580.39,11.85,0.00,0.00
1145.29400,-580.45,11.85,0.00,0.00
1145.31400,-580.50,11.85,0.00,0.00
1145.33400,-580.56,11.85,0.00,0.00
1145.35400,-580.62,11.85,0.00,0.00
1145.37400,-580.67,11.85,0.00,0.00
1145.39400,-580.73,11.85,0.00,0.00
1145.41400,-580.79,11.85,0.00,0.00
1145.43400,-580.84,11.85,0.00,0.00
1145.45400,-580.90,11.85,0.00,0.00
1145.47400,-580.96,11.85,0.00,0.00
1145.49400,-581.02,11.85,0.00,0.00
1145.51400,-581.07,11.85,0.00,0.00
1145.53400,-581.13,11.85,0.00,0.00
1145.55400,-581.19,11.85,0.00,0.00
1145.57400,-581.24,11.85,0.00,0.00
1145.59400,-581.30,11.85,0.00,0.00
1145.61400,-581.36,11.85,0.00,0.00
1145.63400,-581.42,11.85,0.00,0.00
1145.65400,-581.47,11.85,0.00,0.00
1145.67400,-581.53,11.85,0.00,0.00
1145.69400,-581.59,11.85,0.00,0.00
1145.71400,-581.64,11.85,0.00,0.00
1145.73400,-581.70,11.85,0.00,0.00
1145.75400,-581.76,11.85,0.00,0.00
1145.77400,-581.82,11.85,0.00,0.00
1145.79400,-581.87,11.85,0.00,0.00
1145.81400,-581.93,11.85,0.00,0.00
1145.83400,-581.99,11.85,0.00,0.00
1145.85400,-582.05,11.85,0.00,0.00
1145.87400,-582.10,11.85,0.00,0.00
1145.89400,-582.16,11.85,0.00,0.00
1145.91400,-582.22,11.85,0.00,0.00
1145.93400,-582.27,11.85,0.00,0.00
1145.95400,-582.33,11.85,0.00,0.00
1145.97400,-582.39,11.85,0.00,0.00
1145.99400,-582.45,11.85,0.00,0.00
1146.01400,-582.50,11.85,0.00,0.00
1146.03400,-582.56,11.85,0.00,0.00
1146.05400,-582.62,11.85,0.00,0.00
1146.07400,-582.68,11.85,0.00,0.00
1146.09400,-582.73,11.85,0.00,0.00
1146.11400,-582.79,11.85,0.00,0.00
1146.13400,-582.85,11.85,0.00,0.00
1146.15400,-582.91,11.85,0.00,0.00
1146.17400,-582.96,11.85,0.00,0.00
1146.19400,-583.02,11.85,0.00,0.00
1146.21400,-583.08,11.85,0.00,0.00
1146.23400,-583.14,11.85,0.00,0.00
1146.25400,-583.19,11.85,0.00,0.00
1146.27400,-583.25,11.85,0.00,0.00
1146.29400,-583.31,11.85,0.00,0.00
1146.31400,-583.37,11.85,0.00,0.00
1146.33400,-583.42,11.85,0.00,0.00
1146.35400,-583.48,11.85,0.00,0.00
1146.37400,-583.54,11.85,0.00,0.00
1146.39400,-583.60,11.85,0.00,0.00
1146.41400,-583.65,11.85,0.00,0.00
1146.43400,-583.71,11.85,0.00,0.00
1146.45400,-583.77,11.85,0.00,0.00
1146.47400,-583.83,11.85,0.00,0.00
1146.49400,-583.88,11.85,0.00,0.00
1146.51400,-583.94,11.85,0.00,0.00
1146.53400,-584.00,11.85,0.00,0.00
1146.55400,-584.06,11.84,0.00,0.00
1146.57400,-584.11,11.84,0.00,0.00
1146.59400,-584.17,11.84,0.00,0.00
1146.61400,-584.23,11.84,0.00,0.00
1146.63400,-584.29,11.84,0.00,0.00
1146.65400,-584.35,11.84,0.00,0.00
1146.67400,-584.40,11.84,0.00,0.00
1146.69400,-584.46,11.84,0.00,0.00
1146.71400,-584.52,11.84,0.00,0.00
1146.73400,-584.58,11.84,0.00,0.00
1146.75400,-584.63,11.84,0.00,0.00
1146.77400,-584.69,11.84,0.00,0.00
1146.79400,-584.75,11.84,0.00,0.00
1146.81400,-584.81,11.84,0.00,0.00
1146.83400,-584.87,11.84,0.00,0.00
1146.85400,-584.92,11.84,0.00,0.00
1146.87400,-584.98,11.84,0.00,0.00
1146.89400,-585.04,11.84,0.00,0.00
1146.91400,-585.10,11.84,0.00,0.00
1146.93400,-585.16,11.84,0.00,0.00
1146.95400,-585.21,11.84,0.00,0.00
1146.97400,-585.27,11.84,0.00,0.00
1146.99400,-585.33,11.84,0.00,0.00
1147.01400,-585.39,11.84,0.00,0.00
1147.03400,-585.44,11.84,0.00,0.00
1147.05400,-585.50,11.84,0.00,0.00
1147.07400,-585.56,11.84,0.00,0.00
1147.09400,-585.62,11.84,0.00,0.00
1147.11400,-585.68,11.84,0.00,0.00
1147.13400,-585.73,11.84,0.00,0.00
1147.15400,-585.79,11.84,0.00,0.00
1147.17400,-585.85,11.84,0.00,0.00
1147.19400,-585.91,11.84,0.00,0.00
1147.21400,-585.97,11.84,0.00,0.00
1147.23400,-586.02,11.84,0.00,0.00
1147.25400,-586.08,11.84,0.00,0.00
1147.27400,-586.14,11.84,0.00,0.00
1147.29400,-586.20,11.84,0.00,0.00
1147.31400,-586.26,11.84,0.00,0.00
1147.33400,-586.32,11.84,0.00,0.00
1147.35400,-586.37,11.84,0.00,0.00
1147.37400,-586.43,11.84,0.00,0.00
1147.39400,-586.49,11.84,0.00,0.00
1147.41400,-586.55,11.84,0.00,0.00
1147.43400,-586.61,11.84,0.00,0.00
1147.45400,-586.66,11.84,0.00,0.00
1147.47400,-586.72,11.84,0.00,0.00
1147.49400,-586.78,11.84,0.00,0.00
1147.51400,-586.84,11.84,0.00,0.00
1147.53400,-586.90,11.84,0.00,0.00
1147.55400,-586.96,11.84,0.00,0.00
1147.57400,-587.01,11.84,0.00,0.00
1147.59400,-587.07,11.84,0.00,0.00
1147.61400,-587.13,11.84,0.00,0.00
1147.63400,-587.19,11.84,0.00,0.00
1147.65400,-587.25,11.84,0.00,0.00
1147.67400,-587.30,11.84,0.00,0.00
1147.69400,-587.36,11.84,0.00,0.00
1147.71400,-587.42,11.84,0.00,0.00
1147.73400,-587.48,11.84,0.00,0.00
1147.75400,-587.54,11.84,0.00,0.00
1147.77400,-587.60,11.84,0.00,0.00
1147.79400,-587.65,11.84,0.00,0.00
1147.81400,-587.71,11.84,0.00,0.00
1147.83400,-587.77,11.84,0.00,0.00
1147.85400,-587.83,11.84,0.00,0.00
1147.87400,-587.89,11.83,0.00,0.00
1147.89400,-587.95,11.83,0.00,0.00
1147.91400,-588.01,11.83,0.00,0.00
1147.93400,-588.06,11.83,0.00,0.00
1147.95400,-588.12,11.83,0.00,0.00
1147.97400,-588.18,11.83,0.00,0.00
1147.99400,-588.24,11.83,0.00,0.00
1148.01400,-588.30,11.83,0.00,0.00
1148.03400,-588.36,11.83,0.00,0.00
1148.05400,-588.41,11.83,0.00,0.00
1148.07400,-588.47,11.83,0.00,0.00
1148.09400,-588.53,11.83,0.00,0.00
1148.11400,-588.59,11.83,0.00,0.00
1148.13400,-588.65,11.83,0.00,0.00
1148.15400,-588.71,11.83,0.00,0.00
1148.17400,-588.77,11.83,0.00,0.00
1148.19400,-588.82,11.83,0.00,0.00
1148.21400,-588.88,11.83,0.00,0.00
1148.23400,-588.94,11.83,0.00,0.00
1148.25400,-589.00,11.83,0.00,0.00
1148.27400,-589.06,11.83,0.00,0.00
1148.29400,-589.12,11.83,0.00,0.00
1148.31400,-589.18,11.83,0.00,0.00
1148.33400,-589.24,11.83,0.00,0.00
1148.35400,-589.29,11.83,0.00,0.00
1148.37400,-589.35,11.83,0.00,0.00
1148.39400,-589.41,11.83,0.00,0.00
1148.41400,-589.47,11.83,0.00,0.00
1148.43400,-589.53,11.83,0.00,0.00
1148.45400,-589.59,11.83,0.00,0.00
1148.47400,-589.65,11.83,0.00,0.00
1148.49400,-589.71,11.83,0.00,0.00
1148.51400,-589.76,11.83,0.00,0.00
1148.53400,-589.82,11.83,0.00,0.00
1148.55400,-589.88,11.83,0.00,0.00
1148.57400,-589.94,11.83,0.00,0.00
1148.59400,-590.00,11.83,0.00,0.00
1148.61400,-590.06,11.83,0.00,0.00
1148.63400,-590.12,11.83,0.00,0.00
1148.65400,-590.18,11.83,0.00,0.00
1148.67400,-590.23,11.83,0.00,0.00
1148.69400,-590.29,11.83,0.00,0.00
1148.71400,-590.35,11.83,0.00,0.00
1148.73400,-590.41,11.83,0.00,0.00
1148.75400,-590.47,11.83,0.00,0.00
1148.77400,-590.53,11.83,0.00,0.00
1148.79400,-590.59,11.83,0.00,0.00
1148.81400,-590.65,11.83,0.00,0.00
1148.83400,-590.71,11.83,0.00,0.00
1148.85400,-590.76,11.83,0.00,0.00
1148.87400,-590.82,11.83,0.00,0.00
1148.89400,-590.88,11.83,0.00,0.00
1148.91400,-590.94,11.83,0.00,0.00
1148.93400,-591.00,11.83,0.00,0.00
1148.95400,-591.06,11.83,0.00,0.00
1148.97400,-591.12,11.83,0.00,0.00
1148.99400,-591.18,11.83,0.00,0.00
1149.01400,-591.24,11.83,0.00,0.00
1149.03400,-591.30,11.83,0.00,0.00
1149.05400,-591.36,11.83,0.00,0.00
1149.07400,-591.41,11.83,0.00,0.00
1149.09400,-591.47,11.83,0.00,0.00
1149.11400,-591.53,11.83,0.00,0.00
1149.13400,-591.59,11.83,0.00,0.00
1149.15400,-591.65,11.83,0.00,0.00
1149.17400,-591.71,11.83,0.00,0.00
1149.19400,-591.77,11.83,0.00,0.00
1149.21400,-591.83,11.83,0.00,0.00
1149.23400,-591.89,11.82,0.00,0.00
1149.25400,-591.95,11.82,0.00,0.00
1149.27400,-592.01,11.82,0.00,0.00
1149.29400,-592.07,11.82,0.00,0.00
1149.31400,-592.12,11.82,0.00,0.00
1149.33400,-592.18,11.82,0.00,0.00
1149.35400,-592.24,11.82,0.00,0.00
1149.37400,-592.30,11.82,0.00,0.00
1149.39400,-592.36,11.82,0.00,0.00
1149.41400,-592.42,11.82,0.00,0.00
1149.43400,-592.48,11.82,0.00,0.00
1149.45400,-592.54,11.82,0.00,0.00
1149.47400,-592.60,11.82,0.00,0.00
1149.49400,-592.66,11.82,0.00,0.00
1149.51400,-592.72,11.82,0.00,0.00
1149.53400,-592.78,11.82,0.00,0.00
1149.55400,-592.84,11.82,0.00,0.00
1149.57400,-592.90,11.82,0.00,0.00
1149.59400,-592.96,11.82,0.00,0.00
1149.61400,-593.01,11.82,0.00,0.00
1149.63400,-593.07,11.82,0.00,0.00
1149.65400,-593.13,11.82,0.00,0.00
1149.67400,-593.19,11.82,0.00,0.00
1149.69400,-593.25,11.82,0.00,0.00
1149.71400,-593.31,11.82,0.00,0.00
1149.73400,-593.37,11.82,0.00,0.00
1149.75400,-593.43,11.82,0.00,0.00
1149.77400,-593.49,11.82,0.00,0.00
1149.79400,-593.55,11.82,0.00,0.00
1149.81400,-593.61,11.82,0.00,0.00
1149.83400,-593.67,11.82,0.00,0.00
1149.85400,-593.73,11.82,0.00,0.00
1149.87400,-593.79,11.82,0.00,0.00
1149.89400,-593.85,11.82,0.00,0.00
1149.91400,-593.91,11.82,0.00,0.00
1149.93400,-593.97,11.82,0.00,0.00
1149.95400,-594.03,11.82,0.00,0.00
1149.97400,-594.09,11.82,0.00,0.00
1149.99400,-594.15,11.82,0.00,0.00
1150.01400,-594.21,11.82,0.00,0.00
1150.03400,-594.26,11.82,0.00,0.00
1150.05400,-594.32,11.82,0.00,0.00
1150.07400,-594.38,11.82,0.00,0.00
1150.09400,-594.44,11.82,0.00,0.00
1150.11400,-594.50,11.82,0.00,0.00
1150.13400,-594.56,11.82,0.00,0.00
1150.15400,-594.62,11.82,0.00,0.00
1150.17400,-594.68,11.82,0.00,0.00
1150.19400,-594.74,11.82,0.00,0.00
1150.21400,-594.80,11.82,0.00,0.00
1150.23400,-594.86,11.82,0.00,0.00
1150.25400,-594.92,11.82,0.00,0.00
1150.27400,-594.98,11.82,0.00,0.00
1150.29400,-595.04,11.82,0.00,0.00
1150.31400,-595.10,11.82,0.00,0.00
1150.33400,-595.16,11.82,0.00,0.00
1150.35400,-595.22,11.82,0.00,0.00
1150.37400,-595.28,11.82,0.00,0.00
1150.39400,-595.34,11.82,0.00,0.00
1150.41400,-595.40,11.82,0.00,0.00
1150.43400,-595.46,11.82,0.00,0.00
1150.45400,-595.52,11.82,0.00,0.00
1150.47400,-595.58,11.82,0.00,0.00
1150.49400,-595.64,11.82,0.00,0.00
1150.51400,-595.70,11.82,0.00,0.00
1150.53400,-595.76,11.82,0.00,0.00
1150.55400,-595.82,11.82,0.00,0.00
1150.57400,-595.88,11.82,0.00,0.00
1150.59400,-595.94,11.82,0.00,0.00
1150.61400,-596.00,11.82,0.00,0.00
1150.63400,-596.06,11.82,0.00,0.00
1150.65400,-596.12,11.81,0.00,0.00
1150.67400,-596.18,11.81,0.00,0.00
1150.69400,-596.24,11.81,0.00,0.00
1150.71400,-596.30,11.81,0.00,0.00
1150.73400,-596.36,11.81,0.00,0.00
1150.75400,-596.42,11.81,0.00,0.00
1150.77400,-596.48,11.81,0.00,0.00
1150.79400,-596.54,11.81,0.00,0.00
1150.81400,-596.60,11.81,0.00,0.00
1150.83400,-596.66,11.81,0.00,0.00
1150.85400,-596.72,11.81,0.00,0.00
1150.87400,-596.78,11.81,0.00,0.00
1150.89400,-596.84,11.81,0.00,0.00
1150.91400,-596.90,11.81,0.00,0.00
1150.93400,-596.96,11.81,0.00,0.00
1150.95400,-597.02,11.81,0.00,0.00
1150.97400,-597.08,11.81,0.00,0.00
1150.99400,-597.14,11.81,0.00,0.00
1151.01400,-597.20,11.81,0.00,0.00
1151.03400,-597.26,11.81,0.00,0.00
1151.05400,-597.32,11.81,0.00,0.00
1151.07400,-597.38,11.81,0.00,0.00
1151.09400,-597.44,11.81,0.00,0.00
1151.11400,-597.50,11.81,0.00,0.00
1151.13400,-597.56,11.81,0.00,0.00
1151.15400,-597.62,11.81,0.00,0.00
1151.17400,-597.68,11.81,0.00,0.00
1151.19400,-597.75,11.81,0.00,0.00
1151.21400,-597.81,11.81,0.00,0.00
1151.23400,-597.87,11.81,0.00,0.00
1151.25400,-597.93,11.81,0.00,0.00
1151.27400,-597.99,11.81,0.00,0.00
1151.29400,-598.05,11.81,0.00,0.00
1151.31400,-598.11,11.81,0.00,0.00
1151.33400,-598.17,11.81,0.00,0.00
1151.35400,-598.23,11.81,0.00,0.00
1151.37400,-598.29,11.81,0.00,0.00
1151.39400,-598.35,11.81,0.00,0.00
1151.41400,-598.41,11.81,0.00,0.00
1151.43400,-598.47,11.81,0.00,0.00
1151.45400,-598.53,11.81,0.00,0.00
1151.47400,-598.59,11.81,0.00,0.00
1151.49400,-598.65,11.81,0.00,0.00
1151.51400,-598.71,11.81,0.00,0.00
1151.53400,-598.77,11.81,0.00,0.00
1151.55400,-598.83,11.81,0.00,0.00
1151.57400,-598.89,11.81,0.00,0.00
1151.59400,-598.95,11.81,0.00,0.00
1151.61400,-599.02,11.81,0.00,0.00
1151.63400,-599.08,11.81,0.00,0.00
1151.65400,-599.14,11.81,0.00,0.00
1151.67400,-599.20,11.81,0.00,0.00
1151.69400,-599.26,11.81,0.00,0.00
1151.71400,-599.32,11.81,0.00,0.00
1151.73400,-599.38,11.81,0.00,0.00
1151.75400,-599.44,11.81,0.00,0.00
1151.77400,-599.50,11.81,0.00,0.00
1151.79400,-599.56,11.81,0.00,0.00
1151.81400,-599.62,11.81,0.00,0.00
1151.83400,-599.68,11.81,0.00,0.00
1151.85400,-599.74,11.81,0.00,0.00
1151.87400,-599.80,11.81,0.00,0.00
1151.89400,-599.86,11.81,0.00,0.00
1151.91400,-599.93,11.81,0.00,0.00
1151.93400,-599.99,11.81,0.00,0.00
1151.95400,-600.05,11.81,0.00,0.00
1151.97400,-600.11,11.81,0.00,0.00
1151.99400,-600.17,11.81,0.00,0.00
1152.01400,-600.23,11.81,0.00,0.00
1152.03400,-600.29,11.81,0.00,0.00
1152.05400,-600.35,11.81,0.00,0.00
1152.07400,-600.41,11.81,0.00,0.00
1152.09400,-600.47,11.81,0.00,0.00
1152.11400,-600.53,11.81,0.00,0.00
1152.13400,-600.59,11.80,0.00,0.00
1152.15400,-600.66,11.80,0.00,0.00
1152.17400,-600.72,11.80,0.00,0.00
1152.19400,-600.78,11.80,0.00,0.00
1152.21400,-600.84,11.80,0.00,0.00
1152.23400,-600.90,11.80,0.00,0.00
1152.25400,-600.96,11.80,0.00,0.00
1152.27400,-601.02,11.80,0.00,0.00
1152.29400,-601.08,11.80,0.00,0.00
1152.31400,-601.14,11.80,0.00,0.00
1152.33400,-601.20,11.80,0.00,0.00
1152.35400,-601.27,11.80,0.00,0.00
1152.37400,-601.33,11.80,0.00,0.00
1152.39400,-601.39,11.80,0.00,0.00
1152.41400,-601.45,11.80,0.00,0.00
1152.43400,-601.51,11.80,0.00,0.00
1152.45400,-601.57,11.80,0.00,0.00
1152.47400,-601.63,11.80,0.00,0.00
1152.49400,-601.69,11.80,0.00,0.00
1152.51400,-601.75,11.80,0.00,0.00
1152.53400,-601.82,11.80,0.00,0.00
1152.55400,-601.88,11.80,0.00,0.00
1152.57400,-601.94,11.80,0.00,0.00
1152.59400,-602.00,11.80,0.00,0.00
1152.61400,-602.06,11.80,0.00,0.00
1152.63400,-602.12,11.80,0.00,0.00
1152.65400,-602.18,11.80,0.00,0.00
1152.67400,-602.24,11.80,0.00,0.00
1152.69400,-602.30,11.80,0.00,0.00
1152.71400,-602.37,11.80,0.00,0.00
1152.73400,-602.43,11.80,0.00,0.00
1152.75400,-602.49,11.80,0.00,0.00
1152.77400,-602.55,11.80,0.00,0.00
1152.79400,-602.61,11.80,0.00,0.00
1152.81400,-602.67,11.80,0.00,0.00
1152.83400,-602.73,11.80,0.00,0.00
1152.85400,-602.80,11.80,0.00,0.00
1152.87400,-602.86,11.80,0.00,0.00
1152.89400,-602.92,11.80,0.00,0.00
1152.91400,-602.98,11.80,0.00,0.00
1152.93400,-603.04,11.80,0.00,0.00
1152.95400,-603.10,11.80,0.00,0.00
1152.97400,-603.16,11.80,0.00,0.00
1152.99400,-603.22,11.80,0.00,0.00
1153.01400,-603.29,11.80,0.00,0.00
1153.03400,-603.35,11.80,0.00,0.00
1153.05400,-603.41,11.80,0.00,0.00
1153.07400,-603.47,11.80,0.00,0.00
1153.09400,-603.53,11.80,0.00,0.00
1153.11400,-603.59,11.80,0.00,0.00
1153.13400,-603.65,11.80,0.00,0.00
1153.15400,-603.72,11.80,0.00,0.00
1153.17400,-603.78,11.80,0.00,0.00
1153.19400,-603.84,11.80,0.00,0.00
1153.21400,-603.90,11.80,0.00,0.00
1153.23400,-603.96,11.80,0.00,0.00
1153.25400,-604.02,11.80,0.00,0.00
1153.27400,-604.09,11.80,0.00,0.00
1153.29400,-604.15,11.80,0.00,0.00
1153.31400,-604.21,11.80,0.00,0.00
1153.33400,-604.27,11.80,0.00,0.00
1153.35400,-604.33,11.80,0.00,0.00
1153.37400,-604.39,11.80,0.00,0.00
1153.39400,-604.46,11.80,0.00,0.00
1153.41400,-604.52,11.80,0.00,0.00
1153.43400,-604.58,11.80,0.00,0.00
1153.45400,-604.64,11.80,0.00,0.00
1153.47400,-604.70,11.80,0.00,0.00
1153.49400,-604.76,11.80,0.00,0.00
1153.51400,-604.83,11.80,0.00,0.00
1153.53400,-604.89,11.80,0.00,0.00
1153.55400,-604.95,11.80,0.00,0.00
1153.57400,-605.01,11.80,0.00,0.00
1153.59400,-605.07,11.80,0.00,0.00
1153.61400,-605.13,11.80,0.00,0.00
1153.63400,-605.20,11.80,0.00,0.00
1153.65400,-605.26,11.80,0.00,0.00
1153.67400,-605.32,11.80,0.00,0.00
1153.69400,-605.38,11.79,0.00,0.00
1153.71400,-605.44,11.79,0.00,0.00
1153.73400,-605.51,11.79,0.00,0.00
1153.75400,-605.57,11.79,0.00,0.00
1153.77400,-605.63,11.79,0.00,0.00
1153.79400,-605.69,11.79,0.00,0.00
1153.81400,-605.75,11.79,0.00,0.00
1153.83400,-605.82,11.79,0.00,0.00
1153.85400,-605.88,11.79,0.00,0.00
1153.87400,-605.94,11.79,0.00,0.00
1153.89400,-606.00,11.79,0.00,0.00
1153.91400,-606.06,11.79,0.00,0.00
1153.93400,-606.12,11.79,0.00,0.00
1153.95400,-606.19,11.79,0.00,0.00
1153.97400,-606.25,11.79,0.00,0.00
1153.99400,-606.31,11.79,0.00,0.00
1154.01400,-606.37,11.79,0.00,0.00
1154.03400,-606.44,11.79,0.00,0.00
1154.05400,-606.50,11.79,0.00,0.00
1154.07400,-606.56,11.79,0.00,0.00
1154.09400,-606.62,11.79,0.00,0.00
1154.11400,-606.68,11.79,0.00,0.00
1154.13400,-606.75,11.79,0.00,0.00
1154.15400,-606.81,11.79,0.00,0.00
1154.17400,-606.87,11.79,0.00,0.00
1154.19400,-606.93,11.79,0.00,0.00
1154.21400,-606.99,11.79,0.00,0.00
1154.23400,-607.06,11.79,0.00,0.00
1154.25400,-607.12,11.79,0.00,0.00
1154.27400,-607.18,11.79,0.00,0.00
1154.29400,-607.24,11.79,0.00,0.00
1154.31400,-607.31,11.79,0.00,0.00
1154.33400,-607.37,11.79,0.00,0.00
1154.35400,-607.43,11.79,0.00,0.00
1154.37400,-607.49,11.79,0.00,0.00
1154.39400,-607.55,11.79,0.00,0.00
1154.41400,-607.62,11.79,0.00,0.00
1154.43400,-607.68,11.79,0.00,0.00
1154.45400,-607.74,11.79,0.00,0.00
1154.47400,-607.80,11.79,0.00,0.00
1154.49400,-607.87,11.79,0.00,0.00
1154.51400,-607.93,11.79,0.00,0.00
1154.53400,-607.99,11.79,0.00,0.00
1154.55400,-608.05,11.79,0.00,0.00
1154.57400,-608.12,11.79,0.00,0.00
1154.59400,-608.18,11.79,0.00,0.00
1154.61400,-608.24,11.79,0.00,0.00
1154.63400,-608.30,11.79,0.00,0.00
1154.65400,-608.36,11.79,0.00,0.00
