Cs1,6p3/2,,,
Wavelength,alpha_0,Uncertainty,alpha_2,Uncertainty
794.52900,-31033.32,662.99,30762.34,662.88
794.53000,-31443.77,671.64,31172.78,671.53
794.53100,-31865.06,680.51,31594.06,680.40
794.53200,-32297.63,689.62,32026.62,689.51
794.53300,-32741.93,698.97,32470.93,698.87
794.53400,-33198.46,708.58,32927.45,708.48
794.53500,-33667.73,718.47,33396.71,718.36
794.53600,-34150.27,728.63,33879.25,728.52
794.53700,-34646.66,739.08,34375.63,738.98
794.53800,-35157.50,749.83,34886.47,749.74
794.53900,-35683.43,760.91,35412.40,760.81
794.54000,-36225.13,772.31,35954.09,772.22
794.54100,-36783.33,784.07,36512.28,783.97
794.54200,-37358.78,796.19,37087.72,796.09
794.54300,-37952.29,808.68,37681.24,808.59
794.54400,-38564.74,821.58,38293.68,821.49
794.54500,-39197.04,834.89,38925.98,834.81
794.54600,-39850.18,848.65,39579.11,848.56
794.54700,-40525.19,862.86,40254.12,862.78
794.54800,-41223.21,877.56,40952.13,877.47
794.54900,-41945.42,892.77,41674.34,892.68
794.55000,-42693.11,908.51,42422.02,908.43
794.55100,-43467.65,924.82,43196.55,924.74
794.55200,-44270.50,941.73,43999.40,941.65
794.55300,-45103.26,959.26,44832.15,959.19
794.55400,-45967.62,977.46,45696.51,977.39
794.55500,-46865.42,996.37,46594.31,996.30
794.55600,-47798.64,1016.02,47527.52,1015.95
794.55700,-48769.41,1036.46,48498.29,1036.39
794.55800,-49780.06,1057.75,49508.93,1057.68
794.55900,-50833.07,1079.92,50561.94,1079.85
794.56000,-51931.19,1103.04,51660.05,1102.98
794.56100,-53077.36,1127.18,52806.22,1127.11
794.56200,-54274.82,1152.40,54003.67,1152.33
794.56300,-55527.09,1178.77,55255.93,1178.70
794.56400,-56838.01,1206.37,56566.85,1206.31
794.56500,-58211.80,1235.30,57940.64,1235.24
794.56600,-59653.11,1265.65,59381.94,1265.59
794.56700,-61167.03,1297.53,60895.85,1297.48
794.56800,-62759.18,1331.06,62488.00,1331.00
794.56900,-64435.81,1366.37,64164.62,1366.31
794.57000,-66203.81,1403.60,65932.62,1403.55
794.57100,-68070.85,1442.92,67799.66,1442.86
794.57200,-70045.51,1484.50,69774.31,1484.45
794.57300,-72137.37,1528.55,71866.16,1528.50
794.57400,-74357.17,1575.30,74085.96,1575.25
794.57500,-76717.03,1624.99,76445.81,1624.94
794.57600,-79230.62,1677.92,78959.40,1677.88
794.57700,-81913.49,1734.42,81642.27,1734.38
794.57800,-84783.32,1794.86,84512.09,1794.81
794.57900,-87860.37,1859.65,87589.14,1859.61
794.58000,-91167.92,1929.31,90896.68,1929.27
794.58100,-94732.87,2004.38,94461.62,2004.34
794.58200,-98586.49,2085.53,98315.24,2085.50
794.58300,-102765.32,2173.53,102494.07,2173.50
794.58400,-107312.35,2269.29,107041.09,2269.26
794.58500,-112278.47,2373.87,112007.21,2373.84
794.58600,-117724.43,2488.55,117453.16,2488.52
794.58700,-123723.31,2614.88,123452.03,2614.86
794.58800,-130363.80,2754.72,130092.52,2754.70
794.58900,-137754.67,2910.37,137483.38,2910.34
794.59000,-146030.71,3084.65,145759.42,3084.63
794.59100,-155361.08,3281.14,155089.79,3281.12
794.59200,-165960.96,3504.36,165689.66,3504.34
794.59300,-178108.36,3760.17,177837.06,3760.15
794.59400,-192168.86,4056.27,191897.55,4056.26
794.59500,-208633.02,4402.99,208361.71,4402.98
794.59600,-228174.84,4814.52,227903.52,4814.51
794.59700,-251746.22,5310.91,251474.90,5310.90
794.59800,-280736.81,5921.43,280465.48,5921.42
794.59900,-317258.20,6690.53,316986.87,6690.52
794.60000,-364682.81,7689.25,364411.47,7689.24
794.60100,-428749.95,9038.44,428478.61,9038.44
794.60200,-520084.33,10961.86,519812.98,10961.85
794.60300,-660799.27,13925.19,660527.92,13925.18
794.60400,-905778.26,19084.22,905506.91,19084.21
794.60500,-1439102.88,30315.54,1438831.52,30315.54
794.60800,1880906.70,39600.80,-1881178.07,39600.80
794.60900,1063599.34,22389.06,-1063870.72,22389.06
794.61000,741510.30,15606.17,-741781.68,15606.16
794.61100,569202.39,11977.52,-569473.78,11977.52
794.61200,461906.57,9717.97,-462177.96,9717.97
794.61300,388668.61,8175.65,-388940.01,8175.64
794.61400,335493.67,7055.84,-335765.07,7055.83
794.61500,295130.73,6205.83,-295402.14,6205.82
794.61600,263447.26,5538.61,-263718.67,5538.60
794.61700,237915.44,5000.93,-238186.86,5000.92
794.61800,216902.21,4558.42,-217173.64,4558.40
794.61900,199305.55,4187.85,-199576.98,4187.83
794.62000,184354.85,3873.00,-184626.28,3872.98
794.62100,171495.04,3602.19,-171766.48,3602.17
794.62200,160316.16,3366.77,-160587.60,3366.75
794.62300,150508.86,3160.24,-150780.31,3160.22
794.62400,141835.30,2977.58,-142106.75,2977.56
794.62500,134109.63,2814.89,-134381.09,2814.86
794.62600,127184.51,2669.06,-127455.98,2669.03
794.62700,120941.65,2537.59,-121213.12,2537.56
794.62800,115284.95,2418.46,-115556.43,2418.43
794.62900,110135.56,2310.02,-110407.04,2309.99
794.63000,105428.16,2210.89,-105699.65,2210.86
794.63100,101108.20,2119.92,-101379.69,2119.88
794.63200,97129.72,2036.14,-97401.21,2036.10
794.63300,93453.78,1958.73,-93725.28,1958.69
794.63400,90047.13,1886.99,-90318.63,1886.95
794.63500,86881.23,1820.32,-87152.74,1820.28
794.63600,83931.42,1758.20,-84202.94,1758.16
794.63700,81176.32,1700.18,-81447.84,1700.14
794.63800,78597.26,1645.87,-78868.78,1645.82
794.63900,76177.89,1594.92,-76449.42,1594.87
794.64000,73903.82,1547.03,-74175.36,1546.98
794.64100,71762.35,1501.94,-72033.89,1501.89
794.64200,69742.21,1459.39,-70013.76,1459.34
794.64300,67833.37,1419.20,-68104.92,1419.15
794.64400,66026.88,1381.16,-66298.43,1381.10
794.64500,64314.72,1345.10,-64586.28,1345.05
794.64600,62689.69,1310.88,-62961.25,1310.82
794.64700,61145.31,1278.36,-61416.88,1278.30
794.64800,59675.71,1247.41,-59947.28,1247.35
794.64900,58275.60,1217.93,-58547.18,1217.87
794.65000,56940.16,1189.81,-57211.74,1189.74
794.65100,55665.01,1162.95,-55936.59,1162.89
794.65200,54446.15,1137.29,-54717.74,1137.22
794.65300,53279.95,1112.73,-53551.54,1112.66
794.65400,52163.05,1089.21,-52434.66,1089.14
794.65500,51092.41,1066.66,-51364.01,1066.59
794.65600,50065.19,1045.03,-50336.81,1044.96
794.65700,49078.82,1024.26,-49350.44,1024.19
794.65800,48130.91,1004.30,-48402.53,1004.23
794.65900,47219.24,985.10,-47490.87,985.03
794.66000,46341.79,966.63,-46613.42,966.55
794.66100,45496.65,948.83,-45768.29,948.75
794.66200,44682.08,931.68,-44953.72,931.60
794.66300,43896.44,915.13,-44168.09,915.05
794.66400,43138.23,899.17,-43409.88,899.09
794.66500,42406.02,883.75,-42677.68,883.67
794.66600,41698.52,868.85,-41970.18,868.77
794.66700,41014.47,854.45,-41286.14,854.36
794.66800,40352.75,840.51,-40624.42,840.43
794.66900,39712.27,827.03,-39983.95,826.94
794.67000,39092.02,813.97,-39363.71,813.88
794.67100,38491.07,801.31,-38762.76,801.22
794.67200,37908.53,789.05,-38180.22,788.95
794.67300,37343.55,777.15,-37615.25,777.05
794.67400,36795.37,765.61,-37067.07,765.51
794.67500,36263.24,754.40,-36534.94,754.30
794.67600,35746.46,743.52,-36018.18,743.42
794.67700,35244.39,732.95,-35516.11,732.85
794.67800,34756.40,722.67,-35028.13,722.57
794.67900,34281.92,712.68,-34553.64,712.58
794.68000,33820.37,702.96,-34092.11,702.86
794.68100,33371.26,693.51,-33642.99,693.40
794.68200,32934.07,684.30,-33205.81,684.19
794.68300,32508.34,675.34,-32780.08,675.23
794.68400,32093.62,666.61,-32365.37,666.49
794.68500,31689.50,658.10,-31961.26,657.98
794.68600,31295.57,649.80,-31567.33,649.69
794.68700,30911.45,641.71,-31183.22,641.60
794.68800,30536.79,633.83,-30808.56,633.71
794.68900,30171.22,626.13,-30443.00,626.01
794.69000,29814.44,618.62,-30086.22,618.50
794.69100,29466.12,611.28,-29737.90,611.16
794.69200,29125.96,604.12,-29397.75,604.00
794.69300,28793.69,597.12,-29065.49,597.00
794.69400,28469.04,590.29,-28740.84,590.16
794.69500,28151.73,583.61,-28423.54,583.48
794.69600,27841.53,577.08,-28113.34,576.95
794.69700,27538.21,570.69,-27810.02,570.56
794.69800,27241.52,564.44,-27513.34,564.31
794.69900,26951.27,558.33,-27223.10,558.20
794.70000,26667.24,552.35,-26939.07,552.22
794.70100,26389.23,546.50,-26661.07,546.36
794.70200,26117.06,540.77,-26388.90,540.63
794.70300,25850.54,535.16,-26122.38,535.02
794.70400,25589.50,529.66,-25861.35,529.52
794.70500,25333.77,524.28,-25605.62,524.14
794.70600,25083.19,519.00,-25355.05,518.86
794.70700,24837.60,513.83,-25109.47,513.69
794.70800,24596.87,508.76,-24868.74,508.62
794.70900,24360.84,503.79,-24632.72,503.65
794.71000,24129.39,498.92,-24401.27,498.77
794.71100,23902.37,494.14,-24174.25,493.99
794.71200,23679.66,489.45,-23951.55,489.30
794.71300,23461.14,484.85,-23733.04,484.70
794.71400,23246.70,480.34,-23518.60,480.18
794.71500,23036.22,475.91,-23308.12,475.75
794.71600,22829.59,471.56,-23101.50,471.40
794.71700,22626.70,467.29,-22898.62,467.13
794.71800,22427.46,463.09,-22699.38,462.93
794.71900,22231.77,458.97,-22503.70,458.81
794.72000,22039.54,454.92,-22311.47,454.76
794.72100,21850.66,450.95,-22122.60,450.78
794.72200,21665.07,447.04,-21937.01,446.87
794.72300,21482.67,443.20,-21754.61,443.03
794.72400,21303.37,439.43,-21575.32,439.26
794.72500,21127.11,435.72,-21399.06,435.55
794.72600,20953.80,432.07,-21225.76,431.90
794.72700,20783.38,428.48,-21055.34,428.31
794.72800,20615.76,424.95,-20887.73,424.78
794.72900,20450.89,421.48,-20722.86,421.30
794.73000,20288.69,418.07,-20560.67,417.89
794.73100,20129.10,414.71,-20401.08,414.53
794.73200,19972.06,411.40,-20244.04,411.22
794.73300,19817.50,408.15,-20089.49,407.97
794.73400,19665.37,404.94,-19937.37,404.76
794.73500,19515.62,401.79,-19787.62,401.61
794.73600,19368.18,398.69,-19640.19,398.50
794.73700,19223.00,395.63,-19495.02,395.45
794.73800,19080.04,392.62,-19352.06,392.43
794.73900,18939.24,389.66,-19211.26,389.47
794.74000,18800.55,386.74,-19072.57,386.55
794.74100,18663.92,383.86,-18935.95,383.67
794.74200,18529.32,381.03,-18801.35,380.84
794.74300,18396.69,378.24,-18668.73,378.04
794.74400,18265.99,375.49,-18538.04,375.29
794.74500,18137.18,372.78,-18409.23,372.58
794.74600,18010.22,370.10,-18282.28,369.90
794.74700,17885.08,367.47,-18157.14,367.27
794.74800,17761.70,364.87,-18033.77,364.67
794.74900,17640.06,362.31,-17912.13,362.11
794.75000,17520.11,359.79,-17792.19,359.58
794.75100,17401.83,357.30,-17673.91,357.09
794.75200,17285.18,354.84,-17557.26,354.63
794.75300,17170.12,352.42,-17442.21,352.21
794.75400,17056.62,350.03,-17328.72,349.82
794.75500,16944.66,347.68,-17216.76,347.46
794.75600,16834.19,345.35,-17106.30,345.14
794.75700,16725.20,343.06,-16997.31,342.84
794.75800,16617.64,340.79,-16889.76,340.58
794.75900,16511.50,338.56,-16783.62,338.34
794.76000,16406.74,336.36,-16678.87,336.13
794.76100,16303.34,334.18,-16575.47,333.96
794.76200,16201.27,332.03,-16473.41,331.81
794.76300,16100.51,329.91,-16372.65,329.69
794.76400,16001.03,327.82,-16273.18,327.59
794.76500,15902.81,325.75,-16174.96,325.52
794.76600,15805.82,323.71,-16077.98,323.48
794.76700,15710.04,321.69,-15982.20,321.46
794.76800,15615.45,319.70,-15887.62,319.47
794.76900,15522.02,317.74,-15794.19,317.50
794.77000,15429.74,315.79,-15701.92,315.56
794.77100,15338.58,313.88,-15610.76,313.64
794.77200,15248.53,311.98,-15520.71,311.74
794.77300,15159.56,310.11,-15431.75,309.87
794.77400,15071.65,308.26,-15343.84,308.02
794.77500,14984.78,306.43,-15256.98,306.19
794.77600,14898.95,304.62,-15171.15,304.38
794.77700,14814.12,302.84,-15086.33,302.59
794.77800,14730.28,301.07,-15002.49,300.83
794.77900,14647.41,299.33,-14919.63,299.08
794.78000,14565.50,297.61,-14837.73,297.36
794.78100,14484.54,295.90,-14756.77,295.65
794.78200,14404.49,294.22,-14676.73,293.97
794.78300,14325.35,292.55,-14597.59,292.30
794.78400,14247.11,290.91,-14519.36,290.65
794.78500,14169.74,289.28,-14441.99,289.02
794.78600,14093.24,287.67,-14365.50,287.41
794.78700,14017.59,286.08,-14289.85,285.82
794.78800,13942.77,284.50,-14215.03,284.24
794.78900,13868.77,282.95,-14141.04,282.68
794.79000,13795.58,281.41,-14067.85,281.14
794.79100,13723.18,279.88,-13995.46,279.62
794.79200,13651.56,278.38,-13923.85,278.11
794.79300,13580.72,276.89,-13853.01,276.62
794.79400,13510.63,275.41,-13782.92,275.14
794.79500,13441.28,273.95,-13713.58,273.68
794.79600,13372.67,272.51,-13644.97,272.24
794.79700,13304.78,271.08,-13577.09,270.81
794.79800,13237.60,269.67,-13509.91,269.39
794.79900,13171.11,268.27,-13443.43,267.99
794.80000,13105.32,266.88,-13377.64,266.61
794.80100,13040.20,265.51,-13312.53,265.23
794.80200,12975.75,264.16,-13248.09,263.88
794.80300,12911.96,262.82,-13184.30,262.53
794.80400,12848.81,261.49,-13121.16,261.20
794.80500,12786.30,260.17,-13058.65,259.89
794.80600,12724.42,258.87,-12996.77,258.58
794.80700,12663.15,257.58,-12935.51,257.29
794.80800,12602.50,256.31,-12874.86,256.02
794.80900,12542.44,255.04,-12814.81,254.75
794.81000,12482.98,253.79,-12755.35,253.50
794.81100,12424.10,252.55,-12696.47,252.26
794.81200,12365.79,251.33,-12638.17,251.03
794.81300,12308.04,250.11,-12580.43,249.81
794.81400,12250.86,248.91,-12523.25,248.61
794.81500,12194.22,247.72,-12466.62,247.42
794.81600,12138.12,246.54,-12410.53,246.23
794.81700,12082.56,245.37,-12354.97,245.06
794.81800,12027.52,244.21,-12299.94,243.91
794.81900,11973.01,243.06,-12245.42,242.76
794.82000,11919.00,241.93,-12191.42,241.62
794.82100,11865.50,240.80,-12137.93,240.49
794.82200,11812.49,239.69,-12084.93,239.38
794.82300,11759.98,238.58,-12032.42,238.27
794.82400,11707.95,237.49,-11980.39,237.17
794.82500,11656.39,236.40,-11928.84,236.09
794.82600,11605.31,235.33,-11877.76,235.01
794.82700,11554.68,234.26,-11827.14,233.95
794.82800,11504.52,233.21,-11776.98,232.89
794.82900,11454.81,232.16,-11727.28,231.84
794.83000,11405.54,231.13,-11678.02,230.81
794.83100,11356.72,230.10,-11629.19,229.78
794.83200,11308.32,229.08,-11580.81,228.76
794.83300,11260.36,228.07,-11532.84,227.75
794.83400,11212.81,227.07,-11485.31,226.75
794.83500,11165.69,226.08,-11438.18,225.75
794.83600,11118.97,225.10,-11391.47,224.77
794.83700,11072.66,224.13,-11345.17,223.79
794.83800,11026.75,223.16,-11299.26,222.83
794.83900,10981.24,222.20,-11253.75,221.87
794.84000,10936.11,221.26,-11208.63,220.92
794.84100,10891.37,220.31,-11163.90,219.98
794.84200,10847.02,219.38,-11119.55,219.04
794.84300,10803.03,218.46,-11075.57,218.12
794.84400,10759.42,217.54,-11031.96,217.20
794.84500,10716.17,216.63,-10988.72,216.29
794.84600,10673.29,215.73,-10945.84,215.38
794.84700,10630.76,214.83,-10903.32,214.49
794.84800,10588.59,213.95,-10861.15,213.60
794.84900,10546.76,213.07,-10819.33,212.72
794.85000,10505.28,212.20,-10777.85,211.84
794.85100,10464.14,211.33,-10736.71,210.98
794.85200,10423.33,210.47,-10695.91,210.12
794.85300,10382.85,209.62,-10655.44,209.27
794.85400,10342.70,208.78,-10615.30,208.42
794.85500,10302.88,207.94,-10575.47,207.58
794.85600,10263.37,207.11,-10535.97,206.75
794.85700,10224.18,206.29,-10496.79,205.92
794.85800,10185.31,205.47,-10457.92,205.11
794.85900,10146.74,204.66,-10419.35,204.29
794.86000,10108.47,203.85,-10381.09,203.49
794.86100,10070.51,203.05,-10343.13,202.69
794.86200,10032.84,202.26,-10305.47,201.89
794.86300,9995.47,201.48,-10268.10,201.11
794.86400,9958.39,200.70,-10231.03,200.33
794.86500,9921.59,199.92,-10194.24,199.55
794.86600,9885.08,199.16,-10157.73,198.78
794.86700,9848.85,198.39,-10121.51,198.02
794.86800,9812.90,197.64,-10085.56,197.26
794.86900,9777.22,196.89,-10049.88,196.51
794.87000,9741.81,196.14,-10014.48,195.76
794.87100,9706.67,195.41,-9979.35,195.02
794.87200,9671.80,194.67,-9944.48,194.29
794.87300,9637.19,193.95,-9909.87,193.56
794.87400,9602.83,193.22,-9875.52,192.84
794.87500,9568.73,192.51,-9841.43,192.12
794.87600,9534.89,191.79,-9807.59,191.41
794.87700,9501.30,191.09,-9774.00,190.70
794.87800,9467.95,190.39,-9740.66,190.00
794.87900,9434.85,189.69,-9707.57,189.30
794.88000,9401.99,189.00,-9674.71,188.61
794.88100,9369.37,188.32,-9642.10,187.92
794.88200,9336.99,187.64,-9609.72,187.24
794.88300,9304.84,186.96,-9577.58,186.56
794.88400,9272.93,186.29,-9545.67,185.89
794.88500,9241.24,185.62,-9513.99,185.22
794.88600,9209.78,184.96,-9482.53,184.56
794.88700,9178.55,184.31,-9451.30,183.90
794.88800,9147.54,183.65,-9420.30,183.25
794.88900,9116.74,183.01,-9389.51,182.60
794.89000,9086.17,182.36,-9358.94,181.96
794.89100,9055.81,181.73,-9328.58,181.32
794.89200,9025.66,181.09,-9298.44,180.68
794.89300,8995.73,180.46,-9268.51,180.05
794.89400,8966.00,179.84,-9238.79,179.42
794.89500,8936.48,179.22,-9209.27,178.80
794.89600,8907.16,178.60,-9179.96,178.18
794.89700,8878.04,177.99,-9150.85,177.57
794.89800,8849.13,177.38,-9121.94,176.96
794.89900,8820.41,176.78,-9093.23,176.36
794.90000,8791.89,176.18,-9064.71,175.76
794.90100,8763.56,175.58,-9036.39,175.16
794.90200,8735.43,174.99,-9008.26,174.57
794.90300,8707.48,174.41,-8980.31,173.98
794.90400,8679.72,173.82,-8952.56,173.39
794.90500,8652.15,173.24,-8925.00,172.81
794.90600,8624.76,172.67,-8897.61,172.24
794.90700,8597.56,172.10,-8870.41,171.66
794.90800,8570.54,171.53,-8843.39,171.09
794.90900,8543.69,170.96,-8816.55,170.53
794.91000,8517.02,170.40,-8789.89,169.97
794.91100,8490.53,169.85,-8763.40,169.41
794.91200,8464.21,169.30,-8737.09,168.85
794.91300,8438.06,168.75,-8710.95,168.30
794.91400,8412.09,168.20,-8684.97,167.76
794.91500,8386.28,167.66,-8659.17,167.21
794.91600,8360.64,167.12,-8633.53,166.67
794.91700,8335.16,166.58,-8608.06,166.14
794.91800,8309.85,166.05,-8582.76,165.60
794.91900,8284.70,165.52,-8557.61,165.07
794.92000,8259.71,165.00,-8532.63,164.55
794.92100,8234.88,164.48,-8507.80,164.02
794.92200,8210.20,163.96,-8483.13,163.50
794.92300,8185.69,163.44,-8458.62,162.99
794.92400,8161.33,162.93,-8434.26,162.47
794.92500,8137.12,162.42,-8410.06,161.96
794.92600,8113.06,161.92,-8386.01,161.46
794.92700,8089.15,161.42,-8362.10,160.95
794.92800,8065.39,160.92,-8338.35,160.45
794.92900,8041.78,160.42,-8314.74,159.96
794.93000,8018.32,159.93,-8291.28,159.46
794.93100,7995.00,159.44,-8267.97,158.97
794.93200,7971.82,158.95,-8244.80,158.48
794.93300,7948.79,158.47,-8221.77,158.00
794.93400,7925.89,157.99,-8198.88,157.52
794.93500,7903.14,157.51,-8176.13,157.04
794.93600,7880.52,157.04,-8153.52,156.56
794.93700,7858.05,156.56,-8131.05,156.09
794.93800,7835.70,156.09,-8108.71,155.62
794.93900,7813.49,155.63,-8086.51,155.15
794.94000,7791.42,155.16,-8064.44,154.68
794.94100,7769.48,154.70,-8042.50,154.22
794.94200,7747.66,154.25,-8020.69,153.76
794.94300,7725.98,153.79,-7999.01,153.30
794.94400,7704.43,153.34,-7977.46,152.85
794.94500,7683.00,152.89,-7956.04,152.40
794.94600,7661.70,152.44,-7934.75,151.95
794.94700,7640.53,152.00,-7913.58,151.50
794.94800,7619.48,151.55,-7892.53,151.06
794.94900,7598.55,151.11,-7871.61,150.62
794.95000,7577.74,150.68,-7850.81,150.18
794.95100,7557.06,150.24,-7830.13,149.75
794.95200,7536.50,149.81,-7809.57,149.31
794.95300,7516.05,149.38,-7789.13,148.88
794.95400,7495.72,148.96,-7768.81,148.45
794.95500,7475.51,148.53,-7748.60,148.03
794.95600,7455.42,148.11,-7728.51,147.61
794.95700,7435.43,147.69,-7708.54,147.18
794.95800,7415.57,147.27,-7688.67,146.77
794.95900,7395.81,146.86,-7668.92,146.35
794.96000,7376.17,146.45,-7649.29,145.94
794.96100,7356.64,146.04,-7629.76,145.52
794.96200,7337.22,145.63,-7610.34,145.12
794.96300,7317.91,145.22,-7591.04,144.71
794.96400,7298.70,144.82,-7571.84,144.30
794.96500,7279.61,144.42,-7552.75,143.90
794.96600,7260.62,144.02,-7533.76,143.50
794.96700,7241.73,143.62,-7514.88,143.10
794.96800,7222.95,143.23,-7496.11,142.71
794.96900,7204.28,142.84,-7477.44,142.31
794.97000,7185.70,142.45,-7458.87,141.92
794.97100,7167.23,142.06,-7440.40,141.53
794.97200,7148.86,141.67,-7422.03,141.15
794.97300,7130.59,141.29,-7403.77,140.76
794.97400,7112.42,140.91,-7385.60,140.38
794.97500,7094.35,140.53,-7367.54,140.00
794.97600,7076.37,140.15,-7349.57,139.62
794.97700,7058.50,139.78,-7331.70,139.24
794.97800,7040.72,139.41,-7313.92,138.87
794.97900,7023.03,139.03,-7296.24,138.50
794.98000,7005.44,138.67,-7278.66,138.13
794.98100,6987.95,138.30,-7261.17,137.76
794.98200,6970.54,137.93,-7243.77,137.39
794.98300,6953.23,137.57,-7226.46,137.03
794.98400,6936.01,137.21,-7209.25,136.66
794.98500,6918.89,136.85,-7192.13,136.30
794.98600,6901.85,136.49,-7175.09,135.94
794.98700,6884.90,136.14,-7158.15,135.59
794.98800,6868.05,135.78,-7141.30,135.23
794.98900,6851.28,135.43,-7124.53,134.88
794.99000,6834.59,135.08,-7107.86,134.53
794.99100,6818.00,134.73,-7091.27,134.18
794.99200,6801.49,134.39,-7074.76,133.83
794.99300,6785.06,134.04,-7058.34,133.48
794.99400,6768.73,133.70,-7042.01,133.14
794.99500,6752.47,133.36,-7025.76,132.80
794.99600,6736.30,133.02,-7009.59,132.46
794.99700,6720.21,132.68,-6993.51,132.12
794.99800,6704.21,132.35,-6977.51,131.78
794.99900,6688.28,132.01,-6961.59,131.44
795.00000,6672.44,131.68,-6945.75,131.11
795.00100,6656.67,131.35,-6929.99,130.78
795.00200,6640.99,131.02,-6914.31,130.45
795.00300,6625.39,130.69,-6898.72,130.12
795.00400,6609.86,130.37,-6883.20,129.79
795.00500,6594.42,130.04,-6867.75,129.47
795.00600,6579.05,129.72,-6852.39,129.14
795.00700,6563.75,129.40,-6837.10,128.82
795.00800,6548.54,129.08,-6821.89,128.50
795.00900,6533.39,128.76,-6806.75,128.18
795.01000,6518.33,128.45,-6791.69,127.86
795.01100,6503.34,128.13,-6776.71,127.55
795.01200,6488.42,127.82,-6761.79,127.23
795.01300,6473.58,127.51,-6746.95,126.92
795.01400,6458.81,127.20,-6732.19,126.61
795.01500,6444.11,126.89,-6717.49,126.30
795.01600,6429.48,126.58,-6702.87,125.99
795.01700,6414.92,126.28,-6688.32,125.69
795.01800,6400.44,125.97,-6673.84,125.38
795.01900,6386.03,125.67,-6659.43,125.08
795.02000,6371.68,125.37,-6645.09,124.78
795.02100,6357.41,125.07,-6630.82,124.47
795.02200,6343.20,124.77,-6616.62,124.18
795.02300,6329.06,124.48,-6602.49,123.88
795.02400,6314.99,124.18,-6588.43,123.58
795.02500,6300.99,123.89,-6574.43,123.29
795.02600,6287.05,123.60,-6560.50,122.99
795.02700,6273.18,123.31,-6546.63,122.70
795.02800,6259.38,123.02,-6532.83,122.41
795.02900,6245.64,122.73,-6519.10,122.12
795.03000,6231.97,122.44,-6505.43,121.83
795.03100,6218.36,122.16,-6491.83,121.55
795.03200,6204.82,121.87,-6478.29,121.26
795.03300,6191.33,121.59,-6464.81,120.98
795.03400,6177.92,121.31,-6451.40,120.69
795.03500,6164.56,121.03,-6438.05,120.41
795.03600,6151.27,120.75,-6424.76,120.13
795.03700,6138.04,120.47,-6411.53,119.85
795.03800,6124.87,120.20,-6398.37,119.58
795.03900,6111.76,119.92,-6385.26,119.30
795.04000,6098.71,119.65,-6372.22,119.02
795.04100,6085.72,119.38,-6359.24,118.75
795.04200,6072.79,119.11,-6346.31,118.48
795.04300,6059.92,118.84,-6333.45,118.21
795.04400,6047.11,118.57,-6320.65,117.94
795.04500,6034.36,118.30,-6307.90,117.67
795.04600,6021.67,118.04,-6295.21,117.40
795.04700,6009.03,117.77,-6282.58,117.14
795.04800,5996.45,117.51,-6270.01,116.87
795.04900,5983.93,117.24,-6257.49,116.61
795.05000,5971.47,116.98,-6245.03,116.34
795.05100,5959.06,116.72,-6232.62,116.08
795.05200,5946.71,116.46,-6220.28,115.82
795.05300,5934.41,116.21,-6207.98,115.56
795.05400,5922.17,115.95,-6195.75,115.30
795.05500,5909.98,115.70,-6183.56,115.05
795.05600,5897.84,115.44,-6171.43,114.79
795.05700,5885.76,115.19,-6159.36,114.54
795.05800,5873.74,114.94,-6147.34,114.28
795.05900,5861.76,114.69,-6135.37,114.03
795.06000,5849.84,114.44,-6123.45,113.78
795.06100,5837.98,114.19,-6111.59,113.53
795.06200,5826.16,113.94,-6099.78,113.28
795.06300,5814.40,113.69,-6088.02,113.03
795.06400,5802.69,113.45,-6076.32,112.79
795.06500,5791.02,113.20,-6064.66,112.54
795.06600,5779.41,112.96,-6053.05,112.30
795.06700,5767.85,112.72,-6041.50,112.05
795.06800,5756.34,112.48,-6030.00,111.81
795.06900,5744.89,112.24,-6018.54,111.57
795.07000,5733.48,112.00,-6007.14,111.33
795.07100,5722.11,111.76,-5995.78,111.09
795.07200,5710.80,111.52,-5984.47,110.85
795.07300,5699.54,111.29,-5973.21,110.61
795.07400,5688.32,111.05,-5962.00,110.38
795.07500,5677.16,110.82,-5950.84,110.14
795.07600,5666.04,110.59,-5939.73,109.91
795.07700,5654.96,110.35,-5928.66,109.68
795.07800,5643.94,110.12,-5917.64,109.44
795.07900,5632.96,109.89,-5906.66,109.21
795.08000,5622.03,109.66,-5895.74,108.98
795.08100,5611.14,109.44,-5884.86,108.75
795.08200,5600.30,109.21,-5874.02,108.52
795.08300,5589.51,108.98,-5863.23,108.30
795.08400,5578.76,108.76,-5852.49,108.07
795.08500,5568.05,108.53,-5841.79,107.84
795.08600,5557.39,108.31,-5831.13,107.62
795.08700,5546.78,108.09,-5820.52,107.40
795.08800,5536.21,107.87,-5809.96,107.17
795.08900,5525.68,107.65,-5799.43,106.95
795.09000,5515.20,107.43,-5788.96,106.73
795.09100,5504.76,107.21,-5778.52,106.51
795.09200,5494.36,106.99,-5768.13,106.29
795.09300,5484.01,106.77,-5757.78,106.07
795.09400,5473.69,106.56,-5747.47,105.86
795.09500,5463.42,106.34,-5737.21,105.64
795.09600,5453.20,106.13,-5726.99,105.42
795.09700,5443.01,105.92,-5716.80,105.21
795.09800,5432.87,105.70,-5706.67,105.00
795.09900,5422.76,105.49,-5696.57,104.78
795.10000,5412.70,105.28,-5686.51,104.57
795.10100,5402.68,105.07,-5676.49,104.36
795.10200,5392.70,104.86,-5666.52,104.15
