Cs1,6p3/2,,,
Wavelength,alpha_0,Uncertainty,alpha_2,Uncertainty
1937.93200,70.59,21.13,-351.67,4.71
1937.95200,70.55,21.13,-351.65,4.71
1937.97200,70.52,21.13,-351.64,4.71
1937.99200,70.49,21.13,-351.62,4.71
1938.01200,70.46,21.13,-351.60,4.71
1938.03200,70.42,21.13,-351.59,4.71
1938.05200,70.39,21.13,-351.57,4.71
1938.07200,70.36,21.13,-351.56,4.71
1938.09200,70.33,21.14,-351.54,4.71
1938.11200,70.29,21.14,-351.52,4.71
1938.13200,70.26,21.14,-351.51,4.71
1938.15200,70.23,21.14,-351.49,4.71
1938.17200,70.19,21.14,-351.47,4.71
1938.19200,70.16,21.14,-351.46,4.71
1938.21200,70.13,21.14,-351.44,4.71
1938.23200,70.10,21.14,-351.43,4.71
1938.25200,70.06,21.14,-351.41,4.71
1938.27200,70.03,21.14,-351.39,4.71
1938.29200,70.00,21.14,-351.38,4.72
1938.31200,69.96,21.14,-351.36,4.72
1938.33200,69.93,21.14,-351.34,4.72
1938.35200,69.90,21.14,-351.33,4.72
1938.37200,69.87,21.14,-351.31,4.72
1938.39200,69.83,21.14,-351.30,4.72
1938.41200,69.80,21.14,-351.28,4.72
1938.43200,69.77,21.14,-351.26,4.72
1938.45200,69.73,21.15,-351.25,4.72
1938.47200,69.70,21.15,-351.23,4.72
1938.49200,69.67,21.15,-351.22,4.72
1938.51200,69.64,21.15,-351.20,4.72
1938.53200,69.60,21.15,-351.18,4.72
1938.55200,69.57,21.15,-351.17,4.72
1938.57200,69.54,21.15,-351.15,4.72
1938.59200,69.51,21.15,-351.13,4.72
1938.61200,69.47,21.15,-351.12,4.72
1938.63200,69.44,21.15,-351.10,4.72
1938.65200,69.41,21.15,-351.09,4.72
1938.67200,69.37,21.15,-351.07,4.72
1938.69200,69.34,21.15,-351.05,4.72
1938.71200,69.31,21.15,-351.04,4.72
1938.73200,69.28,21.15,-351.02,4.72
1938.75200,69.24,21.15,-351.01,4.72
1938.77200,69.21,21.15,-350.99,4.72
1938.79200,69.18,21.16,-350.97,4.72
1938.81200,69.14,21.16,-350.96,4.72
1938.83200,69.11,21.16,-350.94,4.72
1938.85200,69.08,21.16,-350.92,4.72
1938.87200,69.05,21.16,-350.91,4.72
1938.89200,69.01,21.16,-350.89,4.72
1938.91200,68.98,21.16,-350.88,4.72
1938.93200,68.95,21.16,-350.86,4.72
1938.95200,68.92,21.16,-350.84,4.72
1938.97200,68.88,21.16,-350.83,4.72
1938.99200,68.85,21.16,-350.81,4.72
1939.01200,68.82,21.16,-350.80,4.72
1939.03200,68.78,21.16,-350.78,4.72
1939.05200,68.75,21.16,-350.76,4.72
1939.07200,68.72,21.16,-350.75,4.72
1939.09200,68.69,21.16,-350.73,4.72
1939.11200,68.65,21.16,-350.71,4.72
1939.13200,68.62,21.17,-350.70,4.72
1939.15200,68.59,21.17,-350.68,4.72
1939.17200,68.55,21.17,-350.67,4.72
1939.19200,68.52,21.17,-350.65,4.72
1939.21200,68.49,21.17,-350.63,4.72
1939.23200,68.46,21.17,-350.62,4.72
1939.25200,68.42,21.17,-350.60,4.72
1939.27200,68.39,21.17,-350.59,4.72
1939.29200,68.36,21.17,-350.57,4.72
1939.31200,68.33,21.17,-350.55,4.72
1939.33200,68.29,21.17,-350.54,4.72
1939.35200,68.26,21.17,-350.52,4.72
1939.37200,68.23,21.17,-350.51,4.72
1939.39200,68.19,21.17,-350.49,4.72
1939.41200,68.16,21.17,-350.47,4.72
1939.43200,68.13,21.17,-350.46,4.72
1939.45200,68.10,21.17,-350.44,4.72
1939.47200,68.06,21.18,-350.42,4.72
1939.49200,68.03,21.18,-350.41,4.72
1939.51200,68.00,21.18,-350.39,4.72
1939.53200,67.97,21.18,-350.38,4.72
1939.55200,67.93,21.18,-350.36,4.72
1939.57200,67.90,21.18,-350.34,4.72
1939.59200,67.87,21.18,-350.33,4.72
1939.61200,67.83,21.18,-350.31,4.72
1939.63200,67.80,21.18,-350.30,4.72
1939.65200,67.77,21.18,-350.28,4.72
1939.67200,67.74,21.18,-350.26,4.72
1939.69200,67.70,21.18,-350.25,4.72
1939.71200,67.67,21.18,-350.23,4.72
1939.73200,67.64,21.18,-350.22,4.72
1939.75200,67.61,21.18,-350.20,4.72
1939.77200,67.57,21.18,-350.18,4.72
1939.79200,67.54,21.18,-350.17,4.72
1939.81200,67.51,21.19,-350.15,4.72
1939.83200,67.47,21.19,-350.13,4.72
1939.85200,67.44,21.19,-350.12,4.72
1939.87200,67.41,21.19,-350.10,4.72
1939.89200,67.38,21.19,-350.09,4.72
1939.91200,67.34,21.19,-350.07,4.72
1939.93200,67.31,21.19,-350.05,4.72
1939.95200,67.28,21.19,-350.04,4.73
1939.97200,67.25,21.19,-350.02,4.73
1939.99200,67.21,21.19,-350.01,4.73
1940.01200,67.18,21.19,-349.99,4.73
1940.03200,67.15,21.19,-349.97,4.73
1940.05200,67.11,21.19,-349.96,4.73
1940.07200,67.08,21.19,-349.94,4.73
1940.09200,67.05,21.19,-349.93,4.73
1940.11200,67.02,21.19,-349.91,4.73
1940.13200,66.98,21.19,-349.89,4.73
1940.15200,66.95,21.20,-349.88,4.73
1940.17200,66.92,21.20,-349.86,4.73
1940.19200,66.89,21.20,-349.85,4.73
1940.21200,66.85,21.20,-349.83,4.73
1940.23200,66.82,21.20,-349.81,4.73
1940.25200,66.79,21.20,-349.80,4.73
1940.27200,66.75,21.20,-349.78,4.73
1940.29200,66.72,21.20,-349.76,4.73
1940.31200,66.69,21.20,-349.75,4.73
1940.33200,66.66,21.20,-349.73,4.73
1940.35200,66.62,21.20,-349.72,4.73
1940.37200,66.59,21.20,-349.70,4.73
1940.39200,66.56,21.20,-349.68,4.73
1940.41200,66.53,21.20,-349.67,4.73
1940.43200,66.49,21.20,-349.65,4.73
1940.45200,66.46,21.20,-349.64,4.73
1940.47200,66.43,21.20,-349.62,4.73
1940.49200,66.39,21.21,-349.60,4.73
1940.51200,66.36,21.21,-349.59,4.73
1940.53200,66.33,21.21,-349.57,4.73
1940.55200,66.30,21.21,-349.56,4.73
1940.57200,66.26,21.21,-349.54,4.73
1940.59200,66.23,21.21,-349.52,4.73
1940.61200,66.20,21.21,-349.51,4.73
1940.63200,66.17,21.21,-349.49,4.73
1940.65200,66.13,21.21,-349.48,4.73
1940.67200,66.10,21.21,-349.46,4.73
1940.69200,66.07,21.21,-349.44,4.73
1940.71200,66.03,21.21,-349.43,4.73
1940.73200,66.00,21.21,-349.41,4.73
1940.75200,65.97,21.21,-349.40,4.73
1940.77200,65.94,21.21,-349.38,4.73
1940.79200,65.90,21.21,-349.36,4.73
1940.81200,65.87,21.21,-349.35,4.73
1940.83200,65.84,21.22,-349.33,4.73
1940.85200,65.81,21.22,-349.32,4.73
1940.87200,65.77,21.22,-349.30,4.73
1940.89200,65.74,21.22,-349.28,4.73
1940.91200,65.71,21.22,-349.27,4.73
1940.93200,65.68,21.22,-349.25,4.73
1940.95200,65.64,21.22,-349.24,4.73
1940.97200,65.61,21.22,-349.22,4.73
1940.99200,65.58,21.22,-349.20,4.73
1941.01200,65.54,21.22,-349.19,4.73
1941.03200,65.51,21.22,-349.17,4.73
1941.05200,65.48,21.22,-349.16,4.73
1941.07200,65.45,21.22,-349.14,4.73
1941.09200,65.41,21.22,-349.12,4.73
1941.11200,65.38,21.22,-349.11,4.73
1941.13200,65.35,21.22,-349.09,4.73
1941.15200,65.32,21.22,-349.08,4.73
1941.17200,65.28,21.23,-349.06,4.73
1941.19200,65.25,21.23,-349.04,4.73
1941.21200,65.22,21.23,-349.03,4.73
1941.23200,65.18,21.23,-349.01,4.73
1941.25200,65.15,21.23,-349.00,4.73
1941.27200,65.12,21.23,-348.98,4.73
1941.29200,65.09,21.23,-348.96,4.73
1941.31200,65.05,21.23,-348.95,4.73
1941.33200,65.02,21.23,-348.93,4.73
1941.35200,64.99,21.23,-348.92,4.73
1941.37200,64.96,21.23,-348.90,4.73
1941.39200,64.92,21.23,-348.88,4.73
1941.41200,64.89,21.23,-348.87,4.73
1941.43200,64.86,21.23,-348.85,4.73
1941.45200,64.83,21.23,-348.84,4.73
1941.47200,64.79,21.23,-348.82,4.73
1941.49200,64.76,21.23,-348.80,4.73
1941.51200,64.73,21.24,-348.79,4.73
1941.53200,64.69,21.24,-348.77,4.73
1941.55200,64.66,21.24,-348.76,4.73
1941.57200,64.63,21.24,-348.74,4.73
1941.59200,64.60,21.24,-348.72,4.73
1941.61200,64.56,21.24,-348.71,4.74
1941.63200,64.53,21.24,-348.69,4.74
1941.65200,64.50,21.24,-348.68,4.74
1941.67200,64.47,21.24,-348.66,4.74
1941.69200,64.43,21.24,-348.64,4.74
1941.71200,64.40,21.24,-348.63,4.74
1941.73200,64.37,21.24,-348.61,4.74
1941.75200,64.34,21.24,-348.60,4.74
1941.77200,64.30,21.24,-348.58,4.74
1941.79200,64.27,21.24,-348.56,4.74
1941.81200,64.24,21.24,-348.55,4.74
1941.83200,64.20,21.24,-348.53,4.74
1941.85200,64.17,21.25,-348.52,4.74
1941.87200,64.14,21.25,-348.50,4.74
1941.89200,64.11,21.25,-348.48,4.74
1941.91200,64.07,21.25,-348.47,4.74
1941.93200,64.04,21.25,-348.45,4.74
1941.95200,64.01,21.25,-348.44,4.74
1941.97200,63.98,21.25,-348.42,4.74
1941.99200,63.94,21.25,-348.40,4.74
1942.01200,63.91,21.25,-348.39,4.74
1942.03200,63.88,21.25,-348.37,4.74
1942.05200,63.85,21.25,-348.36,4.74
1942.07200,63.81,21.25,-348.34,4.74
1942.09200,63.78,21.25,-348.32,4.74
1942.11200,63.75,21.25,-348.31,4.74
1942.13200,63.72,21.25,-348.29,4.74
1942.15200,63.68,21.25,-348.28,4.74
1942.17200,63.65,21.25,-348.26,4.74
1942.19200,63.62,21.26,-348.24,4.74
1942.21200,63.58,21.26,-348.23,4.74
1942.23200,63.55,21.26,-348.21,4.74
1942.25200,63.52,21.26,-348.20,4.74
1942.27200,63.49,21.26,-348.18,4.74
1942.29200,63.45,21.26,-348.16,4.74
1942.31200,63.42,21.26,-348.15,4.74
1942.33200,63.39,21.26,-348.13,4.74
1942.35200,63.36,21.26,-348.12,4.74
1942.37200,63.32,21.26,-348.10,4.74
1942.39200,63.29,21.26,-348.09,4.74
1942.41200,63.26,21.26,-348.07,4.74
1942.43200,63.23,21.26,-348.05,4.74
1942.45200,63.19,21.26,-348.04,4.74
1942.47200,63.16,21.26,-348.02,4.74
1942.49200,63.13,21.26,-348.01,4.74
1942.51200,63.09,21.26,-347.99,4.74
1942.53200,63.06,21.27,-347.97,4.74
1942.55200,63.03,21.27,-347.96,4.74
1942.57200,63.00,21.27,-347.94,4.74
1942.59200,62.96,21.27,-347.93,4.74
1942.61200,62.93,21.27,-347.91,4.74
1942.63200,62.90,21.27,-347.89,4.74
1942.65200,62.87,21.27,-347.88,4.74
1942.67200,62.83,21.27,-347.86,4.74
1942.69200,62.80,21.27,-347.85,4.74
1942.71200,62.77,21.27,-347.83,4.74
1942.73200,62.74,21.27,-347.81,4.74
1942.75200,62.70,21.27,-347.80,4.74
1942.77200,62.67,21.27,-347.78,4.74
1942.79200,62.64,21.27,-347.77,4.74
1942.81200,62.61,21.27,-347.75,4.74
1942.83200,62.57,21.27,-347.73,4.74
1942.85200,62.54,21.27,-347.72,4.74
1942.87200,62.51,21.28,-347.70,4.74
1942.89200,62.48,21.28,-347.69,4.74
1942.91200,62.44,21.28,-347.67,4.74
1942.93200,62.41,21.28,-347.66,4.74
1942.95200,62.38,21.28,-347.64,4.74
1942.97200,62.34,21.28,-347.62,4.74
1942.99200,62.31,21.28,-347.61,4.74
1943.01200,62.28,21.28,-347.59,4.74
1943.03200,62.25,21.28,-347.58,4.74
1943.05200,62.21,21.28,-347.56,4.74
1943.07200,62.18,21.28,-347.54,4.74
1943.09200,62.15,21.28,-347.53,4.74
1943.11200,62.12,21.28,-347.51,4.74
1943.13200,62.08,21.28,-347.50,4.74
1943.15200,62.05,21.28,-347.48,4.74
1943.17200,62.02,21.28,-347.46,4.74
1943.19200,61.99,21.28,-347.45,4.74
1943.21200,61.95,21.29,-347.43,4.74
1943.23200,61.92,21.29,-347.42,4.74
1943.25200,61.89,21.29,-347.40,4.75
1943.27200,61.86,21.29,-347.38,4.75
1943.29200,61.82,21.29,-347.37,4.75
1943.31200,61.79,21.29,-347.35,4.75
1943.33200,61.76,21.29,-347.34,4.75
1943.35200,61.73,21.29,-347.32,4.75
1943.37200,61.69,21.29,-347.31,4.75
1943.39200,61.66,21.29,-347.29,4.75
1943.41200,61.63,21.29,-347.27,4.75
1943.43200,61.59,21.29,-347.26,4.75
1943.45200,61.56,21.29,-347.24,4.75
1943.47200,61.53,21.29,-347.23,4.75
1943.49200,61.50,21.29,-347.21,4.75
1943.51200,61.46,21.29,-347.19,4.75
1943.53200,61.43,21.29,-347.18,4.75
1943.55200,61.40,21.30,-347.16,4.75
1943.57200,61.37,21.30,-347.15,4.75
1943.59200,61.33,21.30,-347.13,4.75
1943.61200,61.30,21.30,-347.12,4.75
1943.63200,61.27,21.30,-347.10,4.75
1943.65200,61.24,21.30,-347.08,4.75
1943.67200,61.20,21.30,-347.07,4.75
1943.69200,61.17,21.30,-347.05,4.75
1943.71200,61.14,21.30,-347.04,4.75
1943.73200,61.11,21.30,-347.02,4.75
1943.75200,61.07,21.30,-347.00,4.75
1943.77200,61.04,21.30,-346.99,4.75
1943.79200,61.01,21.30,-346.97,4.75
1943.81200,60.98,21.30,-346.96,4.75
1943.83200,60.94,21.30,-346.94,4.75
1943.85200,60.91,21.30,-346.92,4.75
1943.87200,60.88,21.30,-346.91,4.75
1943.89200,60.85,21.31,-346.89,4.75
1943.91200,60.81,21.31,-346.88,4.75
1943.93200,60.78,21.31,-346.86,4.75
1943.95200,60.75,21.31,-346.85,4.75
1943.97200,60.72,21.31,-346.83,4.75
1943.99200,60.68,21.31,-346.81,4.75
1944.01200,60.65,21.31,-346.80,4.75
1944.03200,60.62,21.31,-346.78,4.75
1944.05200,60.58,21.31,-346.77,4.75
1944.07200,60.55,21.31,-346.75,4.75
1944.09200,60.52,21.31,-346.73,4.75
1944.11200,60.49,21.31,-346.72,4.75
1944.13200,60.45,21.31,-346.70,4.75
1944.15200,60.42,21.31,-346.69,4.75
1944.17200,60.39,21.31,-346.67,4.75
1944.19200,60.36,21.31,-346.66,4.75
1944.21200,60.32,21.31,-346.64,4.75
1944.23200,60.29,21.32,-346.62,4.75
1944.25200,60.26,21.32,-346.61,4.75
1944.27200,60.23,21.32,-346.59,4.75
1944.29200,60.19,21.32,-346.58,4.75
1944.31200,60.16,21.32,-346.56,4.75
1944.33200,60.13,21.32,-346.54,4.75
1944.35200,60.10,21.32,-346.53,4.75
1944.37200,60.06,21.32,-346.51,4.75
1944.39200,60.03,21.32,-346.50,4.75
1944.41200,60.00,21.32,-346.48,4.75
1944.43200,59.97,21.32,-346.47,4.75
1944.45200,59.93,21.32,-346.45,4.75
1944.47200,59.90,21.32,-346.43,4.75
1944.49200,59.87,21.32,-346.42,4.75
1944.51200,59.84,21.32,-346.40,4.75
1944.53200,59.80,21.32,-346.39,4.75
1944.55200,59.77,21.32,-346.37,4.75
1944.57200,59.74,21.33,-346.35,4.75
1944.59200,59.71,21.33,-346.34,4.75
1944.61200,59.67,21.33,-346.32,4.75
1944.63200,59.64,21.33,-346.31,4.75
1944.65200,59.61,21.33,-346.29,4.75
1944.67200,59.58,21.33,-346.28,4.75
1944.69200,59.54,21.33,-346.26,4.75
1944.71200,59.51,21.33,-346.24,4.75
1944.73200,59.48,21.33,-346.23,4.75
1944.75200,59.45,21.33,-346.21,4.75
1944.77200,59.41,21.33,-346.20,4.75
1944.79200,59.38,21.33,-346.18,4.75
1944.81200,59.35,21.33,-346.17,4.75
1944.83200,59.32,21.33,-346.15,4.75
1944.85200,59.28,21.33,-346.13,4.75
1944.87200,59.25,21.33,-346.12,4.75
1944.89200,59.22,21.33,-346.10,4.75
1944.91200,59.19,21.34,-346.09,4.76
1944.93200,59.15,21.34,-346.07,4.76
1944.95200,59.12,21.34,-346.05,4.76
1944.97200,59.09,21.34,-346.04,4.76
1944.99200,59.05,21.34,-346.02,4.76
1945.01200,59.02,21.34,-346.01,4.76
1945.03200,58.99,21.34,-345.99,4.76
1945.05200,58.96,21.34,-345.98,4.76
1945.07200,58.92,21.34,-345.96,4.76
1945.09200,58.89,21.34,-345.94,4.76
1945.11200,58.86,21.34,-345.93,4.76
1945.13200,58.83,21.34,-345.91,4.76
1945.15200,58.79,21.34,-345.90,4.76
1945.17200,58.76,21.34,-345.88,4.76
1945.19200,58.73,21.34,-345.87,4.76
1945.21200,58.70,21.34,-345.85,4.76
1945.23200,58.66,21.34,-345.83,4.76
1945.25200,58.63,21.35,-345.82,4.76
1945.27200,58.60,21.35,-345.80,4.76
1945.29200,58.57,21.35,-345.79,4.76
1945.31200,58.53,21.35,-345.77,4.76
1945.33200,58.50,21.35,-345.75,4.76
1945.35200,58.47,21.35,-345.74,4.76
1945.37200,58.44,21.35,-345.72,4.76
1945.39200,58.40,21.35,-345.71,4.76
1945.41200,58.37,21.35,-345.69,4.76
1945.43200,58.34,21.35,-345.68,4.76
1945.45200,58.31,21.35,-345.66,4.76
1945.47200,58.27,21.35,-345.64,4.76
1945.49200,58.24,21.35,-345.63,4.76
1945.51200,58.21,21.35,-345.61,4.76
1945.53200,58.18,21.35,-345.60,4.76
1945.55200,58.14,21.35,-345.58,4.76
1945.57200,58.11,21.35,-345.57,4.76
1945.59200,58.08,21.36,-345.55,4.76
1945.61200,58.05,21.36,-345.53,4.76
1945.63200,58.01,21.36,-345.52,4.76
1945.65200,57.98,21.36,-345.50,4.76
1945.67200,57.95,21.36,-345.49,4.76
1945.69200,57.92,21.36,-345.47,4.76
1945.71200,57.88,21.36,-345.46,4.76
1945.73200,57.85,21.36,-345.44,4.76
1945.75200,57.82,21.36,-345.42,4.76
1945.77200,57.79,21.36,-345.41,4.76
1945.79200,57.75,21.36,-345.39,4.76
1945.81200,57.72,21.36,-345.38,4.76
1945.83200,57.69,21.36,-345.36,4.76
1945.85200,57.66,21.36,-345.35,4.76
1945.87200,57.62,21.36,-345.33,4.76
1945.89200,57.59,21.36,-345.31,4.76
1945.91200,57.56,21.36,-345.30,4.76
1945.93200,57.53,21.37,-345.28,4.76
1945.95200,57.49,21.37,-345.27,4.76
1945.97200,57.46,21.37,-345.25,4.76
1945.99200,57.43,21.37,-345.24,4.76
1946.01200,57.40,21.37,-345.22,4.76
1946.03200,57.36,21.37,-345.20,4.76
1946.05200,57.33,21.37,-345.19,4.76
1946.07200,57.30,21.37,-345.17,4.76
1946.09200,57.27,21.37,-345.16,4.76
1946.11200,57.23,21.37,-345.14,4.76
1946.13200,57.20,21.37,-345.13,4.76
1946.15200,57.17,21.37,-345.11,4.76
1946.17200,57.14,21.37,-345.09,4.76
1946.19200,57.10,21.37,-345.08,4.76
1946.21200,57.07,21.37,-345.06,4.76
1946.23200,57.04,21.37,-345.05,4.76
1946.25200,57.01,21.37,-345.03,4.76
1946.27200,56.97,21.38,-345.02,4.76
1946.29200,56.94,21.38,-345.00,4.76
1946.31200,56.91,21.38,-344.98,4.76
1946.33200,56.88,21.38,-344.97,4.76
1946.35200,56.84,21.38,-344.95,4.76
1946.37200,56.81,21.38,-344.94,4.76
1946.39200,56.78,21.38,-344.92,4.76
1946.41200,56.75,21.38,-344.91,4.76
1946.43200,56.71,21.38,-344.89,4.76
1946.45200,56.68,21.38,-344.87,4.76
1946.47200,56.65,21.38,-344.86,4.76
1946.49200,56.62,21.38,-344.84,4.76
1946.51200,56.58,21.38,-344.83,4.76
1946.53200,56.55,21.38,-344.81,4.76
1946.55200,56.52,21.38,-344.80,4.77
1946.57200,56.49,21.38,-344.78,4.77
1946.59200,56.45,21.38,-344.76,4.77
1946.61200,56.42,21.39,-344.75,4.77
1946.63200,56.39,21.39,-344.73,4.77
1946.65200,56.36,21.39,-344.72,4.77
1946.67200,56.32,21.39,-344.70,4.77
1946.69200,56.29,21.39,-344.69,4.77
1946.71200,56.26,21.39,-344.67,4.77
1946.73200,56.23,21.39,-344.65,4.77
1946.75200,56.19,21.39,-344.64,4.77
1946.77200,56.16,21.39,-344.62,4.77
1946.79200,56.13,21.39,-344.61,4.77
1946.81200,56.10,21.39,-344.59,4.77
1946.83200,56.07,21.39,-344.58,4.77
1946.85200,56.03,21.39,-344.56,4.77
1946.87200,56.00,21.39,-344.54,4.77
1946.89200,55.97,21.39,-344.53,4.77
1946.91200,55.94,21.39,-344.51,4.77
1946.93200,55.90,21.39,-344.50,4.77
1946.95200,55.87,21.40,-344.48,4.77
1946.97200,55.84,21.40,-344.47,4.77
1946.99200,55.81,21.40,-344.45,4.77
1947.01200,55.77,21.40,-344.43,4.77
1947.03200,55.74,21.40,-344.42,4.77
1947.05200,55.71,21.40,-344.40,4.77
1947.07200,55.68,21.40,-344.39,4.77
1947.09200,55.64,21.40,-344.37,4.77
1947.11200,55.61,21.40,-344.36,4.77
1947.13200,55.58,21.40,-344.34,4.77
1947.15200,55.55,21.40,-344.32,4.77
1947.17200,55.51,21.40,-344.31,4.77
1947.19200,55.48,21.40,-344.29,4.77
1947.21200,55.45,21.40,-344.28,4.77
1947.23200,55.42,21.40,-344.26,4.77
1947.25200,55.38,21.40,-344.25,4.77
1947.27200,55.35,21.40,-344.23,4.77
1947.29200,55.32,21.41,-344.22,4.77
1947.31200,55.29,21.41,-344.20,4.77
1947.33200,55.25,21.41,-344.18,4.77
1947.35200,55.22,21.41,-344.17,4.77
1947.37200,55.19,21.41,-344.15,4.77
1947.39200,55.16,21.41,-344.14,4.77
1947.41200,55.12,21.41,-344.12,4.77
1947.43200,55.09,21.41,-344.11,4.77
1947.45200,55.06,21.41,-344.09,4.77
1947.47200,55.03,21.41,-344.07,4.77
1947.49200,54.99,21.41,-344.06,4.77
1947.51200,54.96,21.41,-344.04,4.77
1947.53200,54.93,21.41,-344.03,4.77
1947.55200,54.90,21.41,-344.01,4.77
1947.57200,54.86,21.41,-344.00,4.77
1947.59200,54.83,21.41,-343.98,4.77
1947.61200,54.80,21.41,-343.96,4.77
1947.63200,54.77,21.42,-343.95,4.77
1947.65200,54.73,21.42,-343.93,4.77
1947.67200,54.70,21.42,-343.92,4.77
1947.69200,54.67,21.42,-343.90,4.77
1947.71200,54.64,21.42,-343.89,4.77
1947.73200,54.60,21.42,-343.87,4.77
1947.75200,54.57,21.42,-343.86,4.77
1947.77200,54.54,21.42,-343.84,4.77
1947.79200,54.51,21.42,-343.82,4.77
1947.81200,54.48,21.42,-343.81,4.77
1947.83200,54.44,21.42,-343.79,4.77
1947.85200,54.41,21.42,-343.78,4.77
1947.87200,54.38,21.42,-343.76,4.77
1947.89200,54.35,21.42,-343.75,4.77
1947.91200,54.31,21.42,-343.73,4.77
1947.93200,54.28,21.42,-343.71,4.77
1947.95200,54.25,21.42,-343.70,4.77
1947.97200,54.22,21.43,-343.68,4.77
1947.99200,54.18,21.43,-343.67,4.77
1948.01200,54.15,21.43,-343.65,4.77
1948.03200,54.12,21.43,-343.64,4.77
1948.05200,54.09,21.43,-343.62,4.77
1948.07200,54.05,21.43,-343.61,4.77
1948.09200,54.02,21.43,-343.59,4.77
1948.11200,53.99,21.43,-343.57,4.77
1948.13200,53.96,21.43,-343.56,4.77
1948.15200,53.92,21.43,-343.54,4.77
1948.17200,53.89,21.43,-343.53,4.78
1948.19200,53.86,21.43,-343.51,4.78
1948.21200,53.83,21.43,-343.50,4.78
1948.23200,53.79,21.43,-343.48,4.78
1948.25200,53.76,21.43,-343.47,4.78
1948.27200,53.73,21.43,-343.45,4.78
1948.29200,53.70,21.44,-343.43,4.78
1948.31200,53.66,21.44,-343.42,4.78
1948.33200,53.63,21.44,-343.40,4.78
1948.35200,53.60,21.44,-343.39,4.78
1948.37200,53.57,21.44,-343.37,4.78
1948.39200,53.54,21.44,-343.36,4.78
1948.41200,53.50,21.44,-343.34,4.78
1948.43200,53.47,21.44,-343.32,4.78
1948.45200,53.44,21.44,-343.31,4.78
1948.47200,53.41,21.44,-343.29,4.78
1948.49200,53.37,21.44,-343.28,4.78
1948.51200,53.34,21.44,-343.26,4.78
1948.53200,53.31,21.44,-343.25,4.78
1948.55200,53.28,21.44,-343.23,4.78
1948.57200,53.24,21.44,-343.22,4.78
1948.59200,53.21,21.44,-343.20,4.78
1948.61200,53.18,21.44,-343.18,4.78
1948.63200,53.15,21.45,-343.17,4.78
1948.65200,53.11,21.45,-343.15,4.78
1948.67200,53.08,21.45,-343.14,4.78
1948.69200,53.05,21.45,-343.12,4.78
1948.71200,53.02,21.45,-343.11,4.78
1948.73200,52.98,21.45,-343.09,4.78
1948.75200,52.95,21.45,-343.08,4.78
1948.77200,52.92,21.45,-343.06,4.78
1948.79200,52.89,21.45,-343.04,4.78
1948.81200,52.85,21.45,-343.03,4.78
1948.83200,52.82,21.45,-343.01,4.78
1948.85200,52.79,21.45,-343.00,4.78
1948.87200,52.76,21.45,-342.98,4.78
1948.89200,52.73,21.45,-342.97,4.78
1948.91200,52.69,21.45,-342.95,4.78
1948.93200,52.66,21.45,-342.94,4.78
1948.95200,52.63,21.45,-342.92,4.78
1948.97200,52.60,21.46,-342.90,4.78
1948.99200,52.56,21.46,-342.89,4.78
1949.01200,52.53,21.46,-342.87,4.78
1949.03200,52.50,21.46,-342.86,4.78
1949.05200,52.47,21.46,-342.84,4.78
1949.07200,52.43,21.46,-342.83,4.78
1949.09200,52.40,21.46,-342.81,4.78
1949.11200,52.37,21.46,-342.80,4.78
1949.13200,52.34,21.46,-342.78,4.78
1949.15200,52.30,21.46,-342.76,4.78
1949.17200,52.27,21.46,-342.75,4.78
1949.19200,52.24,21.46,-342.73,4.78
1949.21200,52.21,21.46,-342.72,4.78
1949.23200,52.17,21.46,-342.70,4.78
1949.25200,52.14,21.46,-342.69,4.78
1949.27200,52.11,21.46,-342.67,4.78
1949.29200,52.08,21.46,-342.66,4.78
1949.31200,52.05,21.47,-342.64,4.78
1949.33200,52.01,21.47,-342.62,4.78
1949.35200,51.98,21.47,-342.61,4.78
1949.37200,51.95,21.47,-342.59,4.78
1949.39200,51.92,21.47,-342.58,4.78
1949.41200,51.88,21.47,-342.56,4.78
1949.43200,51.85,21.47,-342.55,4.78
1949.45200,51.82,21.47,-342.53,4.78
1949.47200,51.79,21.47,-342.52,4.78
1949.49200,51.75,21.47,-342.50,4.78
1949.51200,51.72,21.47,-342.48,4.78
1949.53200,51.69,21.47,-342.47,4.78
1949.55200,51.66,21.47,-342.45,4.78
1949.57200,51.62,21.47,-342.44,4.78
1949.59200,51.59,21.47,-342.42,4.78
1949.61200,51.56,21.47,-342.41,4.78
1949.63200,51.53,21.47,-342.39,4.78
1949.65200,51.49,21.48,-342.38,4.78
1949.67200,51.46,21.48,-342.36,4.78
1949.69200,51.43,21.48,-342.34,4.78
1949.71200,51.40,21.48,-342.33,4.78
1949.73200,51.37,21.48,-342.31,4.78
1949.75200,51.33,21.48,-342.30,4.78
1949.77200,51.30,21.48,-342.28,4.78
1949.79200,51.27,21.48,-342.27,4.78
1949.81200,51.24,21.48,-342.25,4.79
1949.83200,51.20,21.48,-342.24,4.79
1949.85200,51.17,21.48,-342.22,4.79
1949.87200,51.14,21.48,-342.21,4.79
1949.89200,51.11,21.48,-342.19,4.79
1949.91200,51.07,21.48,-342.17,4.79
1949.93200,51.04,21.48,-342.16,4.79
1949.95200,51.01,21.48,-342.14,4.79
1949.97200,50.98,21.48,-342.13,4.79
1949.99200,50.94,21.49,-342.11,4.79
1950.01200,50.91,21.49,-342.10,4.79
1950.03200,50.88,21.49,-342.08,4.79
